"o1"	"name"	"birthYear"
"http://dbpedia.org/resource/Aruna_Roy"	"Lal Bahadur Shastri National Academy of Administration"	1946
"http://dbpedia.org/resource/Chaviva_Hošek"	"Harvard University"	1946
"http://dbpedia.org/resource/Marina_Warner"	"Lady Margaret Hall, Oxford"	1946
"http://dbpedia.org/resource/Tansu_Çiller"	"Yale University"	1946
"http://dbpedia.org/resource/Kamla_Bhasin"	"Rajasthan University"	1946
"http://dbpedia.org/resource/Aruna_Roy"	"Indraprastha College"	1946
"http://dbpedia.org/resource/Neil_Lyndon"	"Queens' College, Cambridge"	1946
"http://dbpedia.org/resource/Orshi_Drozdik"	"Hungarian University of Fine Arts"	1946
"http://dbpedia.org/resource/Shirin_Ebadi"	"University of Tehran"	1947
"http://dbpedia.org/resource/Petra_Kelly"	"University of Amsterdam"	1947
"http://dbpedia.org/resource/Petra_Kelly"	"American University"	1947
"http://dbpedia.org/resource/Jane_Alpert"	"Swarthmore College"	1947
"http://dbpedia.org/resource/Richard_J._Evans"	"Jesus College, Oxford"	1947
"http://dbpedia.org/resource/Richard_J._Evans"	"St Antony's College, Oxford"	1947
"http://dbpedia.org/resource/Richard_J._Evans"	"Hamburg University"	1947
"http://dbpedia.org/resource/Murder_of_Betsy_Aardsma"	"Pennsylvania State University"	1947
"http://dbpedia.org/resource/Murder_of_Betsy_Aardsma"	"University of Michigan"	1947
"http://dbpedia.org/resource/Yūko_Tsushima"	"Shirayuri Women's University"	1947
"http://dbpedia.org/resource/Gretel_Ammann"	"University of Barcelona"	1947
"http://dbpedia.org/resource/Françoise_David"	"Université de Montréal"	1948
"http://dbpedia.org/resource/Jeanne_Córdova"	"University of California, Los Angeles"	1948
"http://dbpedia.org/resource/Valeria_Sarmiento"	"University of Chile"	1948
"http://dbpedia.org/resource/Thomas_Joseph_Tobin"	"Saint Francis University"	1948
"http://dbpedia.org/resource/Thomas_Joseph_Tobin"	"Gannon University"	1948
"http://dbpedia.org/resource/Claude_Vivier"	"Conservatoire de musique du Québec à Montréal"	1948
"http://dbpedia.org/resource/Claude_Vivier"	"Darmstädter Ferienkurse"	1948
"http://dbpedia.org/resource/Thomas_Joseph_Tobin"	"Pontifical Atheneum of St. Anselm"	1948
"http://dbpedia.org/resource/Thomas_Joseph_Tobin"	"Pontifical Gregorian University"	1948
"http://dbpedia.org/resource/Thomas_Joseph_Tobin"	"Pontifical North American College"	1948
"http://dbpedia.org/resource/Esmeralda_Santiago"	"Sarah Lawrence College"	1948
"http://dbpedia.org/resource/Alda_Facio"	"University of Costa Rica"	1948
"http://dbpedia.org/resource/Esmeralda_Santiago"	"Harvard University"	1948
"http://dbpedia.org/resource/Agnieszka_Holland"	"Film and TV School of the Academy of Performing Arts in Prague"	1948
"http://dbpedia.org/resource/Alda_Facio"	"New York University"	1948
"http://dbpedia.org/resource/Barbara_Katz_Rothman"	"Brooklyn College"	1948
"http://dbpedia.org/resource/Barbara_Katz_Rothman"	"New York University"	1948
"http://dbpedia.org/resource/Ilana_Löwy"	"Paris Diderot University"	1948
"http://dbpedia.org/resource/Ilana_Löwy"	"Tel Aviv University"	1948
"http://dbpedia.org/resource/Gayle_Rubin"	"University of Michigan"	1949
"http://dbpedia.org/resource/Judi_Bari"	"University of Maryland"	1949
"http://dbpedia.org/resource/Joséphine_Ouédraogo"	"Paris Descartes University"	1949
"http://dbpedia.org/resource/Slavenka_Drakulić"	"University of Zagreb"	1949
"http://dbpedia.org/resource/Martin_Amis"	"Exeter College, Oxford"	1949
"http://dbpedia.org/resource/Rosemary_Hennessy"	"Syracuse University"	1950
"http://dbpedia.org/resource/Lynda_Schraufnagel"	"University of Houston"	1950
"http://dbpedia.org/resource/Sueli_Carneiro"	"University of São Paulo"	1950
"http://dbpedia.org/resource/Rebecca_Ann_King"	"University of Denver"	1950
"http://dbpedia.org/resource/Rajeswari_Sunder_Rajan"	"George Washington University"	1950
"http://dbpedia.org/resource/Rajeswari_Sunder_Rajan"	"Bombay University"	1950
"http://dbpedia.org/resource/Laura_Lederer"	"University of Michigan"	1951
"http://dbpedia.org/resource/Laura_Lederer"	"University of San Francisco School of Law"	1951
"http://dbpedia.org/resource/Stevi_Jackson"	"University of York"	1951
"http://dbpedia.org/resource/Laura_Lederer"	"DePaul University College of Law"	1951
"http://dbpedia.org/resource/Louise_Jameson"	"Royal Academy of Dramatic Art"	1951
"http://dbpedia.org/resource/Cándida_Martínez_López"	"University of Granada"	1951
"http://dbpedia.org/resource/Ai_Nagai"	"Toho Gakuen College of Drama and Music"	1951
"http://dbpedia.org/resource/Aída_García_Naranjo"	"Pontifical Catholic University of Peru"	1951
"http://dbpedia.org/resource/Catherine_Obianuju_Acholonu"	"Heinrich Heine University of Düsseldorf"	1951
"http://dbpedia.org/resource/Hamid_Dabashi"	"University of Pennsylvania"	1951
"http://dbpedia.org/resource/Hamid_Dabashi"	"University of Tehran"	1951
"http://dbpedia.org/resource/John_Gray_(American_author)"	"Columbia Pacific University"	1951
"http://dbpedia.org/resource/John_Gray_(American_author)"	"Maharishi International University"	1951
"http://dbpedia.org/resource/Lakshmi_Chandrashekar"	"University of Leeds"	1951
"http://dbpedia.org/resource/Lakshmi_Chandrashekar"	"University of Mysore"	1951
"http://dbpedia.org/resource/Lakshmi_Chandrashekar"	"Postgraduate education"	1951
"http://dbpedia.org/resource/Enikő_Bollobás"	"Eötvös Loránd University"	1952
"http://dbpedia.org/resource/Vandana_Shiva"	"University of Guelph"	1952
"http://dbpedia.org/resource/Vandana_Shiva"	"University of Western Ontario"	1952
"http://dbpedia.org/resource/Vandana_Shiva"	"Panjab University, Chandigarh"	1952
"http://dbpedia.org/resource/Maureen_McTeer"	"University of Ottawa"	1952
"http://dbpedia.org/resource/Maureen_McTeer"	"University of Ottawa Faculty of Law"	1952
"http://dbpedia.org/resource/Maureen_McTeer"	"University of Sheffield"	1952
"http://dbpedia.org/resource/Linda_Woolverton"	"California State University, Fullerton"	1952
"http://dbpedia.org/resource/Linda_Woolverton"	"California State University, Long Beach"	1952
"http://dbpedia.org/resource/Lydia_Sklevicky"	"University of Zagreb"	1952
"http://dbpedia.org/resource/Lisa_Tuttle"	"Syracuse University"	1952
"http://dbpedia.org/resource/Gwyneth_Jones_(novelist)"	"University of Sussex"	1952
"http://dbpedia.org/resource/Michael_Sandel"	"Brandeis University"	1953
"http://dbpedia.org/resource/Michael_Sandel"	"Balliol College, Oxford"	1953
"http://dbpedia.org/resource/Betty_Anyanwu-Akeredolu"	"University of Nigeria, Nsukka"	1953
"http://dbpedia.org/resource/Betty_Anyanwu-Akeredolu"	"University of the Philippines Visayas"	1953
"http://dbpedia.org/resource/Jane_Salvage"	"Royal Holloway, University of London"	1953
"http://dbpedia.org/resource/Jane_Salvage"	"Newnham College, Cambridge"	1953
"http://dbpedia.org/resource/Joan_Smith"	"University of Reading"	1953
"http://dbpedia.org/resource/Oprah_Winfrey"	"Tennessee State University"	1954
"http://dbpedia.org/resource/Patrick_Califia"	"San Francisco State University"	1954
"http://dbpedia.org/resource/Rosi_Braidotti"	"Australian National University"	1954
"http://dbpedia.org/resource/Patricia_Mohammed"	"Institute of Social Studies"	1954
"http://dbpedia.org/resource/Emma_Pérez"	"University of California, Los Angeles"	1954
"http://dbpedia.org/resource/Anuradha_Ghandy"	"Elphinstone College"	1954
"http://dbpedia.org/resource/Anuradha_Ghandy"	"Mumbai"	1954
"http://dbpedia.org/resource/Elizabeth_May"	"Dalhousie University"	1954
"http://dbpedia.org/resource/Hope_Landrine"	"University of Rhode Island"	1954
"http://dbpedia.org/resource/Hope_Landrine"	"City University of New York"	1954
"http://dbpedia.org/resource/Hope_Landrine"	"Westminster College (Pennsylvania)"	1954
"http://dbpedia.org/resource/Kim_Gandy"	"Louisiana Tech University"	1954
"http://dbpedia.org/resource/Kim_Gandy"	"Loyola University New Orleans School of Law"	1954
"http://dbpedia.org/resource/Barbara_Kingsolver"	"University of Arizona"	1955
"http://dbpedia.org/resource/Carol_Ann_Duffy"	"University of Liverpool"	1955
"http://dbpedia.org/resource/Chandra_Talpade_Mohanty"	"University of Delhi"	1955
"http://dbpedia.org/resource/Chandra_Talpade_Mohanty"	"University of Illinois at Urbana-Champaign"	1955
"http://dbpedia.org/resource/Ann_M._Martin"	"Smith College"	1955
"http://dbpedia.org/resource/L._H._M._Ling"	"Massachusetts Institute of Technology"	1955
"http://dbpedia.org/resource/L._H._M._Ling"	"Wellesley College"	1955
"http://dbpedia.org/resource/Shahla_Sherkat"	"Tehran University"	1956
"http://dbpedia.org/resource/Elaheh_Koulaei"	"University of Tehran"	1956
"http://dbpedia.org/resource/Elaheh_Koulaei"	"Tarbiat Modares University"	1956
"http://dbpedia.org/resource/Soraya_Post"	"Gothenburg University"	1956
"http://dbpedia.org/resource/Carol_Leifer"	"Binghamton University"	1956
"http://dbpedia.org/resource/Carol_Leifer"	"Queens College"	1956
"http://dbpedia.org/resource/Annie_Finch"	"University of Houston"	1956
"http://dbpedia.org/resource/Annie_Finch"	"Stanford University"	1956
"http://dbpedia.org/resource/Annie_Finch"	"Yale University"	1956
"http://dbpedia.org/resource/Walter_Woon"	"University of Cambridge"	1956
"http://dbpedia.org/resource/Walter_Woon"	"National University of Singapore"	1956
"http://dbpedia.org/resource/Marlene_Zuk"	"University of California, Santa Barbara"	1956
"http://dbpedia.org/resource/Marlene_Zuk"	"University of Michigan"	1956
"http://dbpedia.org/resource/Karen_Barad"	"Stony Brook University"	1956
"http://dbpedia.org/resource/Rhonda_Lenton"	"University of Toronto"	1956
"http://dbpedia.org/resource/Teresa_Berger"	"Ruprecht-Karls-Universität Heidelberg"	1956
"http://dbpedia.org/resource/Liza_Maza"	"University of the Philippines Diliman"	1957
"http://dbpedia.org/resource/Kulthum_Bin_Masoud"	"Kuwait University"	1957
"http://dbpedia.org/resource/Jane_Caro"	"Macquarie University"	1957
"http://dbpedia.org/resource/Ineke_van_Gent"	"Bachelor of Arts"	1957
"http://dbpedia.org/resource/Ineke_van_Gent"	"Social work"	1957
"http://dbpedia.org/resource/Rosa_Namises"	"University of South Africa"	1958
"http://dbpedia.org/resource/Uma_Narayan"	"Rutgers University"	1958
"http://dbpedia.org/resource/Éric_Zemmour"	"Sciences Po"	1958
"http://dbpedia.org/resource/Nam_In-soon"	"Anglican Church University"	1958
"http://dbpedia.org/resource/Nam_In-soon"	"Sejong University"	1958
"http://dbpedia.org/resource/Fawzia_Afzal-Khan"	"Tufts University"	1958
"http://dbpedia.org/resource/Mariëtte_Hamer"	"University of Amsterdam"	1958
"http://dbpedia.org/resource/Mariëtte_Hamer"	"Master of Arts"	1958
"http://dbpedia.org/resource/Mariëtte_Hamer"	"Bachelor of Arts"	1958
"http://dbpedia.org/resource/Diane_Elam"	"Brown University"	1958
"http://dbpedia.org/resource/Diane_Elam"	"Kenyon College"	1958
"http://dbpedia.org/resource/Raufa_Hassan_al-Sharki"	"University of Paris"	1958
"http://dbpedia.org/resource/Unity_Dow"	"University of Edinburgh"	1959
"http://dbpedia.org/resource/Unity_Dow"	"University of Botswana and Swaziland"	1959
"http://dbpedia.org/resource/Stephen_Harper"	"University of Calgary"	1959
"http://dbpedia.org/resource/Stephen_Harper"	"University of Toronto"	1959
"http://dbpedia.org/resource/Stephen_Harper"	"Master of Arts"	1959
"http://dbpedia.org/resource/Stephen_Harper"	"Bachelor of Arts"	1959
"http://dbpedia.org/resource/Emma_Thompson"	"Newnham College, Cambridge"	1959
"http://dbpedia.org/resource/Sim_Sang-jung"	"Seoul National University"	1959
"http://dbpedia.org/resource/Katrina_vanden_Heuvel"	"Princeton University"	1959
"http://dbpedia.org/resource/Sarah_Franklin"	"University of Birmingham"	1960
"http://dbpedia.org/resource/Sarah_Franklin"	"University of Kent"	1960
"http://dbpedia.org/resource/Maya_Jribi"	"University of Sfax"	1960
"http://dbpedia.org/resource/Camille_Turner"	"McMaster University"	1960
"http://dbpedia.org/resource/Sarah_Franklin"	"Smith College"	1960
"http://dbpedia.org/resource/Sarah_Franklin"	"New York University"	1960
"http://dbpedia.org/resource/Camille_Turner"	"OCAD University"	1960
"http://dbpedia.org/resource/Camille_Turner"	"Sheridan College"	1960
"http://dbpedia.org/resource/Camille_Turner"	"York University"	1960
"http://dbpedia.org/resource/Andrea_Giunta"	"University of Buenos Aires"	1960
"http://dbpedia.org/resource/Nalo_Hopkinson"	"Seton Hill University"	1960
"http://dbpedia.org/resource/Khadija_Ryadi"	"National Institute of Statistics and Applied Economics"	1960
"http://dbpedia.org/resource/Joanna_Scott"	"Brown University"	1960
"http://dbpedia.org/resource/Joanna_Scott"	"Trinity College (Connecticut)"	1960
"http://dbpedia.org/resource/Linda_Ruth_Williams"	"Sussex University"	1961
"http://dbpedia.org/resource/Ana_de_Miguel"	"Autonomous University of Madrid"	1961
"http://dbpedia.org/resource/Manasi_Pradhan"	"Utkal University"	1962
"http://dbpedia.org/resource/Jordan_Peterson"	"University of Alberta"	1962
"http://dbpedia.org/resource/Jordan_Peterson"	"McGill University"	1962
"http://dbpedia.org/resource/Sarah_Mullally"	"London South Bank University"	1962
"http://dbpedia.org/resource/Sarah_Mullally"	"Heythrop College, University of London"	1962
"http://dbpedia.org/resource/Sarah_Mullally"	"South East Institute for Theological Education"	1962
"http://dbpedia.org/resource/Sabine_Hark"	"Free University of Berlin"	1962
"http://dbpedia.org/resource/Sabine_Hark"	"Goethe University Frankfurt"	1962
"http://dbpedia.org/resource/Anne_Devereux-Mills"	"Wellesley College"	1962
"http://dbpedia.org/resource/Aleksandar_Bošković"	"University of St Andrews"	1962
"http://dbpedia.org/resource/Jacqui_Smith"	"Hertford College, Oxford"	1962
"http://dbpedia.org/resource/Aron_Ra"	"Arizona State University"	1962
"http://dbpedia.org/resource/Renée_Wagener"	"University of Hagen"	1962
"http://dbpedia.org/resource/Vera_Lúcia_de_Miranda_Guarda"	"Joseph Fourier University"	1963
"http://dbpedia.org/resource/Jolande_Sap"	"Political Economics"	1963
"http://dbpedia.org/resource/Jolande_Sap"	"Tilburg University"	1963
"http://dbpedia.org/resource/Jolande_Sap"	"Philosophy"	1963
"http://dbpedia.org/resource/Joss_Whedon"	"Wesleyan University"	1964
"http://dbpedia.org/resource/Calista_Flockhart"	"Rutgers University–New Brunswick"	1964
"http://dbpedia.org/resource/Fiona_Bruce"	"University of London Institute in Paris"	1964
"http://dbpedia.org/resource/Fiona_Bruce"	"Hertford College, Oxford"	1964
"http://dbpedia.org/resource/Kwon_In-sook"	"Rutgers University"	1964
"http://dbpedia.org/resource/Kwon_In-sook"	"Clark University"	1964
"http://dbpedia.org/resource/Kwon_In-sook"	"Seoul National University"	1964
"http://dbpedia.org/resource/Asra_Nomani"	"West Virginia University"	1965
"http://dbpedia.org/resource/Asra_Nomani"	"American University"	1965
"http://dbpedia.org/resource/Joey_Soloway"	"University of Wisconsin–Madison"	1965
"http://dbpedia.org/resource/Kazimiera_Szczuka"	"University of Warsaw"	1966
"http://dbpedia.org/resource/Delphine_Ernotte"	"École Centrale Paris"	1966
"http://dbpedia.org/resource/Miranda_Fricker"	"Pembroke College, Oxford"	1966
"http://dbpedia.org/resource/Robin_Truth_Goodman"	"New York University"	1966
"http://dbpedia.org/resource/Lili_Taylor"	"DePaul University"	1967
"http://dbpedia.org/resource/Elizabeth_Wurtzel"	"Harvard College"	1967
"http://dbpedia.org/resource/Natasha_Walter"	"Harvard University"	1967
"http://dbpedia.org/resource/Natasha_Walter"	"St. John's College, Cambridge"	1967
"http://dbpedia.org/resource/Elizabeth_Wurtzel"	"Yale Law School"	1967
"http://dbpedia.org/resource/Paula_Byrne"	"University of Liverpool"	1967
"http://dbpedia.org/resource/Paula_Byrne"	"Chichester University"	1967
"http://dbpedia.org/resource/Jill_Greenberg"	"Rhode Island School of Design"	1967
"http://dbpedia.org/resource/Laura_Nuño_Gómez"	"Complutense University of Madrid"	1967
"http://dbpedia.org/resource/Jian_Ghomeshi"	"York University"	1967
"http://dbpedia.org/resource/Margaret_Cho"	"San Francisco State University"	1968
"http://dbpedia.org/resource/Norah_Vincent"	"Williams College"	1968
"http://dbpedia.org/resource/Kathleen_Hanna"	"The Evergreen State College"	1968
"http://dbpedia.org/resource/Anders_Borg"	"Uppsala University"	1968
"http://dbpedia.org/resource/Anders_Borg"	"Stockholm University"	1968
"http://dbpedia.org/resource/Juan_Battle"	"University of Michigan"	1968
"http://dbpedia.org/resource/Laraine_Herring"	"Prescott College"	1968
"http://dbpedia.org/resource/Laraine_Herring"	"Antioch University"	1968
"http://dbpedia.org/resource/Laraine_Herring"	"University of Arizona"	1968
"http://dbpedia.org/resource/Pilar_Albarracín"	"University of Seville"	1968
"http://dbpedia.org/resource/Keklik_Yücel"	"Vrije Universiteit Amsterdam"	1968
"http://dbpedia.org/resource/Marine_Le_Pen"	"Master of Advanced Studies"	1968
"http://dbpedia.org/resource/Marine_Le_Pen"	"Panthéon-Assas University"	1968
"http://dbpedia.org/resource/Rachel_Kushner"	"University of California, Berkeley"	1968
"http://dbpedia.org/resource/Rachel_Kushner"	"Columbia University"	1968
"http://dbpedia.org/resource/Anniken_Huitfeldt"	"University of Oslo"	1969
"http://dbpedia.org/resource/Ayaan_Hirsi_Ali"	"Leiden University"	1969
"http://dbpedia.org/resource/Anniken_Huitfeldt"	"London School of Economics"	1969
"http://dbpedia.org/resource/Sara_Ahmed"	"Cardiff University"	1969
"http://dbpedia.org/resource/Sara_Ahmed"	"University of Adelaide"	1969
"http://dbpedia.org/resource/John_Scalzi"	"University of Chicago"	1969
"http://dbpedia.org/resource/Julie_Delpy"	"New York University"	1969
"http://dbpedia.org/resource/Rebecca_Walker"	"Yale University"	1969
"http://dbpedia.org/resource/Qiu_Miaojin"	"Taipei First Girls' High School"	1969
"http://dbpedia.org/resource/Cate_Blanchett"	"National Institute of Dramatic Art"	1969
"http://dbpedia.org/resource/Qiu_Miaojin"	"National Taiwan University"	1969
"http://dbpedia.org/resource/Qiu_Miaojin"	"University of Paris VIII"	1969
"http://dbpedia.org/resource/Chyna"	"University of Tampa"	1969
"http://dbpedia.org/resource/Ed_Miliband"	"Corpus Christi College, Oxford"	1969
"http://dbpedia.org/resource/Ed_Miliband"	"London School of Economics"	1969
"http://dbpedia.org/resource/Michelle_Murphy"	"University of Toronto"	1969
"http://dbpedia.org/resource/Michelle_Murphy"	"Harvard University"	1969
"http://dbpedia.org/resource/Naomi_Klein"	"University of Toronto"	1970
"http://dbpedia.org/resource/Élisabeth_Moreno"	"University of Mannheim"	1970
"http://dbpedia.org/resource/Élisabeth_Moreno"	"ESSEC Business School"	1970
"http://dbpedia.org/resource/Simone_Tebet"	"Federal University of Rio de Janeiro"	1970
"http://dbpedia.org/resource/Élisabeth_Moreno"	"Paris-Est Créteil University"	1970
"http://dbpedia.org/resource/Simone_Tebet"	"Bachelor of Science in Law"	1970
"http://dbpedia.org/resource/Gifty_Anti"	"Ghana Institute of Journalism"	1970
"http://dbpedia.org/resource/Simone_Tebet"	"Pontifical Catholic University of São Paulo"	1970
"http://dbpedia.org/resource/Gifty_Anti"	"Mfantsiman Girls Secondary School"	1970
"http://dbpedia.org/resource/Nicola_Sturgeon"	"University of Glasgow"	1970
"http://dbpedia.org/resource/Jess_Dobkin"	"Rutgers University"	1970
"http://dbpedia.org/resource/Jess_Dobkin"	"Oberlin College"	1970
"http://dbpedia.org/resource/Sara_Kaya"	"Anadolu University"	1970
"http://dbpedia.org/resource/Betty_Makoni"	"University of Zimbabwe"	1971
"http://dbpedia.org/resource/María_del_Carmen_Pérez_Cuadra"	"Central American University (Managua)"	1971
"http://dbpedia.org/resource/Antígona_Segura"	"Universidad Autónoma de San Luis Potosí"	1971
"http://dbpedia.org/resource/Antígona_Segura"	"Universidad Nacional Autónoma de México"	1971
"http://dbpedia.org/resource/Louise_Mensch"	"Christ Church, Oxford"	1971
"http://dbpedia.org/resource/Amy_Poehler"	"Boston College"	1971
"http://dbpedia.org/resource/Jenni_Konner"	"Sarah Lawrence College"	1971
"http://dbpedia.org/resource/Idina_Menzel"	"NYU Tisch School of the Arts"	1971
"http://dbpedia.org/resource/Ulrike_Müller_(artist)"	"Academy of Fine Arts Vienna"	1971
"http://dbpedia.org/resource/Sithara_S."	"University of Calicut"	1972
"http://dbpedia.org/resource/Anna_Span"	"Central Saint Martins"	1972
"http://dbpedia.org/resource/Mandakranta_Sen"	"Lady Brabourne College"	1972
"http://dbpedia.org/resource/Philip_Davies"	"University of Huddersfield"	1972
"http://dbpedia.org/resource/Clémentine_Autain"	"Paris 8 University Vincennes-Saint-Denis"	1973
"http://dbpedia.org/resource/Cristina_Ali_Farah"	"La Sapienza University"	1973
"http://dbpedia.org/resource/Carrie_Brownstein"	"Western Washington University"	1974
"http://dbpedia.org/resource/Carrie_Brownstein"	"The Evergreen State College"	1974
"http://dbpedia.org/resource/Agnès_Pannier-Runacher"	"Sciences Po"	1974
"http://dbpedia.org/resource/Agnès_Pannier-Runacher"	"École nationale d'administration"	1974
"http://dbpedia.org/resource/Agnès_Pannier-Runacher"	"HEC Paris"	1974
"http://dbpedia.org/resource/Sebahat_Tuncel"	"Mersin University"	1975
"http://dbpedia.org/resource/Jobeda_Ali"	"Tower Hamlets College"	1975
"http://dbpedia.org/resource/Jobeda_Ali"	"Trinity College, Cambridge"	1975
"http://dbpedia.org/resource/Tara_Buck"	"American Academy of Dramatic Arts"	1975
"http://dbpedia.org/resource/Monica_Geingos"	"University of Namibia"	1976
"http://dbpedia.org/resource/Benedict_Cumberbatch"	"University of Manchester"	1976
"http://dbpedia.org/resource/Benedict_Cumberbatch"	"London Academy of Music and Dramatic Art"	1976
"http://dbpedia.org/resource/Zakia_Khattabi"	"Université libre de Bruxelles"	1976
"http://dbpedia.org/resource/Mequitta_Ahuja"	"Hampshire College"	1976
"http://dbpedia.org/resource/Orna_Donath"	"Tel Aviv University"	1976
"http://dbpedia.org/resource/Chimamanda_Ngozi_Adichie"	"Johns Hopkins University"	1977
"http://dbpedia.org/resource/Chimamanda_Ngozi_Adichie"	"Eastern Connecticut State University"	1977
"http://dbpedia.org/resource/John_Green"	"Kenyon College"	1977
"http://dbpedia.org/resource/Amanda_Marcotte"	"St. Edward's University"	1977
"http://dbpedia.org/resource/Chimamanda_Ngozi_Adichie"	"Yale University"	1977
"http://dbpedia.org/resource/Tulay_Hatımoğulları_Oruç"	"Anadolu University"	1977
"http://dbpedia.org/resource/Jaqueline_Jesus"	"University of Brasília"	1978
"http://dbpedia.org/resource/Sarah_MacLean"	"Smith College"	1978
"http://dbpedia.org/resource/Sarah_MacLean"	"Harvard University"	1978
"http://dbpedia.org/resource/Waleed_Aly"	"University of Melbourne"	1978
"http://dbpedia.org/resource/Waleed_Aly"	"Monash University"	1978
"http://dbpedia.org/resource/Aron_Flam"	"Stockholm University"	1978
"http://dbpedia.org/resource/Sara_Bareilles"	"University of California, Los Angeles"	1979
"http://dbpedia.org/resource/Victoria_Bateman"	"University of Cambridge"	1979
"http://dbpedia.org/resource/Victoria_Bateman"	"University of Oxford"	1979
"http://dbpedia.org/resource/Victoria_Bateman"	"Saddleworth School"	1979
"http://dbpedia.org/resource/Victoria_Bateman"	"Oldham Sixth Form College"	1979
"http://dbpedia.org/resource/Roosh_V"	"University of Maryland"	1979
"http://dbpedia.org/resource/Genevieve_Nnaji"	"University of Lagos"	1979
"http://dbpedia.org/resource/Douglas_Murray_(author)"	"Magdalen College, Oxford"	1979
"http://dbpedia.org/resource/Jincey_Lumpkin"	"Florida Coastal School of Law"	1979
"http://dbpedia.org/resource/Marielle_Franco"	"Fluminense Federal University"	1979
"http://dbpedia.org/resource/Marielle_Franco"	"Pontifical Catholic University of Rio de Janeiro"	1979
"http://dbpedia.org/resource/Gavin_Newlands"	"James Watt College"	1980
"http://dbpedia.org/resource/Tamika_Mallory"	"The College of New Rochelle"	1980
"http://dbpedia.org/resource/Rebecca_Watson"	"Boston University"	1980
"http://dbpedia.org/resource/Cameron_Esposito"	"Boston College"	1981
"http://dbpedia.org/resource/Holly_Smale"	"University of Bristol"	1981
"http://dbpedia.org/resource/Tom_Hiddleston"	"Royal Academy of Dramatic Art"	1981
"http://dbpedia.org/resource/Tom_Hiddleston"	"Pembroke College, Cambridge"	1981
"http://dbpedia.org/resource/Diana_Fleischman"	"University of Texas at Austin"	1981
"http://dbpedia.org/resource/Ortal_Ben_Dayan"	"Hebrew University of Jerusalem"	1981
"http://dbpedia.org/resource/River_Butcher"	"University of Akron"	1982
"http://dbpedia.org/resource/Deloris_Frimpong_Manso"	"Aburi Girls' Senior High School"	1982
"http://dbpedia.org/resource/Deloris_Frimpong_Manso"	"Methodist University College Ghana"	1982
"http://dbpedia.org/resource/Zoe_Strimpel"	"University of Sussex"	1982
"http://dbpedia.org/resource/Zoe_Strimpel"	"Jesus College, Cambridge"	1982
"http://dbpedia.org/resource/Zoe_Strimpel"	"Wolfson College, Cambridge"	1982
"http://dbpedia.org/resource/Kawa_Ada"	"Boston Conservatory"	1982
"http://dbpedia.org/resource/Holly_Lawford-Smith"	"University of Otago"	1982
"http://dbpedia.org/resource/Holly_Lawford-Smith"	"Australian National University"	1982
"http://dbpedia.org/resource/Tourmaline_(activist)"	"Columbia University"	1983
"http://dbpedia.org/resource/Helen_Lewis_(journalist)"	"St Peter's College, Oxford"	1983
"http://dbpedia.org/resource/Helen_Lewis_(journalist)"	"City University London"	1983
"http://dbpedia.org/resource/Luise_Amtsberg"	"University of Kiel"	1984
"http://dbpedia.org/resource/Kalki_Koechlin"	"Goldsmiths, University of London"	1984
"http://dbpedia.org/resource/Beth_Behrs"	"UCLA School of Theater, Film and Television"	1985
"http://dbpedia.org/resource/Agnes_Janich"	"School of Visual Arts"	1985
"http://dbpedia.org/resource/Agnes_Janich"	"New York City"	1985
"http://dbpedia.org/resource/Jadesola_Osiberu"	"University of Manchester"	1985
"http://dbpedia.org/resource/Lana_Del_Rey"	"Fordham University"	1985
"http://dbpedia.org/resource/Jadesola_Osiberu"	"Pan-Atlantic University"	1985
"http://dbpedia.org/resource/Marion_Reimers"	"Tecnológico de Monterrey"	1985
"http://dbpedia.org/resource/Marion_Reimers"	"Universidad Torcuato Di Tella"	1985
"http://dbpedia.org/resource/Matt_McGorry"	"Emerson College"	1986
"http://dbpedia.org/resource/Lena_Dunham"	"Oberlin College"	1986
"http://dbpedia.org/resource/Elaine_Welteroth"	"California State University-Sacramento"	1986
"http://dbpedia.org/resource/Fern_Riddell"	"Royal Holloway, University of London"	1986
"http://dbpedia.org/resource/Cédric_Wermuth"	"University of Zurich"	1986
"http://dbpedia.org/resource/Laurie_Penny"	"Wadham College, Oxford"	1986
"http://dbpedia.org/resource/Laura_Bates"	"St John's College, Cambridge"	1986
"http://dbpedia.org/resource/Kirthi_Jayakumar"	"University for Peace"	1987
"http://dbpedia.org/resource/Kirthi_Jayakumar"	"Coventry University"	1987
"http://dbpedia.org/resource/Vero_Rodríguez"	"Universidad Iberoamericana"	1987
"http://dbpedia.org/resource/Paulita_Pappel"	"Free University of Berlin"	1987
"http://dbpedia.org/resource/Miao_Poya"	"National Taiwan University"	1987
"http://dbpedia.org/resource/Gael_Yeomans"	"University of Chile"	1988
"http://dbpedia.org/resource/Shon_Faye"	"University of Oxford"	1988
"http://dbpedia.org/resource/Alicia_Vikander"	"School of American Ballet"	1988
"http://dbpedia.org/resource/Alicia_Vikander"	"Royal Swedish Ballet"	1988
"http://dbpedia.org/resource/Adele"	"BRIT School"	1988
"http://dbpedia.org/resource/Loujain_al-Hathloul"	"University of British Columbia"	1989
"http://dbpedia.org/resource/Alaa_Murabit"	"London School of Economics and Political Science"	1989
"http://dbpedia.org/resource/Alaa_Murabit"	"Al Zawiya University"	1989
