"fk_personne","nom","annee_nais","fk_uni","universite"
http://www.wikidata.org/entity/Q16015983,Nishit Saran,1977,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q16194038,J. Michael Durnil,1961,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q4934617,Bobbi Sykes,1943,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q5163556,Constance L. Rice,1956,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q5213944,Dan Massey,1942,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q6082834,Aykan Erdemir,1974,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q6128067,James A. Corbett,1933,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q123884823,Daniela Ruiz,1984,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q2120355,Ray McGovern,1939,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q2263705,Paul Farmer,1959,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q2389193,Shereen Usdin,1962,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q2478543,Corliss Lamont,1902,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q2493058,Gregory Stanton,1950,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q16231339,Hanna Jaff,1986,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q2915379,Rebecca MacKinnon,1969,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q3181851,John Kamm,1953,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q16971683,Augustus Granville Dill,1881,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q109608892,Petra Gelbart,1978,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q28700728,Lionel Rosenblatt,1943,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q108865069,Li Shiu Tong,1907,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q98324697,Emily Josephine Leonard,1837,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q84601657,Margot Badran,1936,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q7363616,Ron Castan,1939,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q112049033,Buzz Alexander,1938,http://www.wikidata.org/entity/Q13371,Harvard University
http://www.wikidata.org/entity/Q5386557,Eric Garcetti,1971,http://www.wikidata.org/entity/Q5676252,Harvard-Westlake School
http://www.wikidata.org/entity/Q1568145,Hafsat Abiola,1974,http://www.wikidata.org/entity/Q579611,Haverford College
http://www.wikidata.org/entity/Q65551893,Kenyon Farrow,1974,http://www.wikidata.org/entity/Q5684929,Hawken School
http://www.wikidata.org/entity/Q6793005,Maurice Davis,1921,http://www.wikidata.org/entity/Q1526305,Hebrew Union College – Jewish Institute of Religion – Cincinnati
http://www.wikidata.org/entity/Q6909440,Anat Hoffman,1954,http://www.wikidata.org/entity/Q2975861,Hebrew University Secondary School
http://www.wikidata.org/entity/Q30005040,Ketzia Alon,1971,http://www.wikidata.org/entity/Q2975861,Hebrew University Secondary School
http://www.wikidata.org/entity/Q68126,Felicia Langer,1930,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q267335,Shulamit Aloni,1928,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q3818052,Tamar Zandberg,1976,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q6616804,Nadera Shalhoub-Kevorkian,1960,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q47507930,Q47507930,1983,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q658086,Aryeh Eliav,1921,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q25492085,Michal Sela,1963,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q2580818,Chana Safrai,1946,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q5762972,Hillel Neuer,1970,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q5236142,David Kretzmer,1943,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q28605787,Iris Rachamimov,1964,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q104376898,Minny Mock-Degen,1945,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q30005040,Ketzia Alon,1971,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q97728174,Menachem Klein,1951,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q22947815,Amiel Vardi,1955,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q6867127,Noa Sattath,1977,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q7051720,Ishai Menuchin,1958,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q467354,Tzvia Greenfeld,1945,http://www.wikidata.org/entity/Q174158,Hebrew University of Jerusalem
http://www.wikidata.org/entity/Q943567,Paul Goodman,1911,http://www.wikidata.org/entity/Q16147904,Hebrew school
http://www.wikidata.org/entity/Q90817207,Tadzio Müller,1976,http://www.wikidata.org/entity/Q151510,Heidelberg University
http://www.wikidata.org/entity/Q57592,Magnus Hirschfeld,1868,http://www.wikidata.org/entity/Q151510,Heidelberg University
http://www.wikidata.org/entity/Q827721,Bertha Kipfmüller,1861,http://www.wikidata.org/entity/Q151510,Heidelberg University
http://www.wikidata.org/entity/Q158060,W. E. B. Du Bois,1868,http://www.wikidata.org/entity/Q151510,Heidelberg University
http://www.wikidata.org/entity/Q1795535,Käthe Leichter,1895,http://www.wikidata.org/entity/Q151510,Heidelberg University
http://www.wikidata.org/entity/Q28819125,Gabriele Raether,1947,http://www.wikidata.org/entity/Q151510,Heidelberg University
http://www.wikidata.org/entity/Q106642198,Dora Edinger,1890,http://www.wikidata.org/entity/Q151510,Heidelberg University
http://www.wikidata.org/entity/Q50824418,Line Bareiro,1950,http://www.wikidata.org/entity/Q151510,Heidelberg University
http://www.wikidata.org/entity/Q21016998,Chiu Hsien-chih,1976,http://www.wikidata.org/entity/Q151510,Heidelberg University
http://www.wikidata.org/entity/Q1659501,Klaus Lederer,1974,http://www.wikidata.org/entity/Q1596424,Heinrich-Hertz-Gymnasium
http://www.wikidata.org/entity/Q2217810,Sophie Redmond,1907,http://www.wikidata.org/entity/Q56612636,Hendrikschool
http://www.wikidata.org/entity/Q482907,Bryan Adams,1959,http://www.wikidata.org/entity/Q5726151,Henry Munro Middle School
http://www.wikidata.org/entity/Q2639039,Candis Cayne,1971,http://www.wikidata.org/entity/Q5726901,Henry Perrine Baldwin High School
http://www.wikidata.org/entity/Q62173,Sabine Leutheusser-Schnarrenberger,1951,http://www.wikidata.org/entity/Q15114678,Herder-Gymnasium Minden
http://www.wikidata.org/entity/Q2263705,Paul Farmer,1959,http://www.wikidata.org/entity/Q5742223,Hernando High School
http://www.wikidata.org/entity/Q5271147,Diana E. H. Russell,1938,http://www.wikidata.org/entity/Q5744282,Herschel Girls' School
http://www.wikidata.org/entity/Q53433,Boris Pustyntsev,1935,http://www.wikidata.org/entity/Q323681,Herzen University
http://www.wikidata.org/entity/Q4236740,Igor Kochetkov,1970,http://www.wikidata.org/entity/Q323681,Herzen University
http://www.wikidata.org/entity/Q4390954,Petr Aleksandrovich Raush,1963,http://www.wikidata.org/entity/Q323681,Herzen University
http://www.wikidata.org/entity/Q318130,Wei Jingsheng,1950,http://www.wikidata.org/entity/Q10872854,High School Affiliated to Renmin University of China
http://www.wikidata.org/entity/Q41617,Liu Xiaobo,1955,http://www.wikidata.org/entity/Q5756469,High School Attached to Northeast Normal University
http://www.wikidata.org/entity/Q236950,Erica Jong,1942,http://www.wikidata.org/entity/Q7739610,High School of Music & Art
http://www.wikidata.org/entity/Q111981583,Sandra de las Lajas Torres,1969,http://www.wikidata.org/entity/Q5838876,High School of Public Administration of Colombia. (ESAP)
http://www.wikidata.org/entity/Q115331072,Ahlem Arfaoui Tartir,1979,http://www.wikidata.org/entity/Q22931737,Higher Institute of Management of Tunis
http://www.wikidata.org/entity/Q7036815,Nila Heredia,1943,http://www.wikidata.org/entity/Q3290454,Higher University of San Andrés
http://www.wikidata.org/entity/Q16737718,Kalliopē A. Kechagia,1839,http://www.wikidata.org/entity/Q28230053,Hill Memorial School
http://www.wikidata.org/entity/Q5920050,Howard Junior Brown,1924,http://www.wikidata.org/entity/Q5769100,Hiram College
http://www.wikidata.org/entity/Q26707143,Virginia Fraser,1928,http://www.wikidata.org/entity/Q5769100,Hiram College
http://www.wikidata.org/entity/Q25442343,Mykhailo Melnyk,1944,http://www.wikidata.org/entity/Q56709587,Historical Department of the National University of Kyiv
http://www.wikidata.org/entity/Q710363,Feng Zhenghu,1954,http://www.wikidata.org/entity/Q204626,Hitotsubashi University
http://www.wikidata.org/entity/Q51167078,Gon Matsunaka,1976,http://www.wikidata.org/entity/Q204626,Hitotsubashi University
http://www.wikidata.org/entity/Q38276048,Kazuyuki Azusawa,1943,http://www.wikidata.org/entity/Q204626,Hitotsubashi University
http://www.wikidata.org/entity/Q109566227,Lương Thế Huy,1988,http://www.wikidata.org/entity/Q5874003,Ho Chi Minh City University of Law
http://www.wikidata.org/entity/Q10829307,Trần Huỳnh Duy Thức,1966,http://www.wikidata.org/entity/Q3101701,Ho Chi Minh City University of Technology
http://www.wikidata.org/entity/Q62942,Rosa von Praunheim,1942,http://www.wikidata.org/entity/Q1622179,Hochschule für Gestaltung Offenbach
http://www.wikidata.org/entity/Q125417462,Robert E. Penn,1948,http://www.wikidata.org/entity/Q1622237,Hochschule für bildende Künste Hamburg
http://www.wikidata.org/entity/Q237654,Lisa Loeb,1968,http://www.wikidata.org/entity/Q5875496,Hockaday School
http://www.wikidata.org/entity/Q271931,Marilyn French,1929,http://www.wikidata.org/entity/Q1623314,Hofstra University
http://www.wikidata.org/entity/Q64875991,Janet Weinberg,1955,http://www.wikidata.org/entity/Q1623314,Hofstra University
http://www.wikidata.org/entity/Q11543401,Shigeru Yokota,1932,http://www.wikidata.org/entity/Q5878116,Hokkaido Sapporo Minami High School
http://www.wikidata.org/entity/Q11635655,Yasunobu Akasugi,1975,http://www.wikidata.org/entity/Q1057199,Hokkaido University
http://www.wikidata.org/entity/Q7705296,Teruaki Masumoto,1955,http://www.wikidata.org/entity/Q1057199,Hokkaido University
http://www.wikidata.org/entity/Q15622207,Paris Lees,1986,http://www.wikidata.org/entity/Q5880197,Holgate Academy
http://www.wikidata.org/entity/Q6851008,Mildred Persinger,1918,http://www.wikidata.org/entity/Q12060410,Hollins University
http://www.wikidata.org/entity/Q55994,Mike Farrell,1939,http://www.wikidata.org/entity/Q5882770,Hollywood High School
http://www.wikidata.org/entity/Q20810423,Anna Bossman,1957,http://www.wikidata.org/entity/Q16733633,"Holy Child High School, Ghana"
http://www.wikidata.org/entity/Q18685010,Ann-Kio Briggs,1952,http://www.wikidata.org/entity/Q25091696,Holy Rosary College
http://www.wikidata.org/entity/Q5372172,Emily Frost Phipps,1865,http://www.wikidata.org/entity/Q741880,Homerton College
http://www.wikidata.org/entity/Q78911542,Micky Lee,1975,http://www.wikidata.org/entity/Q603686,Hong Kong Baptist University
http://www.wikidata.org/entity/Q5297930,Doris Fleischman,1891,http://www.wikidata.org/entity/Q5901972,Horace Mann School
http://www.wikidata.org/entity/Q959635,Andrew Young,1932,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q351903,Oliver Hill,1907,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q16138658,Kanitha Wichiencharoen,1920,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q1931121,Michele Wallace,1952,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q444106,Patricia Harris,1924,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q16205581,Darlene Nipper,1966,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q5271535,Diane Nash,1938,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q119856937,ABilly S. Jones-Hennin,1942,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q110763364,Jaimee Swift,1990,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q2657898,Kenneth Clark,1914,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q20085770,Rachel Dolezal,1977,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q7154879,Pauli Murray,1910,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q509860,Stokely Carmichael,1941,http://www.wikidata.org/entity/Q1068752,Howard University
http://www.wikidata.org/entity/Q351903,Oliver Hill,1907,http://www.wikidata.org/entity/Q5921126,Howard University School of Law
http://www.wikidata.org/entity/Q49561519,J. Charles Jones,1937,http://www.wikidata.org/entity/Q5921126,Howard University School of Law
http://www.wikidata.org/entity/Q7154879,Pauli Murray,1910,http://www.wikidata.org/entity/Q5921126,Howard University School of Law
http://www.wikidata.org/entity/Q16120410,Mandy Carter,1948,http://www.wikidata.org/entity/Q5928989,Hudson Valley Community College
http://www.wikidata.org/entity/Q70950,Marie-Elisabeth Lüders,1878,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q106209,Alice Salomon,1872,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q160456,Angela Davis,1944,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q57592,Magnus Hirschfeld,1868,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q60318,Karl Heinrich Ulrichs,1825,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q158060,W. E. B. Du Bois,1868,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q1357018,Raoul Peck,1953,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q7916642,Vasile Stroiescu,1845,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q1659501,Klaus Lederer,1974,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q5394929,Ernst Borinski,1901,http://www.wikidata.org/entity/Q152087,Humboldt University of Berlin
http://www.wikidata.org/entity/Q3295771,Calpernia Addams,1971,http://www.wikidata.org/entity/Q5940564,Hume-Fogg High School
http://www.wikidata.org/entity/Q7682658,Tang Baiqiao,1967,http://www.wikidata.org/entity/Q5942027,Hunan Normal University
http://www.wikidata.org/entity/Q8932397,Chen Pokong,1963,http://www.wikidata.org/entity/Q649868,Hunan University
http://www.wikidata.org/entity/Q463319,Audre Lorde,1934,http://www.wikidata.org/entity/Q1446181,Hunter College
http://www.wikidata.org/entity/Q7492342,Sheela Lambert,1956,http://www.wikidata.org/entity/Q1446181,Hunter College
http://www.wikidata.org/entity/Q340046,Roya Hakakian,1966,http://www.wikidata.org/entity/Q1446181,Hunter College
http://www.wikidata.org/entity/Q5460648,Florence Howe,1929,http://www.wikidata.org/entity/Q1446181,Hunter College
http://www.wikidata.org/entity/Q114769687,Rachel Erlanger,1923,http://www.wikidata.org/entity/Q1446181,Hunter College
http://www.wikidata.org/entity/Q106603244,Alicia Baro,1918,http://www.wikidata.org/entity/Q1446181,Hunter College
http://www.wikidata.org/entity/Q7154879,Pauli Murray,1910,http://www.wikidata.org/entity/Q1446181,Hunter College
http://www.wikidata.org/entity/Q463319,Audre Lorde,1934,http://www.wikidata.org/entity/Q5944289,Hunter College High School
http://www.wikidata.org/entity/Q5460648,Florence Howe,1929,http://www.wikidata.org/entity/Q5944289,Hunter College High School
http://www.wikidata.org/entity/Q114769687,Rachel Erlanger,1923,http://www.wikidata.org/entity/Q5944289,Hunter College High School
http://www.wikidata.org/entity/Q3355,Amelia Earhart,1897,http://www.wikidata.org/entity/Q5953653,Hyde Park Academy High School
http://www.wikidata.org/entity/Q5271535,Diane Nash,1938,http://www.wikidata.org/entity/Q5953653,Hyde Park Academy High School
http://www.wikidata.org/entity/Q1856944,Robert Drinan,1920,http://www.wikidata.org/entity/Q14715609,Hyde Park High School
http://www.wikidata.org/entity/Q4767613,Anna Whitlock,1852,http://www.wikidata.org/entity/Q10532337,Högre lärarinneseminariet
http://www.wikidata.org/entity/Q4960107,Thyra Kullgren,1870,http://www.wikidata.org/entity/Q10532337,Högre lärarinneseminariet
http://www.wikidata.org/entity/Q123906197,Marek Szolc,1992,http://www.wikidata.org/entity/Q9296651,I Liceum Ogólnokształcące in Łódź
http://www.wikidata.org/entity/Q625810,Alexandr Podrabinek,1953,http://www.wikidata.org/entity/Q1962613,I.M. Sechenov First Moscow State Medical University
http://www.wikidata.org/entity/Q55664084,Pinkhos Podrabinek,1918,http://www.wikidata.org/entity/Q1962613,I.M. Sechenov First Moscow State Medical University
http://www.wikidata.org/entity/Q105759914,Aicha Duihi,1990,http://www.wikidata.org/entity/Q3151902,IAE de Poitiers
http://www.wikidata.org/entity/Q15040884,David Batstone,1958,http://www.wikidata.org/entity/Q4288182,IBTS
http://www.wikidata.org/entity/Q102271381,Uyaiedu Ikpe-Etim,1989,http://www.wikidata.org/entity/Q176667,IIE MSA
http://www.wikidata.org/entity/Q5145141,Colin Gonsalves,1952,http://www.wikidata.org/entity/Q1661242,IIT Bombay
http://www.wikidata.org/entity/Q63974615,Akhtar Khan,1983,http://www.wikidata.org/entity/Q15983147,IMSciences
http://www.wikidata.org/entity/Q6726209,Madalena Barbosa,1942,http://www.wikidata.org/entity/Q2886844,ISCTE – Lisbon University Institute
http://www.wikidata.org/entity/Q17022960,Zinha Vaz,1952,http://www.wikidata.org/entity/Q2886844,ISCTE – Lisbon University Institute
http://www.wikidata.org/entity/Q28522609,Claire Serre Combe,1983,http://www.wikidata.org/entity/Q3152693,IUT2 Grenoble
http://www.wikidata.org/entity/Q28083528,Elena Urrutia,1932,http://www.wikidata.org/entity/Q689462,Ibero-American University
http://www.wikidata.org/entity/Q61861060,Paula Soto Maldonado,1976,http://www.wikidata.org/entity/Q689462,Ibero-American University
http://www.wikidata.org/entity/Q149489,Jacob M. Appel,1973,http://www.wikidata.org/entity/Q1950740,Icahn School of Medicine at Mount Sinai
http://www.wikidata.org/entity/Q13234274,Diane Anderson-Minshall,1968,http://www.wikidata.org/entity/Q1656608,Idaho State University
http://www.wikidata.org/entity/Q19875807,Vivian Lynn,1931,http://www.wikidata.org/entity/Q5996980,Ilam School of Fine Arts
http://www.wikidata.org/entity/Q75839706,Rhiana Gunn-Wright,1988,http://www.wikidata.org/entity/Q5999555,Illinois Mathematics and Science Academy
http://www.wikidata.org/entity/Q3473402,Sarah Mkhonza,1957,http://www.wikidata.org/entity/Q558922,Illinois State University
http://www.wikidata.org/entity/Q15040884,David Batstone,1958,http://www.wikidata.org/entity/Q14687600,Illinois Valley Central High School
http://www.wikidata.org/entity/Q23007555,Charlene Carruthers,1985,http://www.wikidata.org/entity/Q2159219,Illinois Wesleyan University
http://www.wikidata.org/entity/Q4967771,Narges Mohammadi,1972,http://www.wikidata.org/entity/Q3086568,Imam Khomeini International University
http://www.wikidata.org/entity/Q4665660,Abdul Rahman al-Lahim,1971,http://www.wikidata.org/entity/Q3716653,Imam Muhammad ibn Saud Islamic University
http://www.wikidata.org/entity/Q111370029,Ali Latifiyan,1968,http://www.wikidata.org/entity/Q6003101,Imam Sadiq University
http://www.wikidata.org/entity/Q4280749,Ivan Ivanovich Manukhin,1882,http://www.wikidata.org/entity/Q38178366,Imperial Academy of Medical Surgery
http://www.wikidata.org/entity/Q152441,Janusz Korczak,1878,http://www.wikidata.org/entity/Q28667128,Imperial University of Warsaw
http://www.wikidata.org/entity/Q3518417,Mallika Sarabhai,1954,http://www.wikidata.org/entity/Q46027,Indian Institute of Management Ahmedabad
http://www.wikidata.org/entity/Q27493807,Mukul Sinha,1951,http://www.wikidata.org/entity/Q782682,Indian Institute of Technology Kanpur
http://www.wikidata.org/entity/Q8969827,Josephine Ho,1951,http://www.wikidata.org/entity/Q6608367,Indiana University
http://www.wikidata.org/entity/Q16014958,Emily Wheelock Reed,1910,http://www.wikidata.org/entity/Q6608367,Indiana University
http://www.wikidata.org/entity/Q6891936,Mohammad Fahad al-Qahtani,1965,http://www.wikidata.org/entity/Q6608367,Indiana University
http://www.wikidata.org/entity/Q6502596,Laverne Cox,1972,http://www.wikidata.org/entity/Q1079140,Indiana University Bloomington
http://www.wikidata.org/entity/Q464057,Elliot Sperling,1951,http://www.wikidata.org/entity/Q1079140,Indiana University Bloomington
http://www.wikidata.org/entity/Q79229041,Jewher Ilham,1995,http://www.wikidata.org/entity/Q1079140,Indiana University Bloomington
http://www.wikidata.org/entity/Q123982242,Iván Darío Prada,1992,http://www.wikidata.org/entity/Q1053303,Industrial University of Santander
http://www.wikidata.org/entity/Q11321198,Togochog Enhebatu,1972,http://www.wikidata.org/entity/Q834458,Inner Mongolia University
http://www.wikidata.org/entity/Q213122,Betty Ford,1918,http://www.wikidata.org/entity/Q5061185,Innovation Central High School
http://www.wikidata.org/entity/Q64627129,Laetitia Ky,1996,http://www.wikidata.org/entity/Q3152449,Institut National Polytechnique Félix Houphouët-Boigny
http://www.wikidata.org/entity/Q28952240,Silvia Casalino,1971,http://www.wikidata.org/entity/Q155446,Institut Supérieur de l'Aéronautique et de l'Espace
http://www.wikidata.org/entity/Q104247071,Cornelia Glèlè,1997,http://www.wikidata.org/entity/Q71432906,Institut Supérieur des Métiers de l’Audiovisuel
http://www.wikidata.org/entity/Q28522609,Claire Serre Combe,1983,http://www.wikidata.org/entity/Q2253344,Institut d'études politiques de Lyon
http://www.wikidata.org/entity/Q21004576,Lauren Bastide,1980,http://www.wikidata.org/entity/Q3151967,Institut d'études politiques de Strasbourg
http://www.wikidata.org/entity/Q28522609,Claire Serre Combe,1983,http://www.wikidata.org/entity/Q3151967,Institut d'études politiques de Strasbourg
http://www.wikidata.org/entity/Q62697280,Rebecca Amsellem,1988,http://www.wikidata.org/entity/Q1664755,Institut d'études politiques de Toulouse
http://www.wikidata.org/entity/Q102271200,Albert Donaire Malagelada,1987,http://www.wikidata.org/entity/Q11926745,Institut de Seguretat Pública de Catalunya
http://www.wikidata.org/entity/Q113163451,Júlia Barceló,1985,http://www.wikidata.org/entity/Q5945760,Institut del Teatre
http://www.wikidata.org/entity/Q2845696,Anaïs Barbeau-Lavalette,1979,http://www.wikidata.org/entity/Q3152392,Institut national de l'image et du son
http://www.wikidata.org/entity/Q23809742,Maya Surduts,1937,http://www.wikidata.org/entity/Q1430113,Institut national des langues et civilisations orientales
http://www.wikidata.org/entity/Q1793397,Raisa Orlova,1918,http://www.wikidata.org/entity/Q4304155,"Institute for Philosophie, Literature and History in Moscow"
http://www.wikidata.org/entity/Q1280936,Yuri Orlov,1924,http://www.wikidata.org/entity/Q1487403,Institute for Theoretical and Experimental Physics
http://www.wikidata.org/entity/Q439564,María Corina perra,1967,http://www.wikidata.org/entity/Q2885018,Institute of Advanced Studies in Administration
http://www.wikidata.org/entity/Q292180,Joy Harjo,1951,http://www.wikidata.org/entity/Q4201524,Institute of American Indian Arts
http://www.wikidata.org/entity/Q34059010,Barbara May Cameron,1954,http://www.wikidata.org/entity/Q4201524,Institute of American Indian Arts
http://www.wikidata.org/entity/Q22137747,Dmytro Natalukha,1987,http://www.wikidata.org/entity/Q12074635,Institute of International Relations of Taras Shevchenko National University of Kyiv
http://www.wikidata.org/entity/Q113463148,Heidi Saadiya,1999,http://www.wikidata.org/entity/Q113495870,"Institute of Journalism, Thiruvananthapuram"
http://www.wikidata.org/entity/Q116940063,Iza Moczarna-Pasiek,1972,http://www.wikidata.org/entity/Q11712953,Institute of Literary Research
http://www.wikidata.org/entity/Q118263,Ales Bialiatski,1962,http://www.wikidata.org/entity/Q17047420,Institute of Literature of the National Academy of Sciences of Belarus
http://www.wikidata.org/entity/Q4070508,Armen Harutyunyan,1964,http://www.wikidata.org/entity/Q4201486,Institute of State and Law
http://www.wikidata.org/entity/Q17447120,Meelis Süld,1979,http://www.wikidata.org/entity/Q6040948,Institute of Theology of the Estonian Evangelical Lutheran Church
http://www.wikidata.org/entity/Q30331332,Elizabeth Lira,1944,http://www.wikidata.org/entity/Q108386944,Instituto Latinoamericano de Doctrina y Estudios Sociales
http://www.wikidata.org/entity/Q11686373,Juan Bustos,1935,http://www.wikidata.org/entity/Q2422271,Instituto Nacional General José Miguel Carrera
http://www.wikidata.org/entity/Q105798611,Minerva Valenzuela,1976,http://www.wikidata.org/entity/Q1665209,Instituto Nacional de Bellas Artes y Literatura
http://www.wikidata.org/entity/Q102225816,Jorge Adrian Beloqui,1949,http://www.wikidata.org/entity/Q904687,Instituto Nacional de Matemática Pura e Aplicada
http://www.wikidata.org/entity/Q432239,Pedro Lemebel,1952,http://www.wikidata.org/entity/Q5917653,Instituto Pedagógico
http://www.wikidata.org/entity/Q4739670,Amanda Labarca,1886,http://www.wikidata.org/entity/Q5917653,Instituto Pedagógico
http://www.wikidata.org/entity/Q7937809,Viviana Díaz,1950,http://www.wikidata.org/entity/Q5917653,Instituto Pedagógico
http://www.wikidata.org/entity/Q55243536,Alieda Verhoeven,1938,http://www.wikidata.org/entity/Q30899754,Instituto Superior Evangélico de Estudios Teológicos
http://www.wikidata.org/entity/Q17022960,Zinha Vaz,1952,http://www.wikidata.org/entity/Q6041507,Instituto Superior de Ciências Educativas
http://www.wikidata.org/entity/Q18627433,David Razú Aznar,1974,http://www.wikidata.org/entity/Q1665236,Instituto Tecnológico Autónomo de México
http://www.wikidata.org/entity/Q2893848,Pablo Simonetti,1961,http://www.wikidata.org/entity/Q5918235,"Instituto de Humanidades ""Luis Campino"""
http://www.wikidata.org/entity/Q6294241,José Zalaquett,1942,http://www.wikidata.org/entity/Q5918235,"Instituto de Humanidades ""Luis Campino"""
http://www.wikidata.org/entity/Q107724913,Marina García Burgos,1968,http://www.wikidata.org/entity/Q636942,International Center of Photography
http://www.wikidata.org/entity/Q1658622,Ilya Yashin,1983,http://www.wikidata.org/entity/Q4288523,International Independent University of Environmental and Political Sciences
http://www.wikidata.org/entity/Q25462934,Julia Suryakusuma,1954,http://www.wikidata.org/entity/Q2811679,International Institute of Social Studies
http://www.wikidata.org/entity/Q104029336,Josephine Effah-Chukwuma,1966,http://www.wikidata.org/entity/Q2811679,International Institute of Social Studies
http://www.wikidata.org/entity/Q87075505,Faiza Jama Mohamed,1958,http://www.wikidata.org/entity/Q2811679,International Institute of Social Studies
