"fk_personne","nom","annee_nais","fk_uni","universite"
http://www.wikidata.org/entity/Q6177457,Jeni Bojilova-Pateva,1878,http://www.wikidata.org/entity/Q12291455,"""Nancho Popovich"" Natural Sciences High School"
http://www.wikidata.org/entity/Q16063667,Elisabeth Møller Jensen,1946,http://www.wikidata.org/entity/Q924265,Aarhus University
http://www.wikidata.org/entity/Q62081246,Mette Kunøe,1937,http://www.wikidata.org/entity/Q924265,Aarhus University
http://www.wikidata.org/entity/Q12326772,Meta Ditzel,1910,http://www.wikidata.org/entity/Q924265,Aarhus University
http://www.wikidata.org/entity/Q21264572,Rikke Frank Jørgensen,1966,http://www.wikidata.org/entity/Q924265,Aarhus University
http://www.wikidata.org/entity/Q63197629,Marta Reina Izquiano,1970,http://www.wikidata.org/entity/Q3326342,Abat Oliba CEU University
http://www.wikidata.org/entity/Q102291424,Houda Abouz,1995,http://www.wikidata.org/entity/Q3551367,Abdelmalek Essaâdi University
http://www.wikidata.org/entity/Q106509765,Lydie Beassemda,1967,http://www.wikidata.org/entity/Q308329,Abdou Moumouni University
http://www.wikidata.org/entity/Q63974615,Akhtar Khan,1983,http://www.wikidata.org/entity/Q16057940,Abdul Wali Khan University Mardan
http://www.wikidata.org/entity/Q815046,Beko Ransome-Kuti,1940,http://www.wikidata.org/entity/Q30589924,Abeokuta Grammar School
http://www.wikidata.org/entity/Q16173072,Q16173072,1972,http://www.wikidata.org/entity/Q12077273,Academy of Advocacy of Ukraine
http://www.wikidata.org/entity/Q104173678,Božena Rothmayerová,1899,http://www.wikidata.org/entity/Q414309,"Academy of Arts, Architecture and Design in Prague"
http://www.wikidata.org/entity/Q5703629,Argentina Díaz Lozano,1909,http://www.wikidata.org/entity/Q4671553,Academy of the Holy Names
http://www.wikidata.org/entity/Q5703629,Argentina Díaz Lozano,1912,http://www.wikidata.org/entity/Q4671553,Academy of the Holy Names
http://www.wikidata.org/entity/Q12326083,Marie Luplau,1848,http://www.wikidata.org/entity/Q337454,Académie Colarossi
http://www.wikidata.org/entity/Q2158495,Marthe de Kerchove de Denterghem,1877,http://www.wikidata.org/entity/Q337480,Académie Julian
http://www.wikidata.org/entity/Q273087,Augusta Savage,1892,http://www.wikidata.org/entity/Q337504,Académie de la Grande Chaumière
http://www.wikidata.org/entity/Q61946148,An Dekker,1931,http://www.wikidata.org/entity/Q337504,Académie de la Grande Chaumière
http://www.wikidata.org/entity/Q107268386,Vilda Ciurlo,1928,http://www.wikidata.org/entity/Q2822439,Accademia Nazionale d'Arte Drammatica Silvio D'Amico
http://www.wikidata.org/entity/Q20810423,Anna Bossman,1957,http://www.wikidata.org/entity/Q4673779,Achimota School
http://www.wikidata.org/entity/Q4256751,Uladzimir Levaneuski,1986,http://www.wikidata.org/entity/Q348402,Adam Mickiewicz University in Poznań
http://www.wikidata.org/entity/Q116940063,Iza Moczarna-Pasiek,1972,http://www.wikidata.org/entity/Q348402,Adam Mickiewicz University in Poznań
http://www.wikidata.org/entity/Q16142975,Sev Ozdowski,1949,http://www.wikidata.org/entity/Q348402,Adam Mickiewicz University in Poznań
http://www.wikidata.org/entity/Q60649272,Billene Seyoum Woldeyes,1982,http://www.wikidata.org/entity/Q99286792,Addis Ababa University School of Commerce
http://www.wikidata.org/entity/Q21536592,Mary Cecil Tenison Woods,1893,http://www.wikidata.org/entity/Q7895009,Adelaide Law School
http://www.wikidata.org/entity/Q41503061,Carlos A. Nobre,1951,http://www.wikidata.org/entity/Q1317163,Aeronautics Institute of Technology
http://www.wikidata.org/entity/Q4973293,Ulla Poppius,1919,http://www.wikidata.org/entity/Q10402050,Af Chapmangymnasiet
http://www.wikidata.org/entity/Q22099742,Victoria Hsu,1972,http://www.wikidata.org/entity/Q712051,Affiliated Senior High School of National Taiwan Normal University
http://www.wikidata.org/entity/Q91503406,Ella King Russell Torrey,1925,http://www.wikidata.org/entity/Q4693064,Agnes Irwin School
http://www.wikidata.org/entity/Q97187436,Nato Shavlakadze,1966,http://www.wikidata.org/entity/Q16375275,Agricultural University of Georgia
http://www.wikidata.org/entity/Q42755244,Balghis Badri,1948,http://www.wikidata.org/entity/Q400222,Ahfad University for Women
http://www.wikidata.org/entity/Q27452260,Rachel Bakam,1982,http://www.wikidata.org/entity/Q401034,Ahmadu Bello University
http://www.wikidata.org/entity/Q115055261,Mukhtar Abdulsalam,1993,http://www.wikidata.org/entity/Q30254204,Ahmadu Bello University Teaching Hospital
http://www.wikidata.org/entity/Q4885681,Ben Freeth,1971,http://www.wikidata.org/entity/Q2827855,Aiglon College
http://www.wikidata.org/entity/Q2026844,Bruce P. Jackson,1952,http://www.wikidata.org/entity/Q2827855,Aiglon College
http://www.wikidata.org/entity/Q1391733,Farag Foda,1945,http://www.wikidata.org/entity/Q2723670,Ain Shams University
http://www.wikidata.org/entity/Q149496,Mohamed Ibrahim Mostafa,1979,http://www.wikidata.org/entity/Q2723670,Ain Shams University
http://www.wikidata.org/entity/Q149937,Wael Abbas,1974,http://www.wikidata.org/entity/Q2723670,Ain Shams University
http://www.wikidata.org/entity/Q11766308,Mahboubeh Abbasgholizadeh,1958,http://www.wikidata.org/entity/Q2723670,Ain Shams University
http://www.wikidata.org/entity/Q13141979,Fatima Naoot,1964,http://www.wikidata.org/entity/Q2723670,Ain Shams University
http://www.wikidata.org/entity/Q48973353,Basma Abdel Aziz,1976,http://www.wikidata.org/entity/Q2723670,Ain Shams University
http://www.wikidata.org/entity/Q16195523,Gamal Eid,1964,http://www.wikidata.org/entity/Q2723670,Ain Shams University
http://www.wikidata.org/entity/Q2848963,Andrée Michel,1920,http://www.wikidata.org/entity/Q2302586,Aix-Marseille University
http://www.wikidata.org/entity/Q2856963,Antoinette Fouque,1936,http://www.wikidata.org/entity/Q21592577,Aix-Marseille University (1896-1971)
http://www.wikidata.org/entity/Q36233,Václav Havel,1936,http://www.wikidata.org/entity/Q10726782,Akademické gymnázium Štěpánská
http://www.wikidata.org/entity/Q265133,Amina Wadud,1952,http://www.wikidata.org/entity/Q173959,Al-Azhar University
http://www.wikidata.org/entity/Q4165667,Essam el-Erian,1954,http://www.wikidata.org/entity/Q173959,Al-Azhar University
http://www.wikidata.org/entity/Q3193040,Kareem Amer,1984,http://www.wikidata.org/entity/Q173959,Al-Azhar University
http://www.wikidata.org/entity/Q149760,Ahmed Subhy Mansour,1949,http://www.wikidata.org/entity/Q173959,Al-Azhar University
http://www.wikidata.org/entity/Q4666088,Abdullah al-Hamid,1950,http://www.wikidata.org/entity/Q173959,Al-Azhar University
http://www.wikidata.org/entity/Q84601657,Margot Badran,1936,http://www.wikidata.org/entity/Q173959,Al-Azhar University
http://www.wikidata.org/entity/Q4392440,Henri Reznik,1938,http://www.wikidata.org/entity/Q427677,Al-Farabi Kazakh National University
http://www.wikidata.org/entity/Q85317569,Mustafa Al-Kadhimi,1967,http://www.wikidata.org/entity/Q4704901,Al-Turath University
http://www.wikidata.org/entity/Q1549468,Joseph Lowery,1921,http://www.wikidata.org/entity/Q1551044,Alabama Agricultural and Mechanical University
http://www.wikidata.org/entity/Q6502596,Laverne Cox,1972,http://www.wikidata.org/entity/Q4705313,Alabama School of Fine Arts
http://www.wikidata.org/entity/Q41921,Rosa Parks,1913,http://www.wikidata.org/entity/Q941524,Alabama State University
http://www.wikidata.org/entity/Q545488,Ralph Abernathy,1926,http://www.wikidata.org/entity/Q941524,Alabama State University
http://www.wikidata.org/entity/Q149489,Jacob M. Appel,1973,http://www.wikidata.org/entity/Q4709349,Albany Medical College
http://www.wikidata.org/entity/Q717985,Medgar Evers,1925,http://www.wikidata.org/entity/Q1805243,Alcorn State University
http://www.wikidata.org/entity/Q5077458,Charles Evers,1922,http://www.wikidata.org/entity/Q1805243,Alcorn State University
http://www.wikidata.org/entity/Q274277,Małgorzata Braunek,1947,http://www.wikidata.org/entity/Q688872,Aleksander Zelwerowicz National Academy of Dramatic Art
http://www.wikidata.org/entity/Q26980110,Mozn Hassan,1979,http://www.wikidata.org/entity/Q1424632,Alexandria University
http://www.wikidata.org/entity/Q10964627,Iqbāl Barakah,1942,http://www.wikidata.org/entity/Q1424632,Alexandria University
http://www.wikidata.org/entity/Q18637319,Mahienour El-Massry,1986,http://www.wikidata.org/entity/Q1424632,Alexandria University
http://www.wikidata.org/entity/Q22690488,Q22690488,1969,http://www.wikidata.org/entity/Q1424632,Alexandria University
http://www.wikidata.org/entity/Q16504047,Calypso Botez,1879,http://www.wikidata.org/entity/Q1523902,Alexandru Ioan Cuza University
http://www.wikidata.org/entity/Q4721502,Alexis Nour,1877,http://www.wikidata.org/entity/Q1523902,Alexandru Ioan Cuza University
http://www.wikidata.org/entity/Q17421672,Ilie Moscovici,1885,http://www.wikidata.org/entity/Q1523902,Alexandru Ioan Cuza University
http://www.wikidata.org/entity/Q25929882,Cezar Mititelu,1945,http://www.wikidata.org/entity/Q1523902,Alexandru Ioan Cuza University
http://www.wikidata.org/entity/Q3801407,Ion Vinea,1895,http://www.wikidata.org/entity/Q1523902,Alexandru Ioan Cuza University
http://www.wikidata.org/entity/Q7024866,Nichita Smochină,1894,http://www.wikidata.org/entity/Q1523902,Alexandru Ioan Cuza University
http://www.wikidata.org/entity/Q127304,Salima Ghezali,1958,http://www.wikidata.org/entity/Q1190852,Algiers 1 University
http://www.wikidata.org/entity/Q20724002,Mamia Chentouf,1922,http://www.wikidata.org/entity/Q1190852,Algiers 1 University
http://www.wikidata.org/entity/Q3086711,Rachid Mimouni,1945,http://www.wikidata.org/entity/Q1190852,Algiers 1 University
http://www.wikidata.org/entity/Q53767416,Fadhila Boumendjel-Chitour,1942,http://www.wikidata.org/entity/Q1190852,Algiers 1 University
http://www.wikidata.org/entity/Q66363348,Meriem Belmihoub,1935,http://www.wikidata.org/entity/Q1190852,Algiers 1 University
http://www.wikidata.org/entity/Q6969817,Nathaniel Raymond,1977,http://www.wikidata.org/entity/Q4724339,Algonquin Regional High School
http://www.wikidata.org/entity/Q5951290,Homeyra Qaderi,1979,http://www.wikidata.org/entity/Q94902,Allameh Tabataba'i University
http://www.wikidata.org/entity/Q83396,Eleanor Roosevelt,1884,http://www.wikidata.org/entity/Q60617845,Allenswood Boarding Academy
http://www.wikidata.org/entity/Q18530655,Philippa Strachey,1872,http://www.wikidata.org/entity/Q60617845,Allenswood Boarding Academy
http://www.wikidata.org/entity/Q6738848,Makau W. Mutua,1958,http://www.wikidata.org/entity/Q4732316,Alliance High School
http://www.wikidata.org/entity/Q17068162,Maina Kiai,1950,http://www.wikidata.org/entity/Q4732316,Alliance High School
http://www.wikidata.org/entity/Q1049488,Vladimir Ryzhkov,1966,http://www.wikidata.org/entity/Q4062936,Altai State University
http://www.wikidata.org/entity/Q19960495,Atena Farghadani,1987,http://www.wikidata.org/entity/Q450587,Alzahra University
http://www.wikidata.org/entity/Q19667657,Festus Keyamo,1970,http://www.wikidata.org/entity/Q4741757,Ambrose Alli University
http://www.wikidata.org/entity/Q45380,John Lewis,1940,http://www.wikidata.org/entity/Q4743138,American Baptist College
http://www.wikidata.org/entity/Q4893345,Bernard Lafayette,1940,http://www.wikidata.org/entity/Q4743138,American Baptist College
http://www.wikidata.org/entity/Q29908714,Gopi Shankar Madurai,1991,http://www.wikidata.org/entity/Q4743438,"American College, Madurai"
http://www.wikidata.org/entity/Q31188540,Zeynep Oral,1946,http://www.wikidata.org/entity/Q4743485,American Collegiate Institute
http://www.wikidata.org/entity/Q5336817,Eden Atwood,1969,http://www.wikidata.org/entity/Q4743519,American Conservatory of Music
http://www.wikidata.org/entity/Q19364786,Jeanette Williams,1914,http://www.wikidata.org/entity/Q4743519,American Conservatory of Music
http://www.wikidata.org/entity/Q482907,Bryan Adams,1959,http://www.wikidata.org/entity/Q24969360,American International School Vienna
http://www.wikidata.org/entity/Q127328,Alice Paul,1885,http://www.wikidata.org/entity/Q168000,American University
http://www.wikidata.org/entity/Q318509,Henry Rollins,1961,http://www.wikidata.org/entity/Q168000,American University
http://www.wikidata.org/entity/Q16138658,Kanitha Wichiencharoen,1920,http://www.wikidata.org/entity/Q168000,American University
http://www.wikidata.org/entity/Q9372367,Vyachaslau Bortnik,1974,http://www.wikidata.org/entity/Q168000,American University
http://www.wikidata.org/entity/Q17011236,Sarah McBride,1990,http://www.wikidata.org/entity/Q168000,American University
http://www.wikidata.org/entity/Q110057125,Sahar Fetrat,1996,http://www.wikidata.org/entity/Q3918332,American University of Afghanistan
http://www.wikidata.org/entity/Q237143,Hanan Ashrawi,1946,http://www.wikidata.org/entity/Q469482,American University of Beirut
http://www.wikidata.org/entity/Q16011654,Anbara Salam Khalidy,1897,http://www.wikidata.org/entity/Q469482,American University of Beirut
http://www.wikidata.org/entity/Q26251226,Aisha Al-Mana,1948,http://www.wikidata.org/entity/Q469482,American University of Beirut
http://www.wikidata.org/entity/Q56251204,Najla Saab,1908,http://www.wikidata.org/entity/Q469482,American University of Beirut
http://www.wikidata.org/entity/Q107316532,Rose Shahfa,1890,http://www.wikidata.org/entity/Q469482,American University of Beirut
http://www.wikidata.org/entity/Q115624928,Lina Abu Akleh,1995,http://www.wikidata.org/entity/Q469482,American University of Beirut
http://www.wikidata.org/entity/Q109828122,Rafiq Farah,1921,http://www.wikidata.org/entity/Q469482,American University of Beirut
http://www.wikidata.org/entity/Q22278534,Dastan Kasmamytov,1991,http://www.wikidata.org/entity/Q1141697,American University of Central Asia
http://www.wikidata.org/entity/Q4853772,Banafsheh Zand,1961,http://www.wikidata.org/entity/Q2716043,American University of Paris
http://www.wikidata.org/entity/Q7495343,Sherri W. Goodman,1959,http://www.wikidata.org/entity/Q49165,Amherst College
http://www.wikidata.org/entity/Q354534,David Suzuki,1936,http://www.wikidata.org/entity/Q49165,Amherst College
http://www.wikidata.org/entity/Q584832,Agnieszka Graff,1970,http://www.wikidata.org/entity/Q49165,Amherst College
http://www.wikidata.org/entity/Q16190630,Alexandra Juhasz,1964,http://www.wikidata.org/entity/Q49165,Amherst College
http://www.wikidata.org/entity/Q633081,Michael E. Mann,1965,http://www.wikidata.org/entity/Q4746038,Amherst Regional High School
http://www.wikidata.org/entity/Q102181876,Mardjan Seighali,1964,http://www.wikidata.org/entity/Q945017,Amsterdam University of Applied Sciences
http://www.wikidata.org/entity/Q47893949,Cemil Aksu,1977,http://www.wikidata.org/entity/Q483758,Anadolu University
http://www.wikidata.org/entity/Q76043107,Gülsüm Kav,1971,http://www.wikidata.org/entity/Q483758,Anadolu University
http://www.wikidata.org/entity/Q56173976,Ömer Faruk Gergerlioğlu,1965,http://www.wikidata.org/entity/Q483758,Anadolu University
http://www.wikidata.org/entity/Q728660,Tim Flannery,1956,http://www.wikidata.org/entity/Q4750881,Anaheim High School
http://www.wikidata.org/entity/Q16727597,Catalina Botero Marino,1965,http://www.wikidata.org/entity/Q1569421,Andes University
http://www.wikidata.org/entity/Q439564,María Corina perra,1967,http://www.wikidata.org/entity/Q4760155,Andrés Bello Catholic University
http://www.wikidata.org/entity/Q16217418,Lilian Tintori,1978,http://www.wikidata.org/entity/Q4760155,Andrés Bello Catholic University
http://www.wikidata.org/entity/Q29404758,Tamara Sujú,1966,http://www.wikidata.org/entity/Q4760155,Andrés Bello Catholic University
http://www.wikidata.org/entity/Q51048290,Ligia Bolívar,1957,http://www.wikidata.org/entity/Q4760155,Andrés Bello Catholic University
http://www.wikidata.org/entity/Q56823498,Jide Macaulay,1956,http://www.wikidata.org/entity/Q540751,Anglia Ruskin University
http://www.wikidata.org/entity/Q56823498,Jide Macaulay,1966,http://www.wikidata.org/entity/Q540751,Anglia Ruskin University
http://www.wikidata.org/entity/Q379853,Akın Birdal,1948,http://www.wikidata.org/entity/Q1060621,Ankara University
http://www.wikidata.org/entity/Q6809589,Mehmet Bekaroğlu,1954,http://www.wikidata.org/entity/Q1060621,Ankara University
http://www.wikidata.org/entity/Q20738525,Edvin Kanka Ćudić,1988,http://www.wikidata.org/entity/Q1060621,Ankara University
http://www.wikidata.org/entity/Q462699,Baskın Oran,1945,http://www.wikidata.org/entity/Q12808513,Ankara University Faculty of Political Science
http://www.wikidata.org/entity/Q6809589,Mehmet Bekaroğlu,1954,http://www.wikidata.org/entity/Q4765988,Ankara University Medical School
http://www.wikidata.org/entity/Q4310076,Mümtaz Soysal,1929,http://www.wikidata.org/entity/Q4765985,"Ankara University, Law School"
http://www.wikidata.org/entity/Q2660737,Fethiye Çetin,1950,http://www.wikidata.org/entity/Q4765985,"Ankara University, Law School"
http://www.wikidata.org/entity/Q7088941,Olympia Brown,1835,http://www.wikidata.org/entity/Q4775012,Antioch College
http://www.wikidata.org/entity/Q29877791,Eliza Archard Conner,1838,http://www.wikidata.org/entity/Q4775012,Antioch College
http://www.wikidata.org/entity/Q7088941,Olympia Brown,1835,http://www.wikidata.org/entity/Q4775035,Antioch University
http://www.wikidata.org/entity/Q5376037,Waleed Al-Husseini,1989,http://www.wikidata.org/entity/Q623893,Arab American University
http://www.wikidata.org/entity/Q6253345,John Prendergast,1963,http://www.wikidata.org/entity/Q4785618,Archbishop John Carroll High School
http://www.wikidata.org/entity/Q482907,Bryan Adams,1959,http://www.wikidata.org/entity/Q4789831,Argyle Secondary School
http://www.wikidata.org/entity/Q2863118,Arnaud Gaillard,1969,http://www.wikidata.org/entity/Q667568,Aristotle University of Thessaloniki
http://www.wikidata.org/entity/Q26251226,Aisha Al-Mana,1948,http://www.wikidata.org/entity/Q670897,Arizona State University
http://www.wikidata.org/entity/Q19831562,Dan Fredinburg,1981,http://www.wikidata.org/entity/Q4791862,"Arkansas School for Mathematics, Sciences, and the Arts"
http://www.wikidata.org/entity/Q105740613,Maha Mamo,1988,http://www.wikidata.org/entity/Q4793196,Armenian Mesrobian School
http://www.wikidata.org/entity/Q16737718,Kalliopē A. Kechagia,1839,http://www.wikidata.org/entity/Q20076806,Arsakeia - Tositseia Schools
http://www.wikidata.org/entity/Q63088140,Florentia Fountoukli,1869,http://www.wikidata.org/entity/Q38284010,Arsakeio Girls school
http://www.wikidata.org/entity/Q160115,Ai Weiwei,1957,http://www.wikidata.org/entity/Q705737,Art Students League of New York
http://www.wikidata.org/entity/Q105740613,Maha Mamo,1988,http://www.wikidata.org/entity/Q4801411,"Arts, Sciences and Technology University in Lebanon"
http://www.wikidata.org/entity/Q19664326,Bhumi Pednekar,1989,http://www.wikidata.org/entity/Q4802618,Arya Vidya Mandir
http://www.wikidata.org/entity/Q21064501,Yawa Hansen-Quao,1983,http://www.wikidata.org/entity/Q725198,Ashesi University
http://www.wikidata.org/entity/Q17198197,Graeme Innes,1955,http://www.wikidata.org/entity/Q4804951,Ashfield Boys' High School
http://www.wikidata.org/entity/Q3701413,Michelle Alexander,1967,http://www.wikidata.org/entity/Q4805251,Ashland High School
http://www.wikidata.org/entity/Q62079539,Anna Laursen,1845,http://www.wikidata.org/entity/Q12302318,Askov Højskole
http://www.wikidata.org/entity/Q61727818,Birgitte Berg Nielsen,1861,http://www.wikidata.org/entity/Q12302318,Askov Højskole
http://www.wikidata.org/entity/Q11931853,Librada Avelino,1873,http://www.wikidata.org/entity/Q3547675,Assumption College San Lorenzo
http://www.wikidata.org/entity/Q20355096,Grigory Melkonyants,1981,http://www.wikidata.org/entity/Q4071715,Astrakhan State Technical University
http://www.wikidata.org/entity/Q1480,Corazon Aquino,1933,http://www.wikidata.org/entity/Q533235,Ateneo de Manila University
http://www.wikidata.org/entity/Q5221231,Danton Remoto,1963,http://www.wikidata.org/entity/Q533235,Ateneo de Manila University
http://www.wikidata.org/entity/Q25168620,Tania Leon,1945,http://www.wikidata.org/entity/Q14328110,Athlone Institute of Technology
http://www.wikidata.org/entity/Q15407112,Marguerite Coppin,1867,http://www.wikidata.org/entity/Q29970512,Athénée royal Gatti de Gamond
http://www.wikidata.org/entity/Q483325,Ellen DeGeneres,1958,http://www.wikidata.org/entity/Q16949219,Atlanta High School
http://www.wikidata.org/entity/Q120239077,Lorraine Fontana,1947,http://www.wikidata.org/entity/Q16162201,Atlanta Law School
http://www.wikidata.org/entity/Q5585299,Gordon Hirabayashi,1918,http://www.wikidata.org/entity/Q4819301,Auburn Senior High School
http://www.wikidata.org/entity/Q19875807,Vivian Lynn,1931,http://www.wikidata.org/entity/Q65090583,Auckland College of Education
http://www.wikidata.org/entity/Q64740295,Claudia Ancapán,1976,http://www.wikidata.org/entity/Q961982,Austral University of Chile
http://www.wikidata.org/entity/Q61997527,Frederika Alexis Cull,1999,http://www.wikidata.org/entity/Q4824335,"Australian International School, Indonesia"
http://www.wikidata.org/entity/Q17516972,Nerilie Abram,1977,http://www.wikidata.org/entity/Q127990,Australian National University
http://www.wikidata.org/entity/Q21811399,Aileen Moreton-Robinson,1956,http://www.wikidata.org/entity/Q127990,Australian National University
http://www.wikidata.org/entity/Q528907,Peter Garrett,1953,http://www.wikidata.org/entity/Q127990,Australian National University
http://www.wikidata.org/entity/Q5362323,Elizabeth Anne Reid,1942,http://www.wikidata.org/entity/Q127990,Australian National University
http://www.wikidata.org/entity/Q124516506,Daphne Gollan,1918,http://www.wikidata.org/entity/Q127990,Australian National University
http://www.wikidata.org/entity/Q444103,Cristina Fallarás Sánchez,1968,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q110859260,Anna Pérez i Català,1990,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q3393862,Gemma Lienas,1951,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q16176248,Bel Olid,1977,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q63197296,Nati Veraguas Aguilera,1972,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q59542791,Alicia R Pérez-Porro,1981,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q115182533,Laura Vila Kremer,1985,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q106684114,Anthony Corey Sanchez Alberto,1997,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q28054640,Miquel Missé Sánchez,1986,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q59489395,Enric Canet Capeta,1957,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q105344916,Cira Crespo,1980,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q16300923,Jorge Guerrero de la Torre,1970,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q98125691,Maria Rodó de Zárate,1986,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q111335015,Eloi Martín Casanovas,1995,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona
http://www.wikidata.org/entity/Q7051630,Norma Andrade,1958,http://www.wikidata.org/entity/Q7894239,Autonomous University of Ciudad Juárez
http://www.wikidata.org/entity/Q123421481,Jesús Ociel Baena,1984,http://www.wikidata.org/entity/Q4826832,Autonomous University of Coahuila
http://www.wikidata.org/entity/Q123421481,Jesús Ociel Baena,1984,http://www.wikidata.org/entity/Q6156357,Autonomous University of Durango
http://www.wikidata.org/entity/Q34151827,Aitzole Araneta,1982,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid
http://www.wikidata.org/entity/Q18689578,Luisa Posada Kubissa,1957,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid
http://www.wikidata.org/entity/Q118998434,Alana S. Portero,1978,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid
http://www.wikidata.org/entity/Q53781185,Alejandra Jacinto Uranga,1989,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid
http://www.wikidata.org/entity/Q124567086,Mar Gijón Mendigutía,1988,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid
http://www.wikidata.org/entity/Q2354753,Jesse Klaver,1986,http://www.wikidata.org/entity/Q2643409,Avans University of Applied Sciences
http://www.wikidata.org/entity/Q102069083,Lisa van Ginneken,1972,http://www.wikidata.org/entity/Q2643409,Avans University of Applied Sciences
http://www.wikidata.org/entity/Q6490131,Larry Cox,1945,http://www.wikidata.org/entity/Q14716364,Avon Lake High School
http://www.wikidata.org/entity/Q61122203,Narmin Karimbayova,1985,http://www.wikidata.org/entity/Q2072655,Azerbaijan State University of Economics
http://www.wikidata.org/entity/Q12844514,Gubad Ibadoghlu,1971,http://www.wikidata.org/entity/Q2072655,Azerbaijan State University of Economics
http://www.wikidata.org/entity/Q28955056,Mehman Huseynov,1989,http://www.wikidata.org/entity/Q2072655,Azerbaijan State University of Economics
http://www.wikidata.org/entity/Q18206975,Anar Mammadli,1978,http://www.wikidata.org/entity/Q3701492,Azerbaijan University of Languages
http://www.wikidata.org/entity/Q29388712,Q29388712,1950,http://www.wikidata.org/entity/Q17270007,BIP — Institute of Law
http://www.wikidata.org/entity/Q108335239,Ezra Olubi,1986,http://www.wikidata.org/entity/Q653638,Babcock University
http://www.wikidata.org/entity/Q460839,Doina Cornea,1929,http://www.wikidata.org/entity/Q538452,Babeș-Bolyai University
http://www.wikidata.org/entity/Q3380804,Ion Cârja,1922,http://www.wikidata.org/entity/Q538452,Babeș-Bolyai University
http://www.wikidata.org/entity/Q80168,Hilal Mammadov,1959,http://www.wikidata.org/entity/Q1633799,Baku State University
http://www.wikidata.org/entity/Q4534680,Arif Yunus,1955,http://www.wikidata.org/entity/Q1633799,Baku State University
http://www.wikidata.org/entity/Q61122203,Narmin Karimbayova,1985,http://www.wikidata.org/entity/Q1633799,Baku State University
http://www.wikidata.org/entity/Q13643416,Leyla Yunus,1955,http://www.wikidata.org/entity/Q1633799,Baku State University
http://www.wikidata.org/entity/Q17916844,Intiqam Aliyev,1962,http://www.wikidata.org/entity/Q1633799,Baku State University
http://www.wikidata.org/entity/Q6714584,Elmira Süleymanova,1937,http://www.wikidata.org/entity/Q1633799,Baku State University
http://www.wikidata.org/entity/Q6137869,James Lawson,1928,http://www.wikidata.org/entity/Q1805202,Baldwin Wallace University
http://www.wikidata.org/entity/Q21537592,Robina Fordyce Cowper,1866,http://www.wikidata.org/entity/Q4851460,Ballarat Clarendon College
http://www.wikidata.org/entity/Q271049,Peter Benenson,1921,http://www.wikidata.org/entity/Q805285,Balliol College
http://www.wikidata.org/entity/Q3431619,Ricken Patel,1977,http://www.wikidata.org/entity/Q805285,Balliol College
http://www.wikidata.org/entity/Q14657728,Amarnath Sehgal,1922,http://www.wikidata.org/entity/Q806116,Banaras Hindu University
http://www.wikidata.org/entity/Q52669581,Nia Kurniasi Ardikoesoema,1948,http://www.wikidata.org/entity/Q1579397,Bandung Institute of Technology
http://www.wikidata.org/entity/Q95897,Stefan Rahmstorf,1960,http://www.wikidata.org/entity/Q790029,Bangor University
http://www.wikidata.org/entity/Q19801208,Mari Ellis,1913,http://www.wikidata.org/entity/Q790029,Bangor University
http://www.wikidata.org/entity/Q6909440,Anat Hoffman,1954,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University
http://www.wikidata.org/entity/Q111262216,Q111262216,1978,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University
http://www.wikidata.org/entity/Q2892908,Nitsana Darshan-Leitner,1973,http://www.wikidata.org/entity/Q1124657,Bar-Ilan University
http://www.wikidata.org/entity/Q291068,Mary McLeod Bethune,1875,http://www.wikidata.org/entity/Q4859639,Barber–Scotia College
http://www.wikidata.org/entity/Q63683664,Marcelo Brodsky,1954,http://www.wikidata.org/entity/Q4859854,Barcelona International Centre of Photography
