item,itemLabel,occupation,occupationLabel
http://www.wikidata.org/entity/Q3432256,Mary Westenholz,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q3432256,Mary Westenholz,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q7659535,"Sybil Thomas, Viscountess Rhondda",http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q7659535,"Sybil Thomas, Viscountess Rhondda",http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q16594765,Emmy Christine Evald,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q16594765,Emmy Christine Evald,http://www.wikidata.org/entity/Q765778,organist
http://www.wikidata.org/entity/Q16594765,Emmy Christine Evald,http://www.wikidata.org/entity/Q12362622,philanthropist
http://www.wikidata.org/entity/Q16594765,Emmy Christine Evald,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q16594765,Emmy Christine Evald,http://www.wikidata.org/entity/Q47262408,Q47262408
http://www.wikidata.org/entity/Q17119895,Aadel Lampe,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q17119895,Aadel Lampe,http://www.wikidata.org/entity/Q82955,politician
http://www.wikidata.org/entity/Q17119895,Aadel Lampe,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q56042631,Olga Friedemann,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q76192031,Melania Rajchmanowa,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q98382293,Virginia Brunner,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q98382293,Virginia Brunner,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q60512350,Barbara Steel,http://www.wikidata.org/entity/Q27532437,suffragist
http://www.wikidata.org/entity/Q60512350,Barbara Steel,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q123688232,Ella Merriman Sharp,http://www.wikidata.org/entity/Q16060693,conservationist
http://www.wikidata.org/entity/Q123688232,Ella Merriman Sharp,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q125176458,Klara Petrin-Forcher,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q82955,politician
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q236599,Ethel Smyth,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q236599,Ethel Smyth,http://www.wikidata.org/entity/Q36834,composer
http://www.wikidata.org/entity/Q236599,Ethel Smyth,http://www.wikidata.org/entity/Q158852,conductor
http://www.wikidata.org/entity/Q236599,Ethel Smyth,http://www.wikidata.org/entity/Q186360,nurse
http://www.wikidata.org/entity/Q236599,Ethel Smyth,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q236599,Ethel Smyth,http://www.wikidata.org/entity/Q8178443,librettist
http://www.wikidata.org/entity/Q236599,Ethel Smyth,http://www.wikidata.org/entity/Q18814623,autobiographer
http://www.wikidata.org/entity/Q236599,Ethel Smyth,http://www.wikidata.org/entity/Q27532437,suffragist
http://www.wikidata.org/entity/Q236599,Ethel Smyth,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q5056489,Cecilie Thoresen Krog,http://www.wikidata.org/entity/Q82955,politician
http://www.wikidata.org/entity/Q5056489,Cecilie Thoresen Krog,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q82955,politician
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q211519,Emmeline Pankhurst,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q1289475,Eduard Oberg,http://www.wikidata.org/entity/Q185351,jurist
http://www.wikidata.org/entity/Q1289475,Eduard Oberg,http://www.wikidata.org/entity/Q19509201,LGBTQI+ rights activist
http://www.wikidata.org/entity/Q21539214,Ida Mary McAulay,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q22955277,Catherina Geertruida Doijer,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q15996424,Blanche Edwards-Pilliet,http://www.wikidata.org/entity/Q39631,physician
http://www.wikidata.org/entity/Q15996424,Blanche Edwards-Pilliet,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q15996424,Blanche Edwards-Pilliet,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q15996424,Blanche Edwards-Pilliet,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q2418894,Hilda Ram,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q2418894,Hilda Ram,http://www.wikidata.org/entity/Q49757,poet
http://www.wikidata.org/entity/Q2418894,Hilda Ram,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q6759769,Margaret Nevinson,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q6759769,Margaret Nevinson,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q1897401,Marie Lang,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q1897401,Marie Lang,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q1897401,Marie Lang,http://www.wikidata.org/entity/Q3068305,salonnière
http://www.wikidata.org/entity/Q1897401,Marie Lang,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q56248900,Clara Jaschke,http://www.wikidata.org/entity/Q7063944,railway worker
http://www.wikidata.org/entity/Q56248900,Clara Jaschke,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q29044080,Aletta Lorentz-Kaiser,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q81370330,Brita Bjørgum,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q81370330,Brita Bjørgum,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q81370330,Brita Bjørgum,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q3723142,Elisa Agnini Lollini,http://www.wikidata.org/entity/Q82955,politician
http://www.wikidata.org/entity/Q3723142,Elisa Agnini Lollini,http://www.wikidata.org/entity/Q15253558,activist
http://www.wikidata.org/entity/Q3723142,Elisa Agnini Lollini,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q104376945,Anna Ptáčková,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q104376945,Anna Ptáčková,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q4883360,Bella Guerin,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q4883360,Bella Guerin,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q50310008,Anyentyuwe,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q50310008,Anyentyuwe,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q15996424,Blanche Edwards-Pilliet,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q15996424,Blanche Edwards-Pilliet,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q60642901,Charlotte Eilersgaard,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q60642901,Charlotte Eilersgaard,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q60642901,Charlotte Eilersgaard,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q16430145,Katrín Magnússon,http://www.wikidata.org/entity/Q82955,politician
http://www.wikidata.org/entity/Q16430145,Katrín Magnússon,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q15996424,Blanche Edwards-Pilliet,http://www.wikidata.org/entity/Q39631,physician
http://www.wikidata.org/entity/Q15996424,Blanche Edwards-Pilliet,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q106544625,Elisa de Paiva Curado,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q106544625,Elisa de Paiva Curado,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q106544625,Elisa de Paiva Curado,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q270207,Carrie Chapman Catt,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q270207,Carrie Chapman Catt,http://www.wikidata.org/entity/Q82955,politician
http://www.wikidata.org/entity/Q270207,Carrie Chapman Catt,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q270207,Carrie Chapman Catt,http://www.wikidata.org/entity/Q16323111,peace activist
http://www.wikidata.org/entity/Q270207,Carrie Chapman Catt,http://www.wikidata.org/entity/Q27532437,suffragist
http://www.wikidata.org/entity/Q270207,Carrie Chapman Catt,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q61178,Bertha Pappenheim,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q61178,Bertha Pappenheim,http://www.wikidata.org/entity/Q214917,playwright
http://www.wikidata.org/entity/Q61178,Bertha Pappenheim,http://www.wikidata.org/entity/Q333634,translator
http://www.wikidata.org/entity/Q61178,Bertha Pappenheim,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q61178,Bertha Pappenheim,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q5361116,Eline Hansen,http://www.wikidata.org/entity/Q2251335,school teacher
http://www.wikidata.org/entity/Q5361116,Eline Hansen,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q1194361,Sen Katayama,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q1194361,Sen Katayama,http://www.wikidata.org/entity/Q82955,politician
http://www.wikidata.org/entity/Q1194361,Sen Katayama,http://www.wikidata.org/entity/Q131512,farmer
http://www.wikidata.org/entity/Q1194361,Sen Katayama,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q1194361,Sen Katayama,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q1194361,Sen Katayama,http://www.wikidata.org/entity/Q15627169,trade unionist
http://www.wikidata.org/entity/Q522167,Fanny Bullock Workman,http://www.wikidata.org/entity/Q1734662,cartographer
http://www.wikidata.org/entity/Q522167,Fanny Bullock Workman,http://www.wikidata.org/entity/Q9149093,mountaineer
http://www.wikidata.org/entity/Q522167,Fanny Bullock Workman,http://www.wikidata.org/entity/Q11900058,explorer
http://www.wikidata.org/entity/Q522167,Fanny Bullock Workman,http://www.wikidata.org/entity/Q15253558,activist
http://www.wikidata.org/entity/Q522167,Fanny Bullock Workman,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q522167,Fanny Bullock Workman,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q522167,Fanny Bullock Workman,http://www.wikidata.org/entity/Q901402,geographer
http://www.wikidata.org/entity/Q1696989,Johanna Naber,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q1696989,Johanna Naber,http://www.wikidata.org/entity/Q201788,historian
http://www.wikidata.org/entity/Q1696989,Johanna Naber,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q1696989,Johanna Naber,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q10265160,Leolinda Daltro,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q10265160,Leolinda Daltro,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q10265160,Leolinda Daltro,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q10265160,Leolinda Daltro,http://www.wikidata.org/entity/Q27532437,suffragist
http://www.wikidata.org/entity/Q18655261,Jacoba Mossel,http://www.wikidata.org/entity/Q36834,composer
http://www.wikidata.org/entity/Q18655261,Jacoba Mossel,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q18655261,Jacoba Mossel,http://www.wikidata.org/entity/Q753110,songwriter
http://www.wikidata.org/entity/Q18655261,Jacoba Mossel,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q11813793,Paulina Kuczalska-Reinschmit,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q11813793,Paulina Kuczalska-Reinschmit,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q17635962,Olympe Gevin-Cassal,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q17635962,Olympe Gevin-Cassal,http://www.wikidata.org/entity/Q212238,civil servant
http://www.wikidata.org/entity/Q17635962,Olympe Gevin-Cassal,http://www.wikidata.org/entity/Q381353,woman of letters
http://www.wikidata.org/entity/Q17635962,Olympe Gevin-Cassal,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q11813793,Paulina Kuczalska-Reinschmit,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q11813793,Paulina Kuczalska-Reinschmit,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q11813793,Paulina Kuczalska-Reinschmit,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q55849968,Helena Forsmann,http://www.wikidata.org/entity/Q105186,pharmacist
http://www.wikidata.org/entity/Q55849968,Helena Forsmann,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q33110056,Marie Léopold-Lacour,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q33110056,Marie Léopold-Lacour,http://www.wikidata.org/entity/Q49757,poet
http://www.wikidata.org/entity/Q33110056,Marie Léopold-Lacour,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q33110056,Marie Léopold-Lacour,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q41793283,Augustine De Rothmaler,http://www.wikidata.org/entity/Q1231865,pedagogue
http://www.wikidata.org/entity/Q41793283,Augustine De Rothmaler,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q104591151,Sofie Magelssen Groth,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q104591151,Sofie Magelssen Groth,http://www.wikidata.org/entity/Q333634,translator
http://www.wikidata.org/entity/Q104591151,Sofie Magelssen Groth,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q34123934,Hutchens Chew Bishop,http://www.wikidata.org/entity/Q42603,priest
http://www.wikidata.org/entity/Q34123934,Hutchens Chew Bishop,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q60028774,Betsy Kerlen,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q62080629,Johanne Langballe,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q62081191,Marie Steffensen,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q62081191,Marie Steffensen,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q49757,poet
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q188094,economist
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q483501,artist
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q2306091,sociologist
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q4964182,philosopher
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q6625963,novelist
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q27532437,suffragist
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q2306091,sociologist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q4964182,philosopher
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q7019111,social worker
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q15978337,social critic
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q15994177,political theorist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q16323111,peace activist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q16611574,social reformer
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q18814623,autobiographer
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q85253,Margarethe Lenore Selenka,http://www.wikidata.org/entity/Q350979,zoologist
http://www.wikidata.org/entity/Q85253,Margarethe Lenore Selenka,http://www.wikidata.org/entity/Q1662561,paleontologist
http://www.wikidata.org/entity/Q85253,Margarethe Lenore Selenka,http://www.wikidata.org/entity/Q4773904,anthropologist
http://www.wikidata.org/entity/Q85253,Margarethe Lenore Selenka,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q98132,Sidonie Werner,http://www.wikidata.org/entity/Q2251335,school teacher
http://www.wikidata.org/entity/Q98132,Sidonie Werner,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q2306091,sociologist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q4964182,philosopher
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q7019111,social worker
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q15978337,social critic
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q15994177,political theorist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q16323111,peace activist
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q16611574,social reformer
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q18814623,autobiographer
http://www.wikidata.org/entity/Q180989,Jane Addams,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q1377789,Emily Hobhouse,http://www.wikidata.org/entity/Q1476215,human rights activist
http://www.wikidata.org/entity/Q1377789,Emily Hobhouse,http://www.wikidata.org/entity/Q8359428,social activist
http://www.wikidata.org/entity/Q1377789,Emily Hobhouse,http://www.wikidata.org/entity/Q16323111,peace activist
http://www.wikidata.org/entity/Q1377789,Emily Hobhouse,http://www.wikidata.org/entity/Q22336956,humanitarian
http://www.wikidata.org/entity/Q1377789,Emily Hobhouse,http://www.wikidata.org/entity/Q66660783,charity worker
http://www.wikidata.org/entity/Q529477,Margaret Eliza Maltby,http://www.wikidata.org/entity/Q169470,physicist
http://www.wikidata.org/entity/Q529477,Margaret Eliza Maltby,http://www.wikidata.org/entity/Q593644,chemist
http://www.wikidata.org/entity/Q529477,Margaret Eliza Maltby,http://www.wikidata.org/entity/Q1622272,university teacher
http://www.wikidata.org/entity/Q529477,Margaret Eliza Maltby,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q49757,poet
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q49757,poet
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q49757,poet
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q49757,poet
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q6625963,novelist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q6625963,novelist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q6625963,novelist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q6625963,novelist
http://www.wikidata.org/entity/Q19959263,J. Heinrich Dencker,http://www.wikidata.org/entity/Q6606110,industrialist
http://www.wikidata.org/entity/Q19959263,J. Heinrich Dencker,http://www.wikidata.org/entity/Q19509201,LGBTQI+ rights activist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q18819659,Mary Collin,http://www.wikidata.org/entity/Q1056391,head teacher
http://www.wikidata.org/entity/Q18819659,Mary Collin,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q16497919,Maria Baiulescu,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q16497919,Maria Baiulescu,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q18221958,Gabrielle Petit,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q18221958,Gabrielle Petit,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q18221958,Gabrielle Petit,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q18221958,Gabrielle Petit,http://www.wikidata.org/entity/Q1607826,editor
http://www.wikidata.org/entity/Q18221958,Gabrielle Petit,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q18221958,Gabrielle Petit,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q18221958,Gabrielle Petit,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q18221958,Gabrielle Petit,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q51882929,Mercedes González Tola,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q51882929,Mercedes González Tola,http://www.wikidata.org/entity/Q49757,poet
http://www.wikidata.org/entity/Q51882929,Mercedes González Tola,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q12279579,Ekaterina Karavelova,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q12279579,Ekaterina Karavelova,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q12279579,Ekaterina Karavelova,http://www.wikidata.org/entity/Q186360,nurse
http://www.wikidata.org/entity/Q12279579,Ekaterina Karavelova,http://www.wikidata.org/entity/Q322170,suffragette
http://www.wikidata.org/entity/Q12279579,Ekaterina Karavelova,http://www.wikidata.org/entity/Q333634,translator
http://www.wikidata.org/entity/Q12279579,Ekaterina Karavelova,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q12279579,Ekaterina Karavelova,http://www.wikidata.org/entity/Q34074720,feminist
http://www.wikidata.org/entity/Q72803623,Anna Auerbach,http://www.wikidata.org/entity/Q10732476,art collector
http://www.wikidata.org/entity/Q72803623,Anna Auerbach,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q110777081,Cor van Kuffeler,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q110777081,Cor van Kuffeler,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q97372201,Anna Staniszewska,http://www.wikidata.org/entity/Q28692502,women's rights activist
http://www.wikidata.org/entity/Q98478587,Anna Steinhamar,http://www.wikidata.org/entity/Q36180,writer
http://www.wikidata.org/entity/Q98478587,Anna Steinhamar,http://www.wikidata.org/entity/Q37226,teacher
http://www.wikidata.org/entity/Q98478587,Anna Steinhamar,http://www.wikidata.org/entity/Q82955,politician
