item,itemLabel,occupationLabel
http://www.wikidata.org/entity/Q75209,Helene Lange,pedagogue
http://www.wikidata.org/entity/Q75209,Helene Lange,editor
http://www.wikidata.org/entity/Q75209,Helene Lange,social worker
http://www.wikidata.org/entity/Q75209,Helene Lange,women's rights activist
http://www.wikidata.org/entity/Q4955185,Cornélie Huygens,writer
http://www.wikidata.org/entity/Q4955185,Cornélie Huygens,suffragette
http://www.wikidata.org/entity/Q4955185,Cornélie Huygens,editor
http://www.wikidata.org/entity/Q4955185,Cornélie Huygens,women's rights activist
http://www.wikidata.org/entity/Q1338076,Emma Paterson,editor
http://www.wikidata.org/entity/Q1338076,Emma Paterson,trade unionist
http://www.wikidata.org/entity/Q1338076,Emma Paterson,women's rights activist
http://www.wikidata.org/entity/Q112919225,Adèle Kassky,activist
http://www.wikidata.org/entity/Q112919225,Adèle Kassky,washerwoman
http://www.wikidata.org/entity/Q112919225,Adèle Kassky,women's rights activist
http://www.wikidata.org/entity/Q98372459,Karoline Blondein,teacher
http://www.wikidata.org/entity/Q98372459,Karoline Blondein,women's rights activist
http://www.wikidata.org/entity/Q12326083,Marie Luplau,writer
http://www.wikidata.org/entity/Q12326083,Marie Luplau,painter
http://www.wikidata.org/entity/Q12326083,Marie Luplau,pedagogue
http://www.wikidata.org/entity/Q12326083,Marie Luplau,women's rights activist
http://www.wikidata.org/entity/Q6499284,Laura Ormiston Chant,writer
http://www.wikidata.org/entity/Q6499284,Laura Ormiston Chant,women's rights activist
http://www.wikidata.org/entity/Q18018159,Adele Zay,teacher
http://www.wikidata.org/entity/Q18018159,Adele Zay,women's rights activist
http://www.wikidata.org/entity/Q17421988,Marie de Villermont,writer
http://www.wikidata.org/entity/Q17421988,Marie de Villermont,painter
http://www.wikidata.org/entity/Q17421988,Marie de Villermont,women's rights activist
http://www.wikidata.org/entity/Q18018159,Adele Zay,writer
http://www.wikidata.org/entity/Q61884010,Ingeborg Tolderlund,suffragist
http://www.wikidata.org/entity/Q61884010,Ingeborg Tolderlund,women's rights activist
http://www.wikidata.org/entity/Q238443,Ellen Key,writer
http://www.wikidata.org/entity/Q238443,Ellen Key,suffragette
http://www.wikidata.org/entity/Q238443,Ellen Key,translator
http://www.wikidata.org/entity/Q238443,Ellen Key,pedagogue
http://www.wikidata.org/entity/Q238443,Ellen Key,critic
http://www.wikidata.org/entity/Q238443,Ellen Key,women's rights activist
http://www.wikidata.org/entity/Q243068,Anne Charlotte Leffler,writer
http://www.wikidata.org/entity/Q243068,Anne Charlotte Leffler,playwright
http://www.wikidata.org/entity/Q243068,Anne Charlotte Leffler,prose writer
http://www.wikidata.org/entity/Q243068,Anne Charlotte Leffler,women's rights activist
http://www.wikidata.org/entity/Q1744240,Laura Kieler,author
http://www.wikidata.org/entity/Q1744240,Laura Kieler,women's rights activist
http://www.wikidata.org/entity/Q62080055,Frida Schmidt,teacher
http://www.wikidata.org/entity/Q62080055,Frida Schmidt,women's rights activist
http://www.wikidata.org/entity/Q1395828,Henrietta Edwards,women's rights activist
http://www.wikidata.org/entity/Q3257335,Lizzie Holmes,writer
http://www.wikidata.org/entity/Q3257335,Lizzie Holmes,journalist
http://www.wikidata.org/entity/Q3257335,Lizzie Holmes,anarchist
http://www.wikidata.org/entity/Q3257335,Lizzie Holmes,women's rights activist
http://www.wikidata.org/entity/Q64767739,Louise Popelin,pharmacist
http://www.wikidata.org/entity/Q64767739,Louise Popelin,school teacher
http://www.wikidata.org/entity/Q64767739,Louise Popelin,women's rights activist
http://www.wikidata.org/entity/Q1243554,Henriëtte van der Mey,women's rights activist
http://www.wikidata.org/entity/Q1329930,Elisabeth Gnauck-Kühne,author
http://www.wikidata.org/entity/Q1329930,Elisabeth Gnauck-Kühne,women's rights activist
http://www.wikidata.org/entity/Q4691673,Agda Montelius,philanthropist
http://www.wikidata.org/entity/Q4691673,Agda Montelius,women's rights activist
http://www.wikidata.org/entity/Q4766181,Ann-Margret Holmgren,writer
http://www.wikidata.org/entity/Q4766181,Ann-Margret Holmgren,editor
http://www.wikidata.org/entity/Q4766181,Ann-Margret Holmgren,women's rights activist
http://www.wikidata.org/entity/Q4766181,Ann-Margret Holmgren,Q28721657
http://www.wikidata.org/entity/Q4766181,Ann-Margret Holmgren,Q28948007
http://www.wikidata.org/entity/Q55750,Tarabai Shinde,writer
http://www.wikidata.org/entity/Q55750,Tarabai Shinde,women's rights activist
http://www.wikidata.org/entity/Q124628416,Ernesta Galletti Stoppa,women's rights activist
http://www.wikidata.org/entity/Q1243554,Henriëtte van der Mey,writer
http://www.wikidata.org/entity/Q1243554,Henriëtte van der Mey,editor
http://www.wikidata.org/entity/Q1243554,Henriëtte van der Mey,journalist
http://www.wikidata.org/entity/Q1243554,Henriëtte van der Mey,suffragist
http://www.wikidata.org/entity/Q11958432,Antonie Løchen,politician
http://www.wikidata.org/entity/Q11958432,Antonie Løchen,women's rights activist
http://www.wikidata.org/entity/Q11991392,Nielsine Nielsen,physician
http://www.wikidata.org/entity/Q11991392,Nielsine Nielsen,women's rights activist
http://www.wikidata.org/entity/Q16066436,Aline Valette,writer
http://www.wikidata.org/entity/Q16066436,Aline Valette,editor
http://www.wikidata.org/entity/Q16066436,Aline Valette,women's rights activist
http://www.wikidata.org/entity/Q55622481,Maude Edwards,suffragette
http://www.wikidata.org/entity/Q55622481,Maude Edwards,women's rights activist
http://www.wikidata.org/entity/Q61039320,Raymunda Torres y Quiroga,writer
http://www.wikidata.org/entity/Q61039320,Raymunda Torres y Quiroga,women's rights activist
http://www.wikidata.org/entity/Q56612706,Mary Atkinson,trade unionist
http://www.wikidata.org/entity/Q56612706,Mary Atkinson,suffragist
http://www.wikidata.org/entity/Q56612706,Mary Atkinson,women's rights activist
http://www.wikidata.org/entity/Q23005614,Pauline Chaponnière-Chaix,nurse
http://www.wikidata.org/entity/Q23005614,Pauline Chaponnière-Chaix,suffragist
http://www.wikidata.org/entity/Q23005614,Pauline Chaponnière-Chaix,women's rights activist
http://www.wikidata.org/entity/Q20017550,Geertruida Römelingh,women's rights activist
http://www.wikidata.org/entity/Q20031792,Lucretia Jacoba Baart,women's rights activist
http://www.wikidata.org/entity/Q1593368,Hedwig Kettler,editor
http://www.wikidata.org/entity/Q1593368,Hedwig Kettler,women's rights activist
http://www.wikidata.org/entity/Q2851175,Anne Levinck,writer
http://www.wikidata.org/entity/Q2851175,Anne Levinck,women's rights activist
http://www.wikidata.org/entity/Q2468997,Yelizaveta Kovalskaya,university teacher
http://www.wikidata.org/entity/Q2468997,Yelizaveta Kovalskaya,women's rights activist
http://www.wikidata.org/entity/Q28927558,Juana Roldán,activist
http://www.wikidata.org/entity/Q28927558,Juana Roldán,women's rights activist
http://www.wikidata.org/entity/Q2707971,Elisabeth Dmitrieff,communard
http://www.wikidata.org/entity/Q2707971,Elisabeth Dmitrieff,women's rights activist
http://www.wikidata.org/entity/Q2055947,Nellie van Kol,editor
http://www.wikidata.org/entity/Q2055947,Nellie van Kol,women's rights activist
http://www.wikidata.org/entity/Q4225202,Nataliya Kobrynska,writer
http://www.wikidata.org/entity/Q4225202,Nataliya Kobrynska,editor
http://www.wikidata.org/entity/Q4225202,Nataliya Kobrynska,women's rights activist
http://www.wikidata.org/entity/Q4225202,Nataliya Kobrynska,feminist
http://www.wikidata.org/entity/Q5297436,Dora Montefiore,suffragette
http://www.wikidata.org/entity/Q5297436,Dora Montefiore,journalist
http://www.wikidata.org/entity/Q5297436,Dora Montefiore,pamphleteer
http://www.wikidata.org/entity/Q5297436,Dora Montefiore,women's rights activist
http://www.wikidata.org/entity/Q4941831,Frigga Carlberg,translator
http://www.wikidata.org/entity/Q4941831,Frigga Carlberg,author
http://www.wikidata.org/entity/Q4941831,Frigga Carlberg,suffragist
http://www.wikidata.org/entity/Q4941831,Frigga Carlberg,women's rights activist
http://www.wikidata.org/entity/Q118287668,Carlotta Clerici,educator
http://www.wikidata.org/entity/Q118287668,Carlotta Clerici,primary school teacher
http://www.wikidata.org/entity/Q118287668,Carlotta Clerici,women's rights activist
http://www.wikidata.org/entity/Q7606373,Stefania Wolicka,writer
http://www.wikidata.org/entity/Q7606373,Stefania Wolicka,historian
http://www.wikidata.org/entity/Q7606373,Stefania Wolicka,translator
http://www.wikidata.org/entity/Q7606373,Stefania Wolicka,women's rights activist
http://www.wikidata.org/entity/Q102230752,Charlotte Frischauer,teacher
http://www.wikidata.org/entity/Q102230752,Charlotte Frischauer,women's rights activist
http://www.wikidata.org/entity/Q5703007,Helen Rabagliati,women's rights activist
http://www.wikidata.org/entity/Q16043644,Nellie Peters Black,community organizer
http://www.wikidata.org/entity/Q16043644,Nellie Peters Black,women's rights activist
http://www.wikidata.org/entity/Q46551315,Amélie Humbert-Droz,women's rights activist
http://www.wikidata.org/entity/Q20100595,Francesca Vidal i Tous,trade unionist
http://www.wikidata.org/entity/Q20100595,Francesca Vidal i Tous,women's rights activist
http://www.wikidata.org/entity/Q21517807,Emma Leclercq,naturalist
http://www.wikidata.org/entity/Q21517807,Emma Leclercq,physicist
http://www.wikidata.org/entity/Q21517807,Emma Leclercq,botanist
http://www.wikidata.org/entity/Q21517807,Emma Leclercq,women's rights activist
http://www.wikidata.org/entity/Q4980014,Astrid Stampe Feddersen,women's rights activist
http://www.wikidata.org/entity/Q4767613,Anna Whitlock,in-home tutor
http://www.wikidata.org/entity/Q4767613,Anna Whitlock,journalist
http://www.wikidata.org/entity/Q4767613,Anna Whitlock,suffragist
http://www.wikidata.org/entity/Q4767613,Anna Whitlock,women's rights activist
http://www.wikidata.org/entity/Q27189686,Caroline Dessaulles-Béique,activist
http://www.wikidata.org/entity/Q27189686,Caroline Dessaulles-Béique,autobiographer
http://www.wikidata.org/entity/Q27189686,Caroline Dessaulles-Béique,women's rights activist
http://www.wikidata.org/entity/Q4767613,Anna Whitlock,school director
http://www.wikidata.org/entity/Q11850973,Alli Trygg-Helenius,teacher
http://www.wikidata.org/entity/Q11850973,Alli Trygg-Helenius,editor
http://www.wikidata.org/entity/Q11850973,Alli Trygg-Helenius,women's rights activist
http://www.wikidata.org/entity/Q5363160,Elizabeth Maria Molteno,human rights activist
http://www.wikidata.org/entity/Q5363160,Elizabeth Maria Molteno,women's rights activist
http://www.wikidata.org/entity/Q104622903,Anna Steineger,writer
http://www.wikidata.org/entity/Q104622903,Anna Steineger,teacher
http://www.wikidata.org/entity/Q104622903,Anna Steineger,politician
http://www.wikidata.org/entity/Q104622903,Anna Steineger,women's rights activist
http://www.wikidata.org/entity/Q12866581,Mariam Jambakur-Orbeliani,pedagogue
http://www.wikidata.org/entity/Q12866581,Mariam Jambakur-Orbeliani,philanthropist
http://www.wikidata.org/entity/Q12866581,Mariam Jambakur-Orbeliani,women's rights activist
http://www.wikidata.org/entity/Q18093189,Geertruida Christine Jentink,editor
http://www.wikidata.org/entity/Q18093189,Geertruida Christine Jentink,socialist
http://www.wikidata.org/entity/Q18093189,Geertruida Christine Jentink,women's rights activist
http://www.wikidata.org/entity/Q60623908,Henriette Hontschik,teacher
http://www.wikidata.org/entity/Q60623908,Henriette Hontschik,women's rights activist
http://www.wikidata.org/entity/Q23059438,Klara Schleker,writer
http://www.wikidata.org/entity/Q23059438,Klara Schleker,women's rights activist
http://www.wikidata.org/entity/Q2817202,Marguerite de Witt-Schlumberger,suffragist
http://www.wikidata.org/entity/Q2817202,Marguerite de Witt-Schlumberger,women's rights activist
http://www.wikidata.org/entity/Q28946804,Henriette van Loenen-de Bordes,dentist
http://www.wikidata.org/entity/Q28946804,Henriette van Loenen-de Bordes,women's rights activist
http://www.wikidata.org/entity/Q3494893,Mary Steen,photographer
http://www.wikidata.org/entity/Q3494893,Mary Steen,women's rights activist
http://www.wikidata.org/entity/Q1823663,Sophia Perovskaya,revolutionary
http://www.wikidata.org/entity/Q1823663,Sophia Perovskaya,women's rights activist
http://www.wikidata.org/entity/Q1895714,Marie-Elisabeth Belpaire,writer
http://www.wikidata.org/entity/Q1895714,Marie-Elisabeth Belpaire,politician
http://www.wikidata.org/entity/Q1895714,Marie-Elisabeth Belpaire,editor
http://www.wikidata.org/entity/Q1895714,Marie-Elisabeth Belpaire,women's rights activist
http://www.wikidata.org/entity/Q3756761,Gabriella Rasponi Spalletti,salonnière
http://www.wikidata.org/entity/Q3756761,Gabriella Rasponi Spalletti,women's rights activist
http://www.wikidata.org/entity/Q4118159,Lucina Hagman,writer
http://www.wikidata.org/entity/Q4118159,Lucina Hagman,teacher
http://www.wikidata.org/entity/Q4118159,Lucina Hagman,politician
http://www.wikidata.org/entity/Q4118159,Lucina Hagman,women's rights activist
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,writer
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,economist
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,translator
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,editing staff
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,human rights activist
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,editor
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,journalist
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,sociologist
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,pacifist
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,traveler
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,women's rights activist
http://www.wikidata.org/entity/Q4933813,Gertrud Adelborg,teacher
http://www.wikidata.org/entity/Q4933813,Gertrud Adelborg,treasurer
http://www.wikidata.org/entity/Q4933813,Gertrud Adelborg,women's rights activist
http://www.wikidata.org/entity/Q123283152,Q123283152,women's rights activist
http://www.wikidata.org/entity/Q89010280,Elisabeth Wexelsen Jahn,writer
http://www.wikidata.org/entity/Q89010280,Elisabeth Wexelsen Jahn,editor
http://www.wikidata.org/entity/Q89010280,Elisabeth Wexelsen Jahn,women's rights activist
http://www.wikidata.org/entity/Q94732366,Emma Müller,women's rights activist
http://www.wikidata.org/entity/Q95680167,Thora Lund,writer
http://www.wikidata.org/entity/Q95680167,Thora Lund,teacher
http://www.wikidata.org/entity/Q95680167,Thora Lund,politician
http://www.wikidata.org/entity/Q95680167,Thora Lund,animal rights advocate
http://www.wikidata.org/entity/Q95680167,Thora Lund,women's rights activist
http://www.wikidata.org/entity/Q11382017,Toyoju Sasaki,women's rights activist
http://www.wikidata.org/entity/Q11382017,Toyoju Sasaki,temperance worker
http://www.wikidata.org/entity/Q11850990,Alma Hjelt,physical education teacher
http://www.wikidata.org/entity/Q11850990,Alma Hjelt,women's rights activist
http://www.wikidata.org/entity/Q54962034,Theodora van Campen-Doesburg,women's rights activist
http://www.wikidata.org/entity/Q60833464,Marie Parent,writer
http://www.wikidata.org/entity/Q60833464,Marie Parent,editor
http://www.wikidata.org/entity/Q60833464,Marie Parent,women's rights activist
http://www.wikidata.org/entity/Q62079563,Anne Bruun,teacher
http://www.wikidata.org/entity/Q62079563,Anne Bruun,editor
http://www.wikidata.org/entity/Q62079563,Anne Bruun,women's rights activist
http://www.wikidata.org/entity/Q463478,Aletta Jacobs,physician
http://www.wikidata.org/entity/Q463478,Aletta Jacobs,editor
http://www.wikidata.org/entity/Q463478,Aletta Jacobs,peace activist
http://www.wikidata.org/entity/Q463478,Aletta Jacobs,suffragist
http://www.wikidata.org/entity/Q463478,Aletta Jacobs,women's rights activist
http://www.wikidata.org/entity/Q120223,Emma Pieczynska-Reichenbach,suffragette
http://www.wikidata.org/entity/Q120223,Emma Pieczynska-Reichenbach,women's rights activist
http://www.wikidata.org/entity/Q190894,Henri La Fontaine,lawyer
http://www.wikidata.org/entity/Q190894,Henri La Fontaine,politician
http://www.wikidata.org/entity/Q190894,Henri La Fontaine,jurist
http://www.wikidata.org/entity/Q190894,Henri La Fontaine,bibliographer
http://www.wikidata.org/entity/Q190894,Henri La Fontaine,pacifist
http://www.wikidata.org/entity/Q190894,Henri La Fontaine,women's rights activist
http://www.wikidata.org/entity/Q28176342,Marie Béquet de Vienne,women's rights activist
http://www.wikidata.org/entity/Q63996649,Camille Vidart,teacher
http://www.wikidata.org/entity/Q63996649,Camille Vidart,translator
http://www.wikidata.org/entity/Q63996649,Camille Vidart,pacifist
http://www.wikidata.org/entity/Q63996649,Camille Vidart,women's rights activist
http://www.wikidata.org/entity/Q64033373,Diderica Cornelia de Groot,businessperson
http://www.wikidata.org/entity/Q64033373,Diderica Cornelia de Groot,women's rights activist
http://www.wikidata.org/entity/Q3915086,Frederike van Uildriks,teacher
http://www.wikidata.org/entity/Q3915086,Frederike van Uildriks,historian
http://www.wikidata.org/entity/Q3915086,Frederike van Uildriks,editor
http://www.wikidata.org/entity/Q3915086,Frederike van Uildriks,women's rights activist
http://www.wikidata.org/entity/Q4970707,Louise Nørlund,teacher
http://www.wikidata.org/entity/Q4970707,Louise Nørlund,politician
http://www.wikidata.org/entity/Q4970707,Louise Nørlund,women's rights activist
http://www.wikidata.org/entity/Q1331694,Ella Hruschka,writer
http://www.wikidata.org/entity/Q1331694,Ella Hruschka,teacher
http://www.wikidata.org/entity/Q1331694,Ella Hruschka,poet
http://www.wikidata.org/entity/Q1331694,Ella Hruschka,pedagogue
http://www.wikidata.org/entity/Q1331694,Ella Hruschka,journalist
http://www.wikidata.org/entity/Q1331694,Ella Hruschka,opinion journalist
http://www.wikidata.org/entity/Q1331694,Ella Hruschka,women's rights activist
http://www.wikidata.org/entity/Q86999437,Anna Lampérière,writer
http://www.wikidata.org/entity/Q86999437,Anna Lampérière,pedagogue
http://www.wikidata.org/entity/Q86999437,Anna Lampérière,women's rights activist
http://www.wikidata.org/entity/Q17522,Hertha Ayrton,writer
http://www.wikidata.org/entity/Q17522,Hertha Ayrton,physicist
http://www.wikidata.org/entity/Q17522,Hertha Ayrton,mathematician
http://www.wikidata.org/entity/Q17522,Hertha Ayrton,inventor
http://www.wikidata.org/entity/Q17522,Hertha Ayrton,suffragette
http://www.wikidata.org/entity/Q17522,Hertha Ayrton,electrical engineer
http://www.wikidata.org/entity/Q17522,Hertha Ayrton,suffragist
http://www.wikidata.org/entity/Q17522,Hertha Ayrton,women's rights activist
http://www.wikidata.org/entity/Q5086196,Charlotte Wilson,editor
http://www.wikidata.org/entity/Q5086196,Charlotte Wilson,journalist
http://www.wikidata.org/entity/Q5086196,Charlotte Wilson,women's rights activist
http://www.wikidata.org/entity/Q5086196,Charlotte Wilson,civil libertarian
http://www.wikidata.org/entity/Q5217915,Jeanne Lapauze,writer
http://www.wikidata.org/entity/Q5217915,Jeanne Lapauze,poet
http://www.wikidata.org/entity/Q5217915,Jeanne Lapauze,translator
http://www.wikidata.org/entity/Q5217915,Jeanne Lapauze,journalist
http://www.wikidata.org/entity/Q5217915,Jeanne Lapauze,women's rights activist
http://www.wikidata.org/entity/Q7809987,Titia van der Tuuk,writer
http://www.wikidata.org/entity/Q7809987,Titia van der Tuuk,translator
http://www.wikidata.org/entity/Q7809987,Titia van der Tuuk,editor
http://www.wikidata.org/entity/Q7809987,Titia van der Tuuk,women's rights activist
http://www.wikidata.org/entity/Q94771602,Anna Niedermüller,women's rights activist
http://www.wikidata.org/entity/Q7902558,Shimoda Utako,poet
http://www.wikidata.org/entity/Q7902558,Shimoda Utako,educator
http://www.wikidata.org/entity/Q7902558,Shimoda Utako,women's rights activist
http://www.wikidata.org/entity/Q4950721,Sarah Grand,writer
http://www.wikidata.org/entity/Q4950721,Sarah Grand,novelist
http://www.wikidata.org/entity/Q4950721,Sarah Grand,women's rights activist
http://www.wikidata.org/entity/Q4950721,Sarah Grand,feminist
http://www.wikidata.org/entity/Q98382122,Friederike Hertzka,writer
http://www.wikidata.org/entity/Q98382122,Friederike Hertzka,women's rights activist
http://www.wikidata.org/entity/Q102244650,Marie Rosenthal,women's rights activist
http://www.wikidata.org/entity/Q6897658,Mona Caird,writer
http://www.wikidata.org/entity/Q6897658,Mona Caird,suffragette
http://www.wikidata.org/entity/Q6897658,Mona Caird,novelist
http://www.wikidata.org/entity/Q6897658,Mona Caird,women's rights activist
http://www.wikidata.org/entity/Q15991822,Elize Baart,actor
http://www.wikidata.org/entity/Q15991822,Elize Baart,writer
http://www.wikidata.org/entity/Q15991822,Elize Baart,women's rights activist
http://www.wikidata.org/entity/Q20031813,Maria Anna Catharina Mensing,editor
http://www.wikidata.org/entity/Q20031813,Maria Anna Catharina Mensing,socialist
http://www.wikidata.org/entity/Q20031813,Maria Anna Catharina Mensing,women's rights activist
http://www.wikidata.org/entity/Q21538738,Harriet Christina Newcomb,women's rights activist
http://www.wikidata.org/entity/Q22443067,Dientje Dull,women's rights activist
http://www.wikidata.org/entity/Q22695439,Catharina Agatha Worp-Roland Holst,women's rights activist
http://www.wikidata.org/entity/Q529148,Florence Dixie,writer
http://www.wikidata.org/entity/Q529148,Florence Dixie,journalist
http://www.wikidata.org/entity/Q529148,Florence Dixie,travel writer
http://www.wikidata.org/entity/Q529148,Florence Dixie,novelist
http://www.wikidata.org/entity/Q529148,Florence Dixie,science fiction writer
http://www.wikidata.org/entity/Q529148,Florence Dixie,women's rights activist
http://www.wikidata.org/entity/Q539280,Louisine Havemeyer,art collector
http://www.wikidata.org/entity/Q539280,Louisine Havemeyer,suffragist
http://www.wikidata.org/entity/Q539280,Louisine Havemeyer,women's rights activist
http://www.wikidata.org/entity/Q453679,Séverine,writer
http://www.wikidata.org/entity/Q453679,Séverine,media proprietor
http://www.wikidata.org/entity/Q453679,Séverine,editor
http://www.wikidata.org/entity/Q453679,Séverine,journalist
http://www.wikidata.org/entity/Q453679,Séverine,activist
http://www.wikidata.org/entity/Q453679,Séverine,women's rights activist
http://www.wikidata.org/entity/Q28867759,Susan Reynolds Crease,women's rights activist
http://www.wikidata.org/entity/Q2689759,Emilie Claeys,editor
http://www.wikidata.org/entity/Q2689759,Emilie Claeys,women's rights activist
http://www.wikidata.org/entity/Q213855,Theodor Reuss,actor
http://www.wikidata.org/entity/Q213855,Theodor Reuss,singer
http://www.wikidata.org/entity/Q213855,Theodor Reuss,journalist
http://www.wikidata.org/entity/Q213855,Theodor Reuss,opera singer
http://www.wikidata.org/entity/Q213855,Theodor Reuss,women's rights activist
http://www.wikidata.org/entity/Q104883944,Anna Podlipná,suffragette
http://www.wikidata.org/entity/Q104883944,Anna Podlipná,women's rights activist
http://www.wikidata.org/entity/Q12765281,Elena Maróthy-Šoltésová,writer
http://www.wikidata.org/entity/Q12765281,Elena Maróthy-Šoltésová,editor
http://www.wikidata.org/entity/Q12765281,Elena Maróthy-Šoltésová,journalist
http://www.wikidata.org/entity/Q12765281,Elena Maróthy-Šoltésová,opinion journalist
http://www.wikidata.org/entity/Q12765281,Elena Maróthy-Šoltésová,women's rights activist
http://www.wikidata.org/entity/Q15969945,Adrienne Avril de Sainte-Croix,editor
http://www.wikidata.org/entity/Q15969945,Adrienne Avril de Sainte-Croix,journalist
http://www.wikidata.org/entity/Q15969945,Adrienne Avril de Sainte-Croix,essayist
http://www.wikidata.org/entity/Q15969945,Adrienne Avril de Sainte-Croix,women's rights activist
http://www.wikidata.org/entity/Q17381139,Alma Jalava,teacher
http://www.wikidata.org/entity/Q17381139,Alma Jalava,philanthropist
http://www.wikidata.org/entity/Q17381139,Alma Jalava,women's rights activist
http://www.wikidata.org/entity/Q12012518,Amélia Cardia dos Santos Costa,writer
http://www.wikidata.org/entity/Q12012518,Amélia Cardia dos Santos Costa,physician
http://www.wikidata.org/entity/Q12012518,Amélia Cardia dos Santos Costa,spiritual medium
http://www.wikidata.org/entity/Q12012518,Amélia Cardia dos Santos Costa,women's rights activist
http://www.wikidata.org/entity/Q26791455,Charlotte Norrie,nurse
http://www.wikidata.org/entity/Q26791455,Charlotte Norrie,women's rights activist
http://www.wikidata.org/entity/Q61776694,Linda Malnati,writer
http://www.wikidata.org/entity/Q61776694,Linda Malnati,editor
http://www.wikidata.org/entity/Q61776694,Linda Malnati,trade unionist
http://www.wikidata.org/entity/Q61776694,Linda Malnati,pacifist
http://www.wikidata.org/entity/Q61776694,Linda Malnati,suffragist
http://www.wikidata.org/entity/Q61776694,Linda Malnati,women's rights activist
http://www.wikidata.org/entity/Q106355054,Louise Mayart,politician
http://www.wikidata.org/entity/Q106355054,Louise Mayart,women's rights activist
http://www.wikidata.org/entity/Q22774979,Gertrude Muysken,pedagogue
http://www.wikidata.org/entity/Q22774979,Gertrude Muysken,women's rights activist
http://www.wikidata.org/entity/Q29575936,Gabrielle Alphen-Salvador,philanthropist
http://www.wikidata.org/entity/Q29575936,Gabrielle Alphen-Salvador,women's rights activist
http://www.wikidata.org/entity/Q29576175,Jeanne Oddo-Deflou,suffragette
http://www.wikidata.org/entity/Q29576175,Jeanne Oddo-Deflou,translator
http://www.wikidata.org/entity/Q29576175,Jeanne Oddo-Deflou,editor
http://www.wikidata.org/entity/Q29576175,Jeanne Oddo-Deflou,school teacher
http://www.wikidata.org/entity/Q29576175,Jeanne Oddo-Deflou,women's rights activist
http://www.wikidata.org/entity/Q2161671,Margaretha Meijboom,writer
http://www.wikidata.org/entity/Q2161671,Margaretha Meijboom,translator
http://www.wikidata.org/entity/Q2161671,Margaretha Meijboom,editor
http://www.wikidata.org/entity/Q2161671,Margaretha Meijboom,journalist
http://www.wikidata.org/entity/Q2161671,Margaretha Meijboom,women's rights activist
http://www.wikidata.org/entity/Q4984175,Hector Treub,physician
http://www.wikidata.org/entity/Q4984175,Hector Treub,university teacher
http://www.wikidata.org/entity/Q4984175,Hector Treub,gynaecologist
http://www.wikidata.org/entity/Q4984175,Hector Treub,women's rights activist
http://www.wikidata.org/entity/Q4767510,Anna Sterky,politician
http://www.wikidata.org/entity/Q4767510,Anna Sterky,tailor
http://www.wikidata.org/entity/Q4767510,Anna Sterky,editor
http://www.wikidata.org/entity/Q4767510,Anna Sterky,trade unionist
http://www.wikidata.org/entity/Q4767510,Anna Sterky,newspaper editor
http://www.wikidata.org/entity/Q4767510,Anna Sterky,women's rights activist
http://www.wikidata.org/entity/Q4942412,Maria Cederschiöld,translator
http://www.wikidata.org/entity/Q4942412,Maria Cederschiöld,journalist
http://www.wikidata.org/entity/Q4942412,Maria Cederschiöld,suffragist
http://www.wikidata.org/entity/Q4942412,Maria Cederschiöld,women's rights activist
http://www.wikidata.org/entity/Q90872158,Anna Mossevig,businessperson
http://www.wikidata.org/entity/Q90872158,Anna Mossevig,women's rights activist
http://www.wikidata.org/entity/Q81982531,Magdalene Vedeler,teacher
http://www.wikidata.org/entity/Q81982531,Magdalene Vedeler,politician
http://www.wikidata.org/entity/Q81982531,Magdalene Vedeler,women's rights activist
http://www.wikidata.org/entity/Q4951076,Elisabeth Grundtvig,writer
http://www.wikidata.org/entity/Q4951076,Elisabeth Grundtvig,editor
http://www.wikidata.org/entity/Q4951076,Elisabeth Grundtvig,women's rights activist
http://www.wikidata.org/entity/Q97665450,Elisabeth Ganslandt,social worker
http://www.wikidata.org/entity/Q97665450,Elisabeth Ganslandt,local politician
http://www.wikidata.org/entity/Q97665450,Elisabeth Ganslandt,women's rights activist
http://www.wikidata.org/entity/Q98334573,Wenche Sivle,writer
http://www.wikidata.org/entity/Q98334573,Wenche Sivle,teacher
http://www.wikidata.org/entity/Q98334573,Wenche Sivle,politician
http://www.wikidata.org/entity/Q98334573,Wenche Sivle,translator
http://www.wikidata.org/entity/Q98334573,Wenche Sivle,women's rights activist
http://www.wikidata.org/entity/Q17995791,María Stagnero,head teacher
http://www.wikidata.org/entity/Q17995791,María Stagnero,pedagogue
http://www.wikidata.org/entity/Q17995791,María Stagnero,women's rights activist
http://www.wikidata.org/entity/Q18671171,Florence Balgarnie,women's rights activist
http://www.wikidata.org/entity/Q18746670,Hildur Schirmer,singer
http://www.wikidata.org/entity/Q18746670,Hildur Schirmer,musicologist
