item,itemLabel,occupationLabel
http://www.wikidata.org/entity/Q6551537,Linda Eenpalu,teacher
http://www.wikidata.org/entity/Q6551537,Linda Eenpalu,politician
http://www.wikidata.org/entity/Q6551537,Linda Eenpalu,women's rights activist
http://www.wikidata.org/entity/Q55188180,María Angélica Idrobon,writer
http://www.wikidata.org/entity/Q55188180,María Angélica Idrobon,teacher
http://www.wikidata.org/entity/Q55188180,María Angélica Idrobon,activist
http://www.wikidata.org/entity/Q55188180,María Angélica Idrobon,women's rights activist
http://www.wikidata.org/entity/Q34184371,Alma Lutz,writer
http://www.wikidata.org/entity/Q34184371,Alma Lutz,suffragette
http://www.wikidata.org/entity/Q34184371,Alma Lutz,activist
http://www.wikidata.org/entity/Q34184371,Alma Lutz,women's rights activist
http://www.wikidata.org/entity/Q47144756,Frieda S. Miller,teacher
http://www.wikidata.org/entity/Q47144756,Frieda S. Miller,trade unionist
http://www.wikidata.org/entity/Q47144756,Frieda S. Miller,labor economist
http://www.wikidata.org/entity/Q47144756,Frieda S. Miller,women's rights activist
http://www.wikidata.org/entity/Q51954657,Josephine Jaans,resistance fighter
http://www.wikidata.org/entity/Q51954657,Josephine Jaans,high school teacher
http://www.wikidata.org/entity/Q51954657,Josephine Jaans,women's rights activist
http://www.wikidata.org/entity/Q106642198,Dora Edinger,women's rights activist
http://www.wikidata.org/entity/Q107316532,Rose Shahfa,lecturer
http://www.wikidata.org/entity/Q107316532,Rose Shahfa,essayist
http://www.wikidata.org/entity/Q107316532,Rose Shahfa,orator
http://www.wikidata.org/entity/Q107316532,Rose Shahfa,women's rights activist
http://www.wikidata.org/entity/Q106642198,Dora Edinger,historian
http://www.wikidata.org/entity/Q106642198,Dora Edinger,author
http://www.wikidata.org/entity/Q106642198,Dora Edinger,biographer
http://www.wikidata.org/entity/Q25551039,S. Dharmambal,social activist
http://www.wikidata.org/entity/Q25551039,S. Dharmambal,women's rights activist
http://www.wikidata.org/entity/Q517947,Hanna Rydh,archaeologist
http://www.wikidata.org/entity/Q517947,Hanna Rydh,prehistorian
http://www.wikidata.org/entity/Q517947,Hanna Rydh,women's rights activist
http://www.wikidata.org/entity/Q1243468,Marie Delcourt,teacher
http://www.wikidata.org/entity/Q1243468,Marie Delcourt,translator
http://www.wikidata.org/entity/Q1243468,Marie Delcourt,university teacher
http://www.wikidata.org/entity/Q1243468,Marie Delcourt,publisher
http://www.wikidata.org/entity/Q1243468,Marie Delcourt,classical philologist
http://www.wikidata.org/entity/Q1243468,Marie Delcourt,historian of religion
http://www.wikidata.org/entity/Q28064013,Trien de Haan-Zwagerman,politician
http://www.wikidata.org/entity/Q28064013,Trien de Haan-Zwagerman,activist
http://www.wikidata.org/entity/Q28064013,Trien de Haan-Zwagerman,women's rights activist
http://www.wikidata.org/entity/Q29916916,Gladys Avery Tillett,women's rights activist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,writer
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,politician
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,professor
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,jurist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,economist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,historian
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,barrister
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,civil rights advocate
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,painter
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,pedagogue
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,theologian
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,political scientist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,human rights activist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,journalist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,scholar
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,sociologist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,revolutionary
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,anthropologist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,philosopher
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,bibliographer
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,essayist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,orator
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,political writer
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,peace activist
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,social reformer
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,newspaper editor
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,autobiographer
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,humanitarian
