item,itemLabel,year
http://www.wikidata.org/entity/Q62079809,Dagmar Hjort,1860
http://www.wikidata.org/entity/Q12279579,Ekaterina Karavelova,1860
http://www.wikidata.org/entity/Q15829901,Anna Pammrová,1860
http://www.wikidata.org/entity/Q15970849,Eugénie Weill,1860
http://www.wikidata.org/entity/Q16497919,Maria Baiulescu,1860
http://www.wikidata.org/entity/Q18221958,Gabrielle Petit,1860
http://www.wikidata.org/entity/Q97372201,Anna Staniszewska,1860
http://www.wikidata.org/entity/Q98478587,Anna Steinhamar,1860
http://www.wikidata.org/entity/Q827721,Bertha Kipfmüller,1861
http://www.wikidata.org/entity/Q1095223,Clara Müller-Jahnke,1861
http://www.wikidata.org/entity/Q354766,Adelheid von Bennigsen,1861
http://www.wikidata.org/entity/Q2515240,Verena Conzett,1861
http://www.wikidata.org/entity/Q2768981,Bhikaiji Cama,1861
http://www.wikidata.org/entity/Q28064124,Frederike Klaar,1861
http://www.wikidata.org/entity/Q73037569,Marie Holst,1861
http://www.wikidata.org/entity/Q42340894,Henriëtte Heineken-Daum,1861
http://www.wikidata.org/entity/Q5338537,Edith Ellis,1861
http://www.wikidata.org/entity/Q88758931,Hanna Isaachsen,1861
http://www.wikidata.org/entity/Q92916021,Hanna Palme,1861
http://www.wikidata.org/entity/Q50313988,Helenefriederike Stelzner,1861
http://www.wikidata.org/entity/Q6498719,Laura Borden,1861
http://www.wikidata.org/entity/Q6524105,Augusta Abrahamsen,1861
http://www.wikidata.org/entity/Q6698417,Lucy Lovell-Smith,1861
http://www.wikidata.org/entity/Q55395932,Elin Holmberg,1861
http://www.wikidata.org/entity/Q60575788,Louise Wright,1861
http://www.wikidata.org/entity/Q61727818,Birgitte Berg Nielsen,1861
http://www.wikidata.org/entity/Q61808977,Vibeke Salicath,1861
http://www.wikidata.org/entity/Q62081498,Thora Knudsen,1861
http://www.wikidata.org/entity/Q62654542,Anna Carnaud,1861
http://www.wikidata.org/entity/Q111914746,Fanny Schmid,1861
http://www.wikidata.org/entity/Q18093252,Ietje Kooistra,1861
http://www.wikidata.org/entity/Q24951567,Rosalie La Flesche Farley,1861
http://www.wikidata.org/entity/Q106223,Henriette May,1862
http://www.wikidata.org/entity/Q2149947,Mathilde Berdenis van Berlekom,1862
http://www.wikidata.org/entity/Q39278459,Dolce Ann Cabot,1862
http://www.wikidata.org/entity/Q41783094,Phil van Heerdt tot Eversberg-Quarles van Ufford,1862
http://www.wikidata.org/entity/Q4140958,Wil van Gogh,1862
http://www.wikidata.org/entity/Q4943704,Louise Cruppi,1862
http://www.wikidata.org/entity/Q4954291,Alvilda Harbou Hoff,1862
http://www.wikidata.org/entity/Q4974163,Emilie Rathou,1862
http://www.wikidata.org/entity/Q4979129,Alexandra Skoglund,1862
http://www.wikidata.org/entity/Q56275903,Mary Anderson Snodgrass,1862
http://www.wikidata.org/entity/Q60005535,Grietje Cohen,1862
http://www.wikidata.org/entity/Q12315991,Helen Clay Pedersen,1862
http://www.wikidata.org/entity/Q62081294,Nelly Hansen,1862
http://www.wikidata.org/entity/Q117466066,Q117466066,1862
http://www.wikidata.org/entity/Q18528534,Leonora Philipps,1862
http://www.wikidata.org/entity/Q20089059,Johanne Kirstine Andersen,1862
http://www.wikidata.org/entity/Q20739703,Elena Pop-Hossu-Longin,1862
http://www.wikidata.org/entity/Q24024042,Anna Bentzen,1862
http://www.wikidata.org/entity/Q98286787,Hertha Sprung,1862
http://www.wikidata.org/entity/Q740282,Qasim Amin,1863
http://www.wikidata.org/entity/Q267137,Olha Kobylianska,1863
http://www.wikidata.org/entity/Q3296160,Mary Church Terrell,1863
http://www.wikidata.org/entity/Q4948462,Henni Forchhammer,1863
http://www.wikidata.org/entity/Q87429395,Elise Henschien,1863
http://www.wikidata.org/entity/Q55908308,Selma von Lengefeld,1863
http://www.wikidata.org/entity/Q7422669,Sarah Page,1863
http://www.wikidata.org/entity/Q12352370,Martina Kramers,1863
http://www.wikidata.org/entity/Q14749692,Suze Groshans,1863
http://www.wikidata.org/entity/Q15462975,Helen Dortch Longstreet,1863
http://www.wikidata.org/entity/Q20101188,Micaela Chalmeta,1863
http://www.wikidata.org/entity/Q23021054,Augusta Moll-Weiss,1863
http://www.wikidata.org/entity/Q98822337,Maria Strzelecka,1863
http://www.wikidata.org/entity/Q98825302,Eva Ingersoll Brown,1863
http://www.wikidata.org/entity/Q514524,Tsuda Umeko,1864
http://www.wikidata.org/entity/Q521066,Toshiko Kishida,1864
http://www.wikidata.org/entity/Q291239,Marguerite Durand,1864
http://www.wikidata.org/entity/Q66699619,Maud Ingersoll Probasco,1864
http://www.wikidata.org/entity/Q84346777,Ottilie Bie,1864
http://www.wikidata.org/entity/Q105030915,Frida Wilhelmina Amsler-Rauschenbach,1864
http://www.wikidata.org/entity/Q29207618,Hannah van Biema-Hijmans,1864
http://www.wikidata.org/entity/Q30611296,Albertina Paraíso,1864
http://www.wikidata.org/entity/Q4877157,Beatrice Harraden,1864
http://www.wikidata.org/entity/Q5372308,Emily Patricia Gibson,1864
http://www.wikidata.org/entity/Q42844775,Mathilde Cohen Tervaert-Israëls,1864
http://www.wikidata.org/entity/Q43049724,Rebecca Cohen Henriquez,1864
http://www.wikidata.org/entity/Q43120265,Louis Frank,1864
http://www.wikidata.org/entity/Q110270757,Anna Frances Nováková,1864
http://www.wikidata.org/entity/Q8343361,Celinda Arregui,1864
http://www.wikidata.org/entity/Q60421580,Clara Tybjerg,1864
http://www.wikidata.org/entity/Q13815388,Marie Jungius,1864
http://www.wikidata.org/entity/Q124747675,Helene Hamar Von Nemespann,1864
http://www.wikidata.org/entity/Q2383589,Jacob Cornelis Overvoorde,1865
http://www.wikidata.org/entity/Q1651018,Käthe Schirmacher,1865
http://www.wikidata.org/entity/Q2066757,Louise Went,1865
http://www.wikidata.org/entity/Q3296259,Mary White Ovington,1865
http://www.wikidata.org/entity/Q3410399,Puah Rakovsky,1865
http://www.wikidata.org/entity/Q72917737,Jeanne Carolina van Lanschot Hubrecht,1865
http://www.wikidata.org/entity/Q78320182,Lilly-Élisabeth Carter,1865
http://www.wikidata.org/entity/Q29050433,Clara Mulder van de Graaf-de Bruyn,1865
http://www.wikidata.org/entity/Q4962635,Gurli Linder,1865
http://www.wikidata.org/entity/Q4973960,Johanne Rambusch,1865
http://www.wikidata.org/entity/Q4980157,Frida Stéenhoff,1865
http://www.wikidata.org/entity/Q52216210,Sophie Wichers,1865
http://www.wikidata.org/entity/Q6153314,Janet E. Courtney,1865
http://www.wikidata.org/entity/Q6729935,Magdalene Stuart Reeves,1865
http://www.wikidata.org/entity/Q60499601,Benny Cederfeld de Simonsen,1865
http://www.wikidata.org/entity/Q61723497,Meta Hansen,1865
http://www.wikidata.org/entity/Q62081120,Marie Egeberg,1865
http://www.wikidata.org/entity/Q62081506,Thyra Jensen,1865
http://www.wikidata.org/entity/Q117344845,Anita Dobelli Zampetti,1865
http://www.wikidata.org/entity/Q19893459,Jane Misme,1865
http://www.wikidata.org/entity/Q24845230,Fredrikke Waaler,1865
http://www.wikidata.org/entity/Q12135505,Sofia Okunevska,1865
http://www.wikidata.org/entity/Q235361,Voltairine de Cleyre,1866
http://www.wikidata.org/entity/Q2490319,Cécile de Jong van Beek en Donk,1866
http://www.wikidata.org/entity/Q106170361,Louise Gram Qvam,1866
http://www.wikidata.org/entity/Q38294145,Mariia Argamakova,1866
http://www.wikidata.org/entity/Q4152306,Liubov Gurevich,1866
http://www.wikidata.org/entity/Q5372483,Emine Semiye Önasya,1866
http://www.wikidata.org/entity/Q5936605,Josefa Toledo de Aguerri,1866
http://www.wikidata.org/entity/Q6172218,Jeanne Young,1866
http://www.wikidata.org/entity/Q6760031,Margaret Windeyer,1866
http://www.wikidata.org/entity/Q11855128,Cely Mechelin,1866
http://www.wikidata.org/entity/Q62079541,Anna Lohse,1866
http://www.wikidata.org/entity/Q62079803,Clinny Dreyer,1866
http://www.wikidata.org/entity/Q113501225,Antoinetta Rutters,1866
http://www.wikidata.org/entity/Q21537592,Robina Fordyce Cowper,1866
http://www.wikidata.org/entity/Q25986489,Catalina Salmerón,1866
http://www.wikidata.org/entity/Q766653,Auguste Kirchhoff,1867
http://www.wikidata.org/entity/Q2570151,Johanna ter Meulen,1867
http://www.wikidata.org/entity/Q1601998,Helene Migerka,1867
http://www.wikidata.org/entity/Q3292632,Marie Lacoste Gérin-Lajoie,1867
http://www.wikidata.org/entity/Q104669703,Eva Blytt,1867
http://www.wikidata.org/entity/Q4959075,Ellen Kleman,1867
http://www.wikidata.org/entity/Q4972683,Gulli Petrini,1867
http://www.wikidata.org/entity/Q5373431,Emmeline Pethick-Lawrence,1867
http://www.wikidata.org/entity/Q96746081,Dorothea Reinhardt,1867
http://www.wikidata.org/entity/Q50676513,Bessie Hatton,1867
http://www.wikidata.org/entity/Q5752699,Carmen de Burgo,1867
http://www.wikidata.org/entity/Q109479124,Johanna Petronella Odijk-Wouters,1867
http://www.wikidata.org/entity/Q111034888,Adrien Ranvier,1867
http://www.wikidata.org/entity/Q56461703,Flora MacDonald Denison,1867
http://www.wikidata.org/entity/Q11729689,Justyna Budzińska-Tylicka,1867
http://www.wikidata.org/entity/Q11737628,Kazimiera Bujwidowa,1867
http://www.wikidata.org/entity/Q62080334,Ingeborg Møller,1867
http://www.wikidata.org/entity/Q62080617,Johanne Blauenfeldt,1867
http://www.wikidata.org/entity/Q15407112,Marguerite Coppin,1867
http://www.wikidata.org/entity/Q62081494,Thora Ingemann Drøhse,1867
http://www.wikidata.org/entity/Q522292,Katti Anker Møller,1868
http://www.wikidata.org/entity/Q129294,Meri Mangakāhia,1868
http://www.wikidata.org/entity/Q230456,Alexandra David-Néel,1868
http://www.wikidata.org/entity/Q394562,Agnes Karll,1868
http://www.wikidata.org/entity/Q439355,Emily Murphy,1868
http://www.wikidata.org/entity/Q2374194,Sylvia Głowacki,1868
http://www.wikidata.org/entity/Q105599954,Hedwig Schulhof,1868
http://www.wikidata.org/entity/Q41350537,Kee Groot,1868
http://www.wikidata.org/entity/Q42110535,Josephine Baerveldt-Haver,1868
http://www.wikidata.org/entity/Q4681689,Adelaide Casely-Hayford,1868
http://www.wikidata.org/entity/Q4953603,Agnes Henningsen,1868
http://www.wikidata.org/entity/Q43263734,Elsa Diepenbrock,1868
http://www.wikidata.org/entity/Q107331875,Sylvie Thompson Thygeson,1868
http://www.wikidata.org/entity/Q62081131,Marie Illum,1868
http://www.wikidata.org/entity/Q63485328,Orie Latham Hatcher,1868
http://www.wikidata.org/entity/Q16890241,Elise Dosenheimer,1868
http://www.wikidata.org/entity/Q18169504,Neeltje Lokerse,1868
http://www.wikidata.org/entity/Q19665185,Elizabeth Thacher Kent,1868
http://www.wikidata.org/entity/Q19786807,Andrea Brochmann,1868
http://www.wikidata.org/entity/Q19904645,Georgina Sime,1868
http://www.wikidata.org/entity/Q97582563,Louisa Bouknight Poppenheim,1868
http://www.wikidata.org/entity/Q34391,Adelheid Popp,1869
http://www.wikidata.org/entity/Q79969,Emma Goldman,1869
http://www.wikidata.org/entity/Q3263716,Louise Compain,1869
http://www.wikidata.org/entity/Q4938592,Signe Bergman,1869
http://www.wikidata.org/entity/Q4971803,Ellen Palmstierna,1869
http://www.wikidata.org/entity/Q4990100,Lydia Wahlström,1869
http://www.wikidata.org/entity/Q88469577,Maria Clara Correia Alves,1869
http://www.wikidata.org/entity/Q7927635,Vida Goldstein,1869
http://www.wikidata.org/entity/Q8861885,Ludwika Jahołkowska-Koszutska,1869
http://www.wikidata.org/entity/Q61197821,Rosina Kaplan,1869
http://www.wikidata.org/entity/Q61198388,Katharina Schlinger,1869
http://www.wikidata.org/entity/Q62079808,Dagmar Emilie Sophie Nielsen,1869
http://www.wikidata.org/entity/Q62080171,Helene Berg,1869
http://www.wikidata.org/entity/Q63088140,Florentia Fountoukli,1869
http://www.wikidata.org/entity/Q116726218,Virginia Tango Piatti,1869
http://www.wikidata.org/entity/Q20017555,Heleen Ankersmit,1869
http://www.wikidata.org/entity/Q20732235,Ellice Pilkington,1869
http://www.wikidata.org/entity/Q21535608,Angela Elizabeth Josephine Booth,1869
http://www.wikidata.org/entity/Q24250687,Isabel Margaret Fidler,1869
http://www.wikidata.org/entity/Q7490,Clara Immerwahr,1870
http://www.wikidata.org/entity/Q293284,Anna Lindhagen,1870
http://www.wikidata.org/entity/Q2092733,Marie Elise Loke,1870
http://www.wikidata.org/entity/Q2171210,Henriëtte Kuyper,1870
http://www.wikidata.org/entity/Q2230964,Jane Brigode,1870
http://www.wikidata.org/entity/Q3059930,Eugène Humbert,1870
http://www.wikidata.org/entity/Q29020974,Maria Boissevain-Pijnappel,1870
http://www.wikidata.org/entity/Q64686000,Gerda Hellberg,1870
http://www.wikidata.org/entity/Q106169717,Marie Kjølseth,1870
http://www.wikidata.org/entity/Q4960107,Thyra Kullgren,1870
http://www.wikidata.org/entity/Q5415056,Eva Gore-Booth,1870
http://www.wikidata.org/entity/Q96052486,Agnes Metcalfe,1870
http://www.wikidata.org/entity/Q6121746,Sara Justo,1870
http://www.wikidata.org/entity/Q6765125,Marion Coates Hansen,1870
http://www.wikidata.org/entity/Q60568721,Eva Haljecka Petković,1870
http://www.wikidata.org/entity/Q61197777,Käthe Horzeyschy,1870
http://www.wikidata.org/entity/Q62079625,Astrid Hostrup,1870
http://www.wikidata.org/entity/Q15879386,Wilhelmina van Embden,1870
http://www.wikidata.org/entity/Q18822134,Minna Bachem-Sieger,1870
http://www.wikidata.org/entity/Q19587786,Lulli Lous,1870
http://www.wikidata.org/entity/Q19892363,Gabrielle Duchêne,1870
http://www.wikidata.org/entity/Q19956541,Marguerite Gobat,1870
http://www.wikidata.org/entity/Q25889390,Frida Perlen,1870
http://www.wikidata.org/entity/Q106962391,Q106962391,1870
http://www.wikidata.org/entity/Q98100319,Gina Schou Borchgrevink,1870
http://www.wikidata.org/entity/Q98387045,Therese Schmiedl,1870
http://www.wikidata.org/entity/Q124667028,Maria Feio,1870
http://www.wikidata.org/entity/Q2752959,Frederike Meyboom,1871
http://www.wikidata.org/entity/Q2850642,Anna Åbergsson,1871
http://www.wikidata.org/entity/Q1798329,Elna Munch,1871
http://www.wikidata.org/entity/Q76499700,Lillian Metge,1871
http://www.wikidata.org/entity/Q106621036,Vivi Ottilia Charlotta Lindberg,1871
http://www.wikidata.org/entity/Q38228192,Cornelia Ramondt-Hirschmann,1871
http://www.wikidata.org/entity/Q41883303,Albertine Steenhoff-Smulders,1871
http://www.wikidata.org/entity/Q4588795,Karen Grude Koht,1871
http://www.wikidata.org/entity/Q4949121,Eva Fröberg,1871
http://www.wikidata.org/entity/Q89091937,Gisela Urban,1871
http://www.wikidata.org/entity/Q107533126,Elvira López,1871
http://www.wikidata.org/entity/Q107664655,Anna Steinerová,1871
http://www.wikidata.org/entity/Q55851511,Marie Haushofer,1871
http://www.wikidata.org/entity/Q10878813,Mariana Cox Méndez,1871
http://www.wikidata.org/entity/Q62080675,Julie Ramsing,1871
http://www.wikidata.org/entity/Q62081501,Thyra Dyekjær,1871
http://www.wikidata.org/entity/Q63861419,Kamila Spalová,1871
http://www.wikidata.org/entity/Q113809034,Alice Dullo,1871
http://www.wikidata.org/entity/Q16595296,Ellen Hørup,1871
http://www.wikidata.org/entity/Q18527930,Edith Lanchester,1871
http://www.wikidata.org/entity/Q20031773,Liede Tilanus,1871
http://www.wikidata.org/entity/Q24036475,Emily Bennett,1871
http://www.wikidata.org/entity/Q1333678,Else Lüders,1872
http://www.wikidata.org/entity/Q106209,Alice Salomon,1872
http://www.wikidata.org/entity/Q179558,Alexandra Kollontai,1872
http://www.wikidata.org/entity/Q254858,Emily Davison,1872
http://www.wikidata.org/entity/Q333992,Eleanor Rathbone,1872
http://www.wikidata.org/entity/Q2367635,Lizzy van Dorp,1872
http://www.wikidata.org/entity/Q2817249,Ana de Castro Osório,1872
http://www.wikidata.org/entity/Q2014013,Oda Olberg,1872
http://www.wikidata.org/entity/Q28196633,Mercedes Laura Aguiar,1872
http://www.wikidata.org/entity/Q29558888,Eugénia Miskolczy Meller,1872
http://www.wikidata.org/entity/Q33057271,Else Falk,1872
http://www.wikidata.org/entity/Q5119353,Cicely Hamilton,1872
http://www.wikidata.org/entity/Q42947184,Lisa Rees- Stier,1872
http://www.wikidata.org/entity/Q45688986,Zhang Hanying,1872
http://www.wikidata.org/entity/Q107438324,Marie Denizard,1872
http://www.wikidata.org/entity/Q55805800,Marguerite Wells,1872
http://www.wikidata.org/entity/Q8861885,Ludwika Jahołkowska-Koszutska,1872
http://www.wikidata.org/entity/Q8962234,Francesca Bonnemaison i Farriols,1872
http://www.wikidata.org/entity/Q60677967,Friederike Zeileis,1872
http://www.wikidata.org/entity/Q62079744,Camilla Frederikke Perssen,1872
http://www.wikidata.org/entity/Q62081182,Marie Riising Rasmussen,1872
http://www.wikidata.org/entity/Q18530655,Philippa Strachey,1872
http://www.wikidata.org/entity/Q20717409,Vilma Glücklich,1872
http://www.wikidata.org/entity/Q23024039,Mary Sheepshanks,1872
http://www.wikidata.org/entity/Q460191,Nellie McClung,1873
http://www.wikidata.org/entity/Q275821,Marie Janson,1873
http://www.wikidata.org/entity/Q1897372,Marie Hoheisel,1873
http://www.wikidata.org/entity/Q27218377,Alda Heaton Wilson,1873
http://www.wikidata.org/entity/Q28474407,Leonora Polkinghorne,1873
http://www.wikidata.org/entity/Q30901806,Matilde Padrós,1873
http://www.wikidata.org/entity/Q3811139,Julieta Lanteri,1873
http://www.wikidata.org/entity/Q4936416,Julie Arenholt,1873
http://www.wikidata.org/entity/Q4951933,Ellen Hagen,1873
http://www.wikidata.org/entity/Q5644681,Hamida Javanshir,1873
http://www.wikidata.org/entity/Q88846435,Kaja Isaachsen,1873
http://www.wikidata.org/entity/Q96464383,Ida Revels Redmond,1873
http://www.wikidata.org/entity/Q11931853,Librada Avelino,1873
http://www.wikidata.org/entity/Q11954892,Virginia González Polo,1873
http://www.wikidata.org/entity/Q62079627,Astrid Paludan-Müller,1873
http://www.wikidata.org/entity/Q62081012,Magdalene Lauridsen,1873
http://www.wikidata.org/entity/Q12716758,Marna Aall,1873
http://www.wikidata.org/entity/Q15998924,Nina E. Allender,1873
http://www.wikidata.org/entity/Q113005235,Nellie Barsness,1873
http://www.wikidata.org/entity/Q528793,Madeleine Pelletier,1874
http://www.wikidata.org/entity/Q1095229,Clara Ragaz,1874
http://www.wikidata.org/entity/Q2377620,Maria Vérone,1874
http://www.wikidata.org/entity/Q2614668,Caroline van Dommelen,1874
http://www.wikidata.org/entity/Q2837058,Aline Mayrisch-de Saint-Hubert,1874
http://www.wikidata.org/entity/Q2083304,Betsy Bakker-Nort,1874
http://www.wikidata.org/entity/Q2160274,Anna Sophia Polak,1874
http://www.wikidata.org/entity/Q2166442,Rosa Kempf,1874
http://www.wikidata.org/entity/Q3490820,Sophia Zaïkowska,1874
http://www.wikidata.org/entity/Q28035030,Helen Hanson,1874
http://www.wikidata.org/entity/Q78063923,Candelaria Ruz Patrón,1874
http://www.wikidata.org/entity/Q80112903,Johanna Weiß,1874
http://www.wikidata.org/entity/Q4726150,Alice Whitcomb Clark,1874
http://www.wikidata.org/entity/Q5784862,Consuelo Zavala,1874
http://www.wikidata.org/entity/Q58490887,Luitgard Himmelheber,1874
http://www.wikidata.org/entity/Q58841638,Marguerite Delchef,1874
http://www.wikidata.org/entity/Q16133080,Esther Moyal,1874
http://www.wikidata.org/entity/Q19317466,Alice Garoute,1874
http://www.wikidata.org/entity/Q19802280,Wabien Mansholt-Andreae,1874
http://www.wikidata.org/entity/Q20006175,Paula Cañellas Alba,1874
http://www.wikidata.org/entity/Q23900769,Ethel Ayres Purdie,1874
http://www.wikidata.org/entity/Q26248373,Klāra Kalniņa,1874
http://www.wikidata.org/entity/Q465324,Qiu Jin,1875
http://www.wikidata.org/entity/Q1825802,Roza de Guchtenaere,1875
http://www.wikidata.org/entity/Q2146060,Suze Groeneweg,1875
http://www.wikidata.org/entity/Q105502310,Erika Paulasová,1875
http://www.wikidata.org/entity/Q30010842,Florence Terry Griswold,1875
http://www.wikidata.org/entity/Q38294986,Shaqe Çoba,1875
http://www.wikidata.org/entity/Q5362791,Elizabeth Fouse,1875
http://www.wikidata.org/entity/Q51385547,Elena Fabian-Aciu,1875
http://www.wikidata.org/entity/Q60664580,Thora Pedersen,1875
http://www.wikidata.org/entity/Q62080233,Hulda Pedersen,1875
http://www.wikidata.org/entity/Q15734245,Marie Jeanette Baale,1875
http://www.wikidata.org/entity/Q114876151,Berta Schmidt-Bickelmann,1875
http://www.wikidata.org/entity/Q115054062,Elżbieta Ciechanowska,1875
http://www.wikidata.org/entity/Q16749718,Olava Laugerud,1875
http://www.wikidata.org/entity/Q18168010,Gertrude Richardson,1875
http://www.wikidata.org/entity/Q19857144,Emmy Belinfante,1875
http://www.wikidata.org/entity/Q23942875,María Espinosa de los Monteros,1875
http://www.wikidata.org/entity/Q468667,Susan Glaspell,1876
http://www.wikidata.org/entity/Q241470,Cécile Tormay,1876
http://www.wikidata.org/entity/Q2608149,Welmoet Wijnaendts Francken-Dyserinck,1876
http://www.wikidata.org/entity/Q1593182,Hedda Wagner,1876
http://www.wikidata.org/entity/Q3293633,Marion Gilbert,1876
http://www.wikidata.org/entity/Q27323047,Agnes Robmann,1876
http://www.wikidata.org/entity/Q28064396,Emilia Broese van Groenou,1876
http://www.wikidata.org/entity/Q30020894,Helen Laura Sumner,1876
http://www.wikidata.org/entity/Q3784220,Anne Dallas Dudley,1876
http://www.wikidata.org/entity/Q4940446,Anna Bransager Nielsen,1876
http://www.wikidata.org/entity/Q5361461,Elisabeth Freeman,1876
http://www.wikidata.org/entity/Q6780609,Mary Ritter Beard,1876
http://www.wikidata.org/entity/Q109559189,Klara Schütze,1876
http://www.wikidata.org/entity/Q57418955,Elisa Petersen,1876
http://www.wikidata.org/entity/Q7562875,Princess Sophia Kaur of Lahore,1876
http://www.wikidata.org/entity/Q61828324,Martha Lüthy-Zobrist,1876
http://www.wikidata.org/entity/Q13563051,May Wood Simons,1876
http://www.wikidata.org/entity/Q18916905,Maria Dingler,1876
http://www.wikidata.org/entity/Q20752213,Olga Misař,1876
http://www.wikidata.org/entity/Q23053121,Pauline Valmy,1876
http://www.wikidata.org/entity/Q23888890,Truus Hogerzeil,1876
http://www.wikidata.org/entity/Q24239409,Maisie Maxwell,1876
http://www.wikidata.org/entity/Q1419396,Helene Granitsch,1876
http://www.wikidata.org/entity/Q324915,Milly Witkop,1877
http://www.wikidata.org/entity/Q2158495,Marthe de Kerchove de Denterghem,1877
http://www.wikidata.org/entity/Q3263875,Louise van den Plas,1877
http://www.wikidata.org/entity/Q30274608,Anna Kalmanovich,1877
http://www.wikidata.org/entity/Q42298255,Emma Weber-Brugmann,1877
http://www.wikidata.org/entity/Q5460544,Florence Ada Mary Lamb Polson,1877
http://www.wikidata.org/entity/Q108029601,Asma Rasmya,1877
http://www.wikidata.org/entity/Q109479375,Wilhelmina Asser-Thorbecke,1877
http://www.wikidata.org/entity/Q7702100,Teresa Billington-Greig,1877
http://www.wikidata.org/entity/Q62081550,Voldborg Ølsgaard,1877
http://www.wikidata.org/entity/Q17004434,Henrietta Rodman,1877
http://www.wikidata.org/entity/Q18215015,Julia Bertrand,1877
http://www.wikidata.org/entity/Q19617347,Consuelo González Ramos,1877
http://www.wikidata.org/entity/Q70950,Marie-Elisabeth Lüders,1878
http://www.wikidata.org/entity/Q3263814,Louise Rosalie Napias,1878
http://www.wikidata.org/entity/Q3337936,Nelly Roussel,1878
http://www.wikidata.org/entity/Q27710537,Louisa Fast,1878
http://www.wikidata.org/entity/Q27990267,Miriam Nofach,1878
http://www.wikidata.org/entity/Q28016247,Laura Ann Willson,1878
http://www.wikidata.org/entity/Q28034716,Muhammadi Begum,1878
http://www.wikidata.org/entity/Q41453712,Marie Le Gac-Salonne,1878
http://www.wikidata.org/entity/Q85713412,Agnès Donckel,1878
http://www.wikidata.org/entity/Q42947205,Johanna Kohlund,1878
http://www.wikidata.org/entity/Q51320811,A.C. Veen-Brons,1878
http://www.wikidata.org/entity/Q51526901,Irene Prunera Sedó,1878
http://www.wikidata.org/entity/Q6068245,María Jesús Alvarado Rivera,1878
http://www.wikidata.org/entity/Q6177457,Jeni Bojilova-Pateva,1878
http://www.wikidata.org/entity/Q6761872,"Marian Cripps, Baroness Parmoor",1878
http://www.wikidata.org/entity/Q61827469,Elisabeth Studer-von Goumoëns,1878
http://www.wikidata.org/entity/Q62807691,Tomasa Ester Casís,1878
http://www.wikidata.org/entity/Q116921933,Marie Reiman,1878
http://www.wikidata.org/entity/Q16890260,Anni Kalähne,1878
http://www.wikidata.org/entity/Q19829745,Evelyne Bustros,1878
http://www.wikidata.org/entity/Q20031817,Maria Boissevain,1878
http://www.wikidata.org/entity/Q20560069,Kato Mikeladze,1878
http://www.wikidata.org/entity/Q21280564,María de Echarri,1878
http://www.wikidata.org/entity/Q24204044,Magdalena Westerveld,1878
http://www.wikidata.org/entity/Q515625,Luisa Capeta,1879
http://www.wikidata.org/entity/Q1337318,Émilie Gourd,1879
http://www.wikidata.org/entity/Q984,Miles Franklin,1879
http://www.wikidata.org/entity/Q195013,"Nancy Astor, Viscountess Astor",1879
http://www.wikidata.org/entity/Q285514,Margaret Sanger,1879
http://www.wikidata.org/entity/Q2197665,Cornelia Serrurier,1879
http://www.wikidata.org/entity/Q3275674,Madeleine Le Clercocá de Juigné,1879
http://www.wikidata.org/entity/Q28034716,Muhammadi Begum,1879
http://www.wikidata.org/entity/Q106213899,Marta Tærum,1879
http://www.wikidata.org/entity/Q3618091,Annie Kenney,1879
http://www.wikidata.org/entity/Q4980592,Rose Pastor Stokes,1879
http://www.wikidata.org/entity/Q94745595,Anna Keller,1879
http://www.wikidata.org/entity/Q6963837,Nannie Helen Burroughs,1879
http://www.wikidata.org/entity/Q57976666,Irene Dendrinou,1879
http://www.wikidata.org/entity/Q16007136,Miriam Soljak,1879
http://www.wikidata.org/entity/Q62081348,Ragna Schou,1879
http://www.wikidata.org/entity/Q63213336,Helmi Karjalainen,1879
http://www.wikidata.org/entity/Q16504047,Calypso Botez,1879
http://www.wikidata.org/entity/Q17309115,Marie Haps,1879
http://www.wikidata.org/entity/Q17362306,Anna Paradowska-Szelągowska,1879
http://www.wikidata.org/entity/Q18576697,Marian Reeves,1879
http://www.wikidata.org/entity/Q18576708,Mary Blathwayt,1879
http://www.wikidata.org/entity/Q19956113,Clara Guthrie d'Arcis,1879
http://www.wikidata.org/entity/Q1373764,Kartini,1879
http://www.wikidata.org/entity/Q98371102,Elsa Rotter,1879
http://www.wikidata.org/entity/Q26883990,Hertha Jäger,1879
http://www.wikidata.org/entity/Q1350058,Helene Scheu-Riesz,1880
http://www.wikidata.org/entity/Q232407,Jeannette Rankin,1880
http://www.wikidata.org/entity/Q269863,Christabel Pankhurst,1880
http://www.wikidata.org/entity/Q287762,Margit Kaffka,1880
http://www.wikidata.org/entity/Q3147894,Idola Saint-Jean,1880
http://www.wikidata.org/entity/Q27532783,Mary Phillips,1880
http://www.wikidata.org/entity/Q28716050,Julia Dimashqiya,1880
http://www.wikidata.org/entity/Q84164166,Marcelle Legrand-Falco,1880
http://www.wikidata.org/entity/Q84763799,Mimi Saxe Falch,1880
http://www.wikidata.org/entity/Q54666761,Gertrud Stockmayer,1880
http://www.wikidata.org/entity/Q60029190,Jeanne van den Bergh van Eysinga-Elias,1880
http://www.wikidata.org/entity/Q17362306,Anna Paradowska-Szelągowska,1880
http://www.wikidata.org/entity/Q547550,Ethel Snowden,1881
http://www.wikidata.org/entity/Q1333744,Else Züblin-Spiller,1881
http://www.wikidata.org/entity/Q433768,Eugénie Cotton,1881
http://www.wikidata.org/entity/Q2346995,Marie Heinen,1881
