item,itemLabel,year
http://www.wikidata.org/entity/Q2848932,Andrée Butillard,1881
http://www.wikidata.org/entity/Q2863603,Arria Ly,1881
http://www.wikidata.org/entity/Q1865556,Maria Andrea Villarreal Gonzalez,1881
http://www.wikidata.org/entity/Q1903099,Martha Tausk,1881
http://www.wikidata.org/entity/Q2139948,Rosa Manus,1881
http://www.wikidata.org/entity/Q5697580,Antonia Maymón,1881
http://www.wikidata.org/entity/Q43258196,Anna Zuikerberg,1881
http://www.wikidata.org/entity/Q111164742,Camille Drevet,1881
http://www.wikidata.org/entity/Q55897242,Anna Weltmann,1881
http://www.wikidata.org/entity/Q14303534,Carlota Matienzo,1881
http://www.wikidata.org/entity/Q20739015,Dimitrana Ivanova,1881
http://www.wikidata.org/entity/Q23068119,Magda Mautner von Markhof,1881
http://www.wikidata.org/entity/Q40909,Virginia Woolf,1882
http://www.wikidata.org/entity/Q298213,Sylvia Pankhurst,1882
http://www.wikidata.org/entity/Q1895107,Margarethe Faas-Hardegger,1882
http://www.wikidata.org/entity/Q28532062,Suzanne Galland,1882
http://www.wikidata.org/entity/Q101879613,Pauline Sériot,1882
http://www.wikidata.org/entity/Q106378586,Georgina Ribas,1882
http://www.wikidata.org/entity/Q5636965,Raquel Camaña,1882
http://www.wikidata.org/entity/Q5772888,Clotilde Luisi,1882
http://www.wikidata.org/entity/Q7445322,Sediqeh Dowlatabadi,1882
http://www.wikidata.org/entity/Q15432162,Ida Somazzi,1882
http://www.wikidata.org/entity/Q16439863,Marguerite Mongenast-Servais,1882
http://www.wikidata.org/entity/Q18916855,Laura Striker,1882
http://www.wikidata.org/entity/Q24205041,Mildred Muscio,1882
http://www.wikidata.org/entity/Q25858012,Visitación Padilla,1882
http://www.wikidata.org/entity/Q809218,Bart de Ligt,1883
http://www.wikidata.org/entity/Q3290883,Maria Baers,1883
http://www.wikidata.org/entity/Q3292050,Marie-Louise Bouglé,1883
http://www.wikidata.org/entity/Q28716050,Julia Dimashqiya,1883
http://www.wikidata.org/entity/Q30323921,Margaret Dorothea Rowbotham,1883
http://www.wikidata.org/entity/Q3660521,Carola Prosperi,1883
http://www.wikidata.org/entity/Q47514867,Céline Dangotte,1883
http://www.wikidata.org/entity/Q11459290,Michiko Oguchi,1883
http://www.wikidata.org/entity/Q62080531,Ingrid Larsen,1883
http://www.wikidata.org/entity/Q62080718,Karen Berlème-Nix,1883
http://www.wikidata.org/entity/Q12667252,Ona Mašiotienė,1883
http://www.wikidata.org/entity/Q15907950,Chang Mo-chun,1883
http://www.wikidata.org/entity/Q63183189,Abigail de Paiva Cruz,1883
http://www.wikidata.org/entity/Q123857267,Domingas Lazary do Amaral,1883
http://www.wikidata.org/entity/Q21536054,Kathleen Clare O'Keeffe,1883
http://www.wikidata.org/entity/Q83396,Eleanor Roosevelt,1884
http://www.wikidata.org/entity/Q108443,Agnes von Zahn-Harnack,1884
http://www.wikidata.org/entity/Q3140305,Dewi Sartika,1884
http://www.wikidata.org/entity/Q70406531,Graziella Sonnino,1884
http://www.wikidata.org/entity/Q76591083,Marthe Bray,1884
http://www.wikidata.org/entity/Q50747987,Atala Apodaca,1884
http://www.wikidata.org/entity/Q7899648,Urani Rumbo,1884
http://www.wikidata.org/entity/Q59261722,Rose Brenner,1884
http://www.wikidata.org/entity/Q60028942,Christine Bakker-van Bosse,1884
http://www.wikidata.org/entity/Q60029195,Louise van Eeghen,1884
http://www.wikidata.org/entity/Q61137080,Babilina Khositashvili,1884
http://www.wikidata.org/entity/Q62079739,Caja Rude,1884
http://www.wikidata.org/entity/Q15907950,Chang Mo-chun,1884
http://www.wikidata.org/entity/Q111579943,Johanna Wagner,1884
http://www.wikidata.org/entity/Q114963870,Jane Valbot,1884
http://www.wikidata.org/entity/Q16618994,Pilar Jorge de Tella,1884
http://www.wikidata.org/entity/Q18163745,Wilhelmina Hay Abbott,1884
http://www.wikidata.org/entity/Q18715940,He Zhen,1884
http://www.wikidata.org/entity/Q19754738,Clasina Kluyver,1884
http://www.wikidata.org/entity/Q24218321,Florence Ethel Johnson,1884
http://www.wikidata.org/entity/Q98385147,Paula Pogány,1884
http://www.wikidata.org/entity/Q1031131,Mária Gárdos,1885
http://www.wikidata.org/entity/Q1095182,Clara Gertrud Wichmann,1885
http://www.wikidata.org/entity/Q1172912,Lina Poletti,1885
http://www.wikidata.org/entity/Q127328,Alice Paul,1885
http://www.wikidata.org/entity/Q2825320,Adrienne Sahuqué,1885
http://www.wikidata.org/entity/Q2160168,Léonie Keingiaert de Gheluvelt,1885
http://www.wikidata.org/entity/Q28064149,Clara Meijers,1885
http://www.wikidata.org/entity/Q5433928,Fannia Cohn,1885
http://www.wikidata.org/entity/Q50285393,Amalia Galárraga,1885
http://www.wikidata.org/entity/Q6792267,Maud Wood Park,1885
http://www.wikidata.org/entity/Q18642560,Denise Moran,1885
http://www.wikidata.org/entity/Q19381038,Margit Haslund,1885
http://www.wikidata.org/entity/Q23584804,Agnes de Silva,1885
http://www.wikidata.org/entity/Q23754818,Florence van Beek,1885
http://www.wikidata.org/entity/Q26236182,Alice Franklin,1885
http://www.wikidata.org/entity/Q533693,Clara Lemlich,1886
http://www.wikidata.org/entity/Q304790,Ingeborg Hansen,1886
http://www.wikidata.org/entity/Q2644017,Victoire Cappe,1886
http://www.wikidata.org/entity/Q3290739,Marguerite Thibert,1886
http://www.wikidata.org/entity/Q27323115,Dora Staudinger,1886
http://www.wikidata.org/entity/Q82265239,Natalia Steinowa,1886
http://www.wikidata.org/entity/Q30752537,Thaïs Lacoste-Frémont,1886
http://www.wikidata.org/entity/Q4739670,Amanda Labarca,1886
http://www.wikidata.org/entity/Q94735242,Johanna Hamilton,1886
http://www.wikidata.org/entity/Q96410307,Minna Tobler-Christinger,1886
http://www.wikidata.org/entity/Q5741532,Hermila Galindo,1886
http://www.wikidata.org/entity/Q10317425,Leontina de Cabral Hogan,1886
http://www.wikidata.org/entity/Q61126378,Q61126378,1886
http://www.wikidata.org/entity/Q14855005,Pura Villanueva Kalaw,1886
http://www.wikidata.org/entity/Q15998355,Janet Chance,1886
http://www.wikidata.org/entity/Q18786103,Klara Caro,1886
http://www.wikidata.org/entity/Q21536012,Julia Rachel Rapke,1886
http://www.wikidata.org/entity/Q1070811,Fanya Baron,1887
http://www.wikidata.org/entity/Q1618351,Hildegard Margis,1887
http://www.wikidata.org/entity/Q2177635,Ruth Hale,1887
http://www.wikidata.org/entity/Q28584534,Suzanne Lippens-Orban,1887
http://www.wikidata.org/entity/Q5772882,Clotilde García Borrero,1887
http://www.wikidata.org/entity/Q55845679,Johanna Philippson,1887
http://www.wikidata.org/entity/Q56605153,Annie MacDonald Langstaff,1887
http://www.wikidata.org/entity/Q7298165,Ray Strachey,1887
http://www.wikidata.org/entity/Q12369773,Marie Reisik,1887
http://www.wikidata.org/entity/Q12880056,Lina Tsaldari,1887
http://www.wikidata.org/entity/Q62576348,Miguelina Acosta Cárdenas,1887
http://www.wikidata.org/entity/Q115411099,Germaine Marie-Thérèse Hannevart,1887
http://www.wikidata.org/entity/Q16595619,Eleonor Lilliehöök,1887
http://www.wikidata.org/entity/Q16595632,Edith Lindblom,1887
http://www.wikidata.org/entity/Q18684095,Laure Beddoukh,1887
http://www.wikidata.org/entity/Q21537380,Rieke Cohen,1887
http://www.wikidata.org/entity/Q1311700,Maud von Ossietzky,1888
http://www.wikidata.org/entity/Q64029086,Hélène Gautier-Pictet,1888
http://www.wikidata.org/entity/Q4065792,Andrea Andreen,1888
http://www.wikidata.org/entity/Q50368290,María Martos Arregui O'Neill,1888
http://www.wikidata.org/entity/Q110101988,Elena Landázuri,1888
http://www.wikidata.org/entity/Q55118811,Mies Wiener,1888
http://www.wikidata.org/entity/Q56233620,Nur Hamada,1888
http://www.wikidata.org/entity/Q11834022,Regina Fleszarowa,1888
http://www.wikidata.org/entity/Q12352319,Maria Julivert Aulés,1888
http://www.wikidata.org/entity/Q16006583,Nancy Hodges,1888
http://www.wikidata.org/entity/Q16222692,Theresa Garnett,1888
http://www.wikidata.org/entity/Q17119564,Mary Barratt Due,1888
http://www.wikidata.org/entity/Q19606386,Ángela Acuña,1888
http://www.wikidata.org/entity/Q20739020,Elena Djionat,1888
http://www.wikidata.org/entity/Q24204045,Stella Simons,1888
http://www.wikidata.org/entity/Q1330115,Elisabeth Mahla,1889
http://www.wikidata.org/entity/Q1688285,Jessie Street,1889
http://www.wikidata.org/entity/Q104165606,Olga Prochasková-Sedláčková,1889
http://www.wikidata.org/entity/Q5394278,Juana Rouco Buela,1889
http://www.wikidata.org/entity/Q5553321,Gertrude Harding,1889
http://www.wikidata.org/entity/Q5623836,Gwyneth Bebb,1889
http://www.wikidata.org/entity/Q94499058,Hazel Beatrice Kemp Colville,1889
http://www.wikidata.org/entity/Q47086851,Carola Lohde,1889
http://www.wikidata.org/entity/Q50353187,Margriet Baers,1889
http://www.wikidata.org/entity/Q56154504,Bertha Elias,1889
http://www.wikidata.org/entity/Q62080784,Karna Nilsson,1889
http://www.wikidata.org/entity/Q13574559,Nezihe Muhiddin,1889
http://www.wikidata.org/entity/Q14562017,María del Refugio García,1889
http://www.wikidata.org/entity/Q63346414,Angélica Chávez de Patterson,1889
http://www.wikidata.org/entity/Q63736593,Fidelia Brindis Camacho,1889
http://www.wikidata.org/entity/Q18757127,Stella Newsome,1889
http://www.wikidata.org/entity/Q18783838,Leonora Eyles,1889
http://www.wikidata.org/entity/Q463265,Elizabeth Gurley Flynn,1890
http://www.wikidata.org/entity/Q3176071,Jeanne Humbert,1890
http://www.wikidata.org/entity/Q64816688,Ana Maria Bidegaray,1890
http://www.wikidata.org/entity/Q77469553,Else Niemöller,1890
http://www.wikidata.org/entity/Q102157877,Minnie Steckel,1890
http://www.wikidata.org/entity/Q106642198,Dora Edinger,1890
http://www.wikidata.org/entity/Q34184371,Alma Lutz,1890
http://www.wikidata.org/entity/Q5297446,Dora Thewlis,1890
http://www.wikidata.org/entity/Q47144756,Frieda S. Miller,1890
http://www.wikidata.org/entity/Q51954657,Josephine Jaans,1890
http://www.wikidata.org/entity/Q5849405,Esther Neira de Calvo,1890
http://www.wikidata.org/entity/Q6551537,Linda Eenpalu,1890
http://www.wikidata.org/entity/Q107316532,Rose Shahfa,1890
http://www.wikidata.org/entity/Q55188180,María Angélica Idrobon,1890
http://www.wikidata.org/entity/Q62080735,Karen Glæsel,1890
http://www.wikidata.org/entity/Q63485315,Jeanne Halbwachs,1890
http://www.wikidata.org/entity/Q123118659,Melia Sakakini,1890
http://www.wikidata.org/entity/Q25551039,S. Dharmambal,1890
http://www.wikidata.org/entity/Q517947,Hanna Rydh,1891
http://www.wikidata.org/entity/Q1243468,Marie Delcourt,1891
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,1891
http://www.wikidata.org/entity/Q28064013,Trien de Haan-Zwagerman,1891
http://www.wikidata.org/entity/Q78782458,Jeanne Kesseler,1891
http://www.wikidata.org/entity/Q29916916,Gladys Avery Tillett,1891
http://www.wikidata.org/entity/Q5297930,Doris Fleischman,1891
http://www.wikidata.org/entity/Q5367496,Else Mayer,1891
http://www.wikidata.org/entity/Q94751656,Marguerite Nobs,1891
http://www.wikidata.org/entity/Q45901113,Eva Kotchever,1891
http://www.wikidata.org/entity/Q55860711,Eva Schäffer,1891
http://www.wikidata.org/entity/Q15020985,Jeanne Beeckman,1891
http://www.wikidata.org/entity/Q20859202,Liesbeth Ribbius Peletier,1891
http://www.wikidata.org/entity/Q21537423,Erna Laura Keighley,1891
http://www.wikidata.org/entity/Q26625959,Anna Forbes Liddell,1891
http://www.wikidata.org/entity/Q373455,Isabelle Blume,1892
http://www.wikidata.org/entity/Q394649,Agnes Smedley,1892
http://www.wikidata.org/entity/Q3037079,Doris Stevens,1892
http://www.wikidata.org/entity/Q1687037,Jenny Humbert-Droz,1892
http://www.wikidata.org/entity/Q3073969,Florence Fernet-Martel,1892
http://www.wikidata.org/entity/Q3176032,Jeanne Driessen,1892
http://www.wikidata.org/entity/Q105275977,Elsa Svartengren,1892
http://www.wikidata.org/entity/Q4934286,Anna Caspari Agerholt,1892
http://www.wikidata.org/entity/Q107302604,Juana Julia Guzmán,1892
http://www.wikidata.org/entity/Q7513123,Sigrid Helliesen Lund,1892
http://www.wikidata.org/entity/Q11781202,Milena Rudnytska,1892
http://www.wikidata.org/entity/Q11932294,Llibertat Ròdenas,1892
http://www.wikidata.org/entity/Q12880725,Maria Svolou,1892
http://www.wikidata.org/entity/Q63183192,Beatriz Arnut,1892
http://www.wikidata.org/entity/Q450802,Vera Brittain,1893
http://www.wikidata.org/entity/Q3181404,Marie Anne Tellegen,1893
http://www.wikidata.org/entity/Q28356957,Kerttu Sihvonen,1893
http://www.wikidata.org/entity/Q5298378,Dorothy Detzer,1893
http://www.wikidata.org/entity/Q11091484,Zeng Baosun,1893
http://www.wikidata.org/entity/Q15407080,Marcelle Capy,1893
http://www.wikidata.org/entity/Q63485517,Andrée Lehmann,1893
http://www.wikidata.org/entity/Q63683426,Felicia Santizo,1893
http://www.wikidata.org/entity/Q115563396,Katharina Zinnicken,1893
http://www.wikidata.org/entity/Q123987466,Asta Brügelmann,1893
http://www.wikidata.org/entity/Q20242883,Janie Lever-Brouwer,1893
http://www.wikidata.org/entity/Q21536592,Mary Cecil Tenison Woods,1893
http://www.wikidata.org/entity/Q23688821,Nuriye Ulviye Mevlan Civelek,1893
http://www.wikidata.org/entity/Q1264246,Bertha Lutz,1894
http://www.wikidata.org/entity/Q86289,Alice Rühle-Gerstel,1894
http://www.wikidata.org/entity/Q3051748,Else Scheuer-Insel,1894
http://www.wikidata.org/entity/Q28108988,Jeanne Eder-Schwyzer,1894
http://www.wikidata.org/entity/Q28943751,Rose Cohen,1894
http://www.wikidata.org/entity/Q67145782,Vera Douie,1894
http://www.wikidata.org/entity/Q29419623,Clementina Batalla de Bassls,1894
http://www.wikidata.org/entity/Q6117843,Salvadora Medina Onrubia,1894
http://www.wikidata.org/entity/Q56824730,Janet Okala,1894
http://www.wikidata.org/entity/Q8263934,Liu Qingyang,1894
http://www.wikidata.org/entity/Q62081415,Sigrid Ammitzbøll,1894
http://www.wikidata.org/entity/Q122226235,Cecilia Marcovich,1894
http://www.wikidata.org/entity/Q18355631,Florence Nagle,1894
http://www.wikidata.org/entity/Q19721977,Sara Rey Alvarez,1894
http://www.wikidata.org/entity/Q12118486,Olena Lototska,1894
http://www.wikidata.org/entity/Q1795535,Käthe Leichter,1895
http://www.wikidata.org/entity/Q1897634,Annie Romein-Verschoor,1895
http://www.wikidata.org/entity/Q105755377,Bella Kunvári,1895
http://www.wikidata.org/entity/Q110526332,Margrit Schlatter,1895
http://www.wikidata.org/entity/Q121891033,Felicja Stendigowa,1895
http://www.wikidata.org/entity/Q16942028,Abigail Mejia,1895
http://www.wikidata.org/entity/Q18684593,Marie-Josèphe Réchard,1895
http://www.wikidata.org/entity/Q1370042,Esther Fahmy Wissa,1895
http://www.wikidata.org/entity/Q2078494,Yvonne George,1896
http://www.wikidata.org/entity/Q3286445,Manon Cormier,1896
http://www.wikidata.org/entity/Q3372640,Paulette Nardal,1896
http://www.wikidata.org/entity/Q64025621,María Luisa Sánchez Bustamante,1896
http://www.wikidata.org/entity/Q4358180,Mies Boissevain-van Lennep,1896
http://www.wikidata.org/entity/Q5416361,Evelyn Lett,1896
http://www.wikidata.org/entity/Q96083181,Liv Hektoen Løvland,1896
http://www.wikidata.org/entity/Q5741532,Hermila Galindo,1896
http://www.wikidata.org/entity/Q107177901,Ramona Soldevila Cirés,1896
http://www.wikidata.org/entity/Q8248716,Liu-Wang Liming,1896
http://www.wikidata.org/entity/Q124021536,Julia Morán Sánchez,1896
http://www.wikidata.org/entity/Q19801936,Agnes Nolte,1896
http://www.wikidata.org/entity/Q20685643,Magdalena Spínola,1896
http://www.wikidata.org/entity/Q26838561,Mercedes Chacón Porras,1896
http://www.wikidata.org/entity/Q3355,Amelia Earhart,1897
http://www.wikidata.org/entity/Q2520719,Corry Tendeloo,1897
http://www.wikidata.org/entity/Q2576811,Willemijn Posthumus-van der Goot,1897
http://www.wikidata.org/entity/Q2042966,Oyinkan Abayomi,1897
http://www.wikidata.org/entity/Q3766214,Giovanna Caleffi,1897
http://www.wikidata.org/entity/Q5400975,Ester Graff,1897
http://www.wikidata.org/entity/Q5650929,Hansa Jivraj Mehta,1897
http://www.wikidata.org/entity/Q87263542,Nelly Cormeau,1897
http://www.wikidata.org/entity/Q51078475,Maria Golescu,1897
http://www.wikidata.org/entity/Q15639161,Else Zeuthen,1897
http://www.wikidata.org/entity/Q16006671,Etelvina Villanueva y Saavedra,1897
http://www.wikidata.org/entity/Q16011654,Anbara Salam Khalidy,1897
http://www.wikidata.org/entity/Q62081232,Mélanie Oppenhejm,1897
http://www.wikidata.org/entity/Q123118642,Anisa al-Khadra,1897
http://www.wikidata.org/entity/Q21035477,Betty Mary Goetting,1897
http://www.wikidata.org/entity/Q21754897,Jean Mary Daly,1897
http://www.wikidata.org/entity/Q28916353,Teresa Giménez Selma,1898
http://www.wikidata.org/entity/Q30106524,Ollga Plumbi,1898
http://www.wikidata.org/entity/Q30312609,Henriette Alquier,1898
http://www.wikidata.org/entity/Q56377765,Florinda Lazos León,1898
http://www.wikidata.org/entity/Q18613190,Suzanne Tassier,1898
http://www.wikidata.org/entity/Q19754742,Cor Razoux Schultz-Metzer,1898
http://www.wikidata.org/entity/Q24845581,Narushima Noriko,1898
http://www.wikidata.org/entity/Q104173678,Božena Rothmayerová,1899
http://www.wikidata.org/entity/Q105789814,Gerritje Meldau,1899
http://www.wikidata.org/entity/Q97095128,Anna-Liese Schwieger,1899
http://www.wikidata.org/entity/Q6068819,Irena Krzywicka,1899
http://www.wikidata.org/entity/Q7496377,Shigeri Yamataka,1899
http://www.wikidata.org/entity/Q22955294,Claire Duysburgh,1899
http://www.wikidata.org/entity/Q436521,Mary Lasker,1900
http://www.wikidata.org/entity/Q2836613,Alice Melin,1900
http://www.wikidata.org/entity/Q2250705,Antonieta Rivas Mercado,1900
http://www.wikidata.org/entity/Q3103732,Georgette Ciselet,1900
http://www.wikidata.org/entity/Q28916339,Teresa Giner,1900
http://www.wikidata.org/entity/Q28917373,Delia Weber,1900
http://www.wikidata.org/entity/Q64819906,Franca de Armiño,1900
http://www.wikidata.org/entity/Q67124784,Carmela Galardo-Frascarelli,1900
http://www.wikidata.org/entity/Q106450989,Ana María Rubens,1900
http://www.wikidata.org/entity/Q5298378,Dorothy Detzer,1900
http://www.wikidata.org/entity/Q5400930,Estelle Griswold,1900
http://www.wikidata.org/entity/Q107297851,Anita Carrijo,1900
http://www.wikidata.org/entity/Q56249512,Afifa Sa'b,1900
http://www.wikidata.org/entity/Q61002925,Humuani Alaga,1900
http://www.wikidata.org/entity/Q21536629,Mary Hyacinthe Petronel White,1900
http://www.wikidata.org/entity/Q24239628,Phyllis Le Cappelaine Burke,1900
http://www.wikidata.org/entity/Q98399202,Ida Mayer,1900
http://www.wikidata.org/entity/Q100154208,Marga Philip,1900
http://www.wikidata.org/entity/Q27925203,Adriana Willemina de Iongh,1901
http://www.wikidata.org/entity/Q28716530,Zulaija Al-Shahabi,1901
http://www.wikidata.org/entity/Q28933270,Renée de Sépibus,1901
http://www.wikidata.org/entity/Q66311329,Gertrude Isabella Morton Horton,1901
http://www.wikidata.org/entity/Q104523976,Doris Clark,1901
http://www.wikidata.org/entity/Q3588838,Émilie Busquant,1901
http://www.wikidata.org/entity/Q87421998,Fernande Coulon,1901
http://www.wikidata.org/entity/Q50379647,Bibiana Peñaranda,1901
http://www.wikidata.org/entity/Q50846034,Estela Fernández Hermosillo,1901
http://www.wikidata.org/entity/Q57056844,Lol Kin Castaneda,1901
http://www.wikidata.org/entity/Q111647300,Rosa Louis,1901
http://www.wikidata.org/entity/Q122789694,Giovanna Boccalini Barcellona,1901
http://www.wikidata.org/entity/Q466457,Ho Jong-suk,1902
http://www.wikidata.org/entity/Q1672072,Paula Rueß,1902
http://www.wikidata.org/entity/Q28485782,Gisèle Faivre,1902
http://www.wikidata.org/entity/Q106214413,Maria Vaquer Moll,1902
http://www.wikidata.org/entity/Q95683062,Thyra Bratt,1902
http://www.wikidata.org/entity/Q6016012,Mika Feldman de Etchebéhère,1902
http://www.wikidata.org/entity/Q108733103,Emmy Engel-Hansen,1902
http://www.wikidata.org/entity/Q9023549,Lola Iturbe,1902
http://www.wikidata.org/entity/Q62008216,Marie Heffenisch,1902
http://www.wikidata.org/entity/Q114309442,Hedwig Quaster,1902
http://www.wikidata.org/entity/Q16613238,Ofelia Rodríguez Acosta,1902
http://www.wikidata.org/entity/Q19802260,Thung Sin Nio,1902
http://www.wikidata.org/entity/Q21535636,Anna Fellowes Vroland,1902
http://www.wikidata.org/entity/Q468884,Ella Baker,1903
http://www.wikidata.org/entity/Q67202166,Nèlli Lʹvovna Ptaškina,1903
http://www.wikidata.org/entity/Q106316788,Rosemary Inyama,1903
http://www.wikidata.org/entity/Q42531776,Begum Badrunnessa Ahmed,1903
http://www.wikidata.org/entity/Q4827386,Ava Helen Pauling,1903
http://www.wikidata.org/entity/Q5362941,Elizabeth Hawes,1903
http://www.wikidata.org/entity/Q87336013,Juliette Borboux,1903
http://www.wikidata.org/entity/Q8463951,Cao Mengjun,1903
http://www.wikidata.org/entity/Q14752360,Nancy Zeelenberg,1903
http://www.wikidata.org/entity/Q116689868,Zulaykha al-Shihabi,1903
http://www.wikidata.org/entity/Q16489636,Benita Galeana,1903
http://www.wikidata.org/entity/Q2828103,Aimée Bologne-Lemaire,1904
http://www.wikidata.org/entity/Q1486239,Liffa Gregoriussen,1904
http://www.wikidata.org/entity/Q67202166,Nèlli Lʹvovna Ptaškina,1904
http://www.wikidata.org/entity/Q88966732,Chen Tiejun,1904
http://www.wikidata.org/entity/Q47501668,İffet Halim Oruz,1904
http://www.wikidata.org/entity/Q51882118,Maria Rita Soares de Andrade,1904
http://www.wikidata.org/entity/Q7781049,Thelma Bate,1904
http://www.wikidata.org/entity/Q12334010,Ruth Hermann,1904
http://www.wikidata.org/entity/Q15998515,Azmiye Hami Güven,1904
http://www.wikidata.org/entity/Q123121722,Zahiya al Nashashibi,1904
http://www.wikidata.org/entity/Q17403702,Edna Ryan,1904
http://www.wikidata.org/entity/Q261207,Lilí Álvarez,1905
http://www.wikidata.org/entity/Q1775491,Åse Gruda Skard,1905
http://www.wikidata.org/entity/Q87338327,Berthe Labille,1905
http://www.wikidata.org/entity/Q50598829,Eva Pineus,1905
http://www.wikidata.org/entity/Q6574418,Suat Derviş,1905
http://www.wikidata.org/entity/Q55648444,Tehila Matmon,1905
http://www.wikidata.org/entity/Q8248724,Zhang Yun,1905
http://www.wikidata.org/entity/Q62080513,Inger Wilfred Jensen,1905
http://www.wikidata.org/entity/Q15446255,Sarah Chakko,1905
http://www.wikidata.org/entity/Q62081443,Stella Kornerup,1905
http://www.wikidata.org/entity/Q18402386,Madeleine Tribolati,1905
http://www.wikidata.org/entity/Q24072980,Bessie Jean Thompson Guthrie,1905
http://www.wikidata.org/entity/Q459383,Rita Lejeune,1906
http://www.wikidata.org/entity/Q2620289,Olena Teliha,1906
http://www.wikidata.org/entity/Q28648839,Ruth DeYoung Kohler,1906
http://www.wikidata.org/entity/Q65322740,Yvonne Hakim Rimpel,1906
http://www.wikidata.org/entity/Q106588351,Zahia Marzouk,1906
http://www.wikidata.org/entity/Q4482484,Monica Felton,1906
http://www.wikidata.org/entity/Q94743047,Alice Prausnitz,1906
http://www.wikidata.org/entity/Q94776284,Judith Spindler,1906
http://www.wikidata.org/entity/Q62004523,Blanca Lydia Trejo,1906
http://www.wikidata.org/entity/Q123118604,Shahinda Duzdar,1906
http://www.wikidata.org/entity/Q24226489,Doris Margaret Osborne,1906
http://www.wikidata.org/entity/Q1807722,Lau Mazirel,1907
http://www.wikidata.org/entity/Q2217810,Sophie Redmond,1907
http://www.wikidata.org/entity/Q106588333,Betty Kronman Shapiro,1907
http://www.wikidata.org/entity/Q5365120,Ellenor Catherine Watson,1907
http://www.wikidata.org/entity/Q96489752,Erika Rikli,1907
http://www.wikidata.org/entity/Q45843013,Habiba Menchari,1907
http://www.wikidata.org/entity/Q60990681,Yuriko Motojima,1907
http://www.wikidata.org/entity/Q15274548,Beata Kitsikis,1907
http://www.wikidata.org/entity/Q18645948,Ana Figuero,1907
http://www.wikidata.org/entity/Q20685642,Ana Rosa Tornero,1907
http://www.wikidata.org/entity/Q23705311,Teresa Andrés Zamora,1907
http://www.wikidata.org/entity/Q466457,Ho Jong-suk,1908
http://www.wikidata.org/entity/Q27915966,Salma Al-Malaika,1908
http://www.wikidata.org/entity/Q27960231,Elisabeth Pletscher,1908
http://www.wikidata.org/entity/Q106588350,Alice Madge Dawson,1908
http://www.wikidata.org/entity/Q29075128,Ofelia Machado Bonet,1908
http://www.wikidata.org/entity/Q33318768,Mascha Oettli,1908
http://www.wikidata.org/entity/Q3588897,Émilienne Brunfaut,1908
http://www.wikidata.org/entity/Q4120224,Doria Shafik,1908
http://www.wikidata.org/entity/Q4372656,Nina Popova,1908
http://www.wikidata.org/entity/Q4880616,Begum Anwar Ahmed,1908
http://www.wikidata.org/entity/Q110990965,Salwa Mahmasani Mumnah,1908
http://www.wikidata.org/entity/Q56251204,Najla Saab,1908
http://www.wikidata.org/entity/Q7683310,Tanimowo Ogunlesi,1908
http://www.wikidata.org/entity/Q27915966,Salma Al-Malaika,1909
http://www.wikidata.org/entity/Q28094661,Emma Catalina Encinas Aguayo,1909
http://www.wikidata.org/entity/Q28527559,Henny de Swaan-Roos,1909
http://www.wikidata.org/entity/Q5415007,Eva Bacon,1909
http://www.wikidata.org/entity/Q94755367,Perle Bugnion-Secrétan,1909
http://www.wikidata.org/entity/Q62079615,Annie Schondel,1909
http://www.wikidata.org/entity/Q62081561,Aagot Lading,1909
http://www.wikidata.org/entity/Q124347930,Maria Adele Crocioni,1909
http://www.wikidata.org/entity/Q3275661,Madeleine Guilbert,1910
http://www.wikidata.org/entity/Q106588352,Constance Rover,1910
http://www.wikidata.org/entity/Q4951016,Lis Groes,1910
http://www.wikidata.org/entity/Q5664168,Alcira de la Peña,1910
http://www.wikidata.org/entity/Q51142676,Gema Ramkeesoon,1910
http://www.wikidata.org/entity/Q54329557,Maria Luísa Bittencourt,1910
http://www.wikidata.org/entity/Q7685176,Tarab Abdul Hadi,1910
http://www.wikidata.org/entity/Q12326772,Meta Ditzel,1910
http://www.wikidata.org/entity/Q116970148,Hedwig Arbenz-Huber,1910
http://www.wikidata.org/entity/Q117793777,Andrée Sheehy-Skeffington,1910
http://www.wikidata.org/entity/Q3574189,Yvonne Dornès,1910
http://www.wikidata.org/entity/Q2247309,Harriët Freezer,1911
http://www.wikidata.org/entity/Q88488271,Necile Tevfik,1911
http://www.wikidata.org/entity/Q6558577,Lisbeth Broch,1911
http://www.wikidata.org/entity/Q6761642,Maria Ulfah Santoso,1911
http://www.wikidata.org/entity/Q111519371,Charlotte Muret,1911
http://www.wikidata.org/entity/Q62008259,Cécile Wagner,1911
http://www.wikidata.org/entity/Q62080765,Karen Nielsine Rasmussen,1911
http://www.wikidata.org/entity/Q16015005,Thuraya Al-Hafez,1911
http://www.wikidata.org/entity/Q19720965,Grete Borgmann,1911
http://www.wikidata.org/entity/Q537613,Aoua Kéita,1912
http://www.wikidata.org/entity/Q272393,Tillie Olsen,1912
http://www.wikidata.org/entity/Q436667,Molly Yard,1912
http://www.wikidata.org/entity/Q28064031,Corinne Marie Louise Pardede-baronesse van Boetzelaer,1912
http://www.wikidata.org/entity/Q94842079,Brigitte Pross,1912
http://www.wikidata.org/entity/Q107143649,Joan O. Joshua,1912
