item,itemLabel,year,lieunaissance,lieunaissanceLabel,coordinates
http://www.wikidata.org/entity/Q28064013,Trien de Haan-Zwagerman,1891,http://www.wikidata.org/entity/Q2952110,Hauwert,Point(5.0989 52.7075)
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,1891,http://www.wikidata.org/entity/Q54295687,Bhim Janmabhoomi,
http://www.wikidata.org/entity/Q78782458,Jeanne Kesseler,1891,http://www.wikidata.org/entity/Q675960,Arlon,Point(5.816666666 49.683611111)
http://www.wikidata.org/entity/Q45901113,Eva Kotchever,1891,http://www.wikidata.org/entity/Q983868,Mława,Point(20.366666666 53.116666666)
http://www.wikidata.org/entity/Q21537423,Erna Laura Keighley,1891,http://www.wikidata.org/entity/Q6750890,Manningham,Point(-1.764 53.805)
http://www.wikidata.org/entity/Q5297930,Doris Fleischman,1891,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
http://www.wikidata.org/entity/Q20859202,Liesbeth Ribbius Peletier,1891,http://www.wikidata.org/entity/Q803,Utrecht,Point(5.121666666 52.090833333)
http://www.wikidata.org/entity/Q1243468,Marie Delcourt,1891,http://www.wikidata.org/entity/Q208713,Ixelles - Elsene,Point(4.366944444 50.833055555)
http://www.wikidata.org/entity/Q26625959,Anna Forbes Liddell,1891,http://www.wikidata.org/entity/Q16565,Charlotte,Point(-80.843333333 35.226944444)
http://www.wikidata.org/entity/Q15020985,Jeanne Beeckman,1891,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
http://www.wikidata.org/entity/Q1687037,Jenny Humbert-Droz,1892,http://www.wikidata.org/entity/Q68380,Haut-Vully,Point(7.083333333 46.95)
http://www.wikidata.org/entity/Q107302604,Juana Julia Guzmán,1892,http://www.wikidata.org/entity/Q2431720,Corozal,Point(-75.293333333 9.316944444)
http://www.wikidata.org/entity/Q12880725,Maria Svolou,1892,http://www.wikidata.org/entity/Q1524,Athens,Point(23.728055555 37.984166666)
http://www.wikidata.org/entity/Q63183192,Beatriz Arnut,1892,http://www.wikidata.org/entity/Q1024784,Chacim,Point(-6.899444444 41.468888888)
http://www.wikidata.org/entity/Q63183192,Beatriz Arnut,1892,http://www.wikidata.org/entity/Q1024784,Chacim,Point(-6.89693 41.46765)
http://www.wikidata.org/entity/Q4762583,Angela Vode,1892,http://www.wikidata.org/entity/Q437,Ljubljana,Point(14.506111111 46.051388888)
http://www.wikidata.org/entity/Q254376,Bessie Coleman,1892,http://www.wikidata.org/entity/Q756137,Atlanta,Point(-94.1667 33.1183)
http://www.wikidata.org/entity/Q394649,Agnes Smedley,1892,http://www.wikidata.org/entity/Q2578726,Osgood,Point(-93.3489 40.1992)
http://www.wikidata.org/entity/Q7513123,Sigrid Helliesen Lund,1892,http://www.wikidata.org/entity/Q585,Oslo,Point(10.738888888 59.913333333)
http://www.wikidata.org/entity/Q273087,Augusta Savage,1892,http://www.wikidata.org/entity/Q988944,Green Cove Springs,Point(-81.683888888 29.992777777)
http://www.wikidata.org/entity/Q2510467,P. C. Chang,1892,http://www.wikidata.org/entity/Q11736,Tianjin,Point(117.205555555 39.146666666)
http://www.wikidata.org/entity/Q3176032,Jeanne Driessen,1892,http://www.wikidata.org/entity/Q110989,Maaseik,Point(5.785555555 51.101944444)
http://www.wikidata.org/entity/Q373455,Isabelle Blume,1892,http://www.wikidata.org/entity/Q2760739,Baudour,Point(3.831666666 50.483333333)
http://www.wikidata.org/entity/Q80900,Pearl S. Buck,1892,http://www.wikidata.org/entity/Q2485801,Hillsboro,Point(-80.2125 38.138055555)
http://www.wikidata.org/entity/Q5721949,Henry Gerber,1892,http://www.wikidata.org/entity/Q980,Bavaria,Point(11.385555555 49.078611111)
http://www.wikidata.org/entity/Q105275977,Elsa Svartengren,1892,http://www.wikidata.org/entity/Q10683835,Sundvall parish,Point(17.29833333 62.39113889)
http://www.wikidata.org/entity/Q11781202,Milena Rudnytska,1892,http://www.wikidata.org/entity/Q148928,Zboriv,Point(25.146931109 49.661605155)
http://www.wikidata.org/entity/Q4934286,Anna Caspari Agerholt,1892,http://www.wikidata.org/entity/Q585,Oslo,Point(10.738888888 59.913333333)
http://www.wikidata.org/entity/Q11932294,Llibertat Ròdenas,1892,http://www.wikidata.org/entity/Q1118523,Chera,Point(-0.9729021 39.5931474)
http://www.wikidata.org/entity/Q3037079,Doris Stevens,1892,http://www.wikidata.org/entity/Q43199,Omaha,Point(-95.9375 41.258611111)
http://www.wikidata.org/entity/Q23688821,Nuriye Ulviye Mevlan Civelek,1893,http://www.wikidata.org/entity/Q10764557,Hacıvelioba,Point(27.647837 40.047634)
http://www.wikidata.org/entity/Q63683426,Felicia Santizo,1893,http://www.wikidata.org/entity/Q797147,Portobelo,Point(-79.655 9.554444444)
http://www.wikidata.org/entity/Q11091484,Zeng Baosun,1893,http://www.wikidata.org/entity/Q1207051,Xiangxiang,Point(112.52229 27.73894)
http://www.wikidata.org/entity/Q20242883,Janie Lever-Brouwer,1893,http://www.wikidata.org/entity/Q1001658,Leerbroek,Point(5.0514 51.9089)
http://www.wikidata.org/entity/Q15407080,Marcelle Capy,1893,http://www.wikidata.org/entity/Q3667188,Cherbourg,Point(-1.6 49.63333333)
http://www.wikidata.org/entity/Q70732955,Vojtech Cerny,1893,http://www.wikidata.org/entity/Q11878961,Velké Zboží,Point(15.1014 50.1644)
http://www.wikidata.org/entity/Q28356957,Kerttu Sihvonen,1893,http://www.wikidata.org/entity/Q1589322,Haukivuori,Point(27.208333333 62.020833333)
http://www.wikidata.org/entity/Q107169098,Yang Xingfo,1893,http://www.wikidata.org/entity/Q197394,Zhangshu,Point(115.5375 28.066666666)
http://www.wikidata.org/entity/Q107169098,Yang Xingfo,1893,http://www.wikidata.org/entity/Q24831157,Jiangxi,
http://www.wikidata.org/entity/Q3565918,Walter White,1893,http://www.wikidata.org/entity/Q23556,Atlanta,Point(-84.390277777 33.756944444)
http://www.wikidata.org/entity/Q115563396,Katharina Zinnicken,1893,http://www.wikidata.org/entity/Q365,Cologne,Point(6.957777777 50.942222222)
http://www.wikidata.org/entity/Q5298378,Dorothy Detzer,1893,http://www.wikidata.org/entity/Q49268,Fort Wayne,Point(-85.13915 41.08045)
http://www.wikidata.org/entity/Q21536592,Mary Cecil Tenison Woods,1893,http://www.wikidata.org/entity/Q5112,Adelaide,Point(138.6 -34.9275)
http://www.wikidata.org/entity/Q325240,José Castellanos Contreras,1893,http://www.wikidata.org/entity/Q1094372,San Vicente,Point(-88.783641666 13.643286111)
http://www.wikidata.org/entity/Q450802,Vera Brittain,1893,http://www.wikidata.org/entity/Q868642,Newcastle-under-Lyme,Point(-2.2278 53.0109)
http://www.wikidata.org/entity/Q63485517,Andrée Lehmann,1893,http://www.wikidata.org/entity/Q275118,9th arrondissement of Paris,Point(2.336966666 48.878280555)
http://www.wikidata.org/entity/Q3181404,Marie Anne Tellegen,1893,http://www.wikidata.org/entity/Q1310,Arnhem,Point(5.916666666 51.983333333)
http://www.wikidata.org/entity/Q19721977,Sara Rey Alvarez,1894,http://www.wikidata.org/entity/Q77,Uruguay,Point(-56.0 -33.0)
http://www.wikidata.org/entity/Q3051748,Else Scheuer-Insel,1894,http://www.wikidata.org/entity/Q22690,Metz,Point(6.176944444 49.119722222)
http://www.wikidata.org/entity/Q29419623,Clementina Batalla de Bassls,1894,http://www.wikidata.org/entity/Q2378103,Acapulco de Juárez Municipality,Point(-99.82083333 16.92222222)
http://www.wikidata.org/entity/Q12118486,Olena Lototska,1894,http://www.wikidata.org/entity/Q654964,"Kniazie, Gmina Lubycza Królewska",Point(23.492027777 50.337333333)
http://www.wikidata.org/entity/Q56824730,Janet Okala,1894,http://www.wikidata.org/entity/Q852238,Onitsha,Point(6.783333333 6.166666666)
http://www.wikidata.org/entity/Q67145782,Vera Douie,1894,http://www.wikidata.org/entity/Q11739,Lahore,Point(74.343611111 31.549722222)
http://www.wikidata.org/entity/Q28108988,Jeanne Eder-Schwyzer,1894,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
http://www.wikidata.org/entity/Q7024866,Nichita Smochină,1894,http://www.wikidata.org/entity/Q20858605,Corjova,Point(29.13333333 47.3)
http://www.wikidata.org/entity/Q6117843,Salvadora Medina Onrubia,1894,http://www.wikidata.org/entity/Q44059,La Plata,Point(-57.95 -34.933333333)
http://www.wikidata.org/entity/Q86289,Alice Rühle-Gerstel,1894,http://www.wikidata.org/entity/Q1085,Prague,Point(14.421388888 50.0875)
http://www.wikidata.org/entity/Q62081415,Sigrid Ammitzbøll,1894,http://www.wikidata.org/entity/Q12317211,Hornborg,Point(9.6647 55.8547)
http://www.wikidata.org/entity/Q7240872,Prescott Townsend,1894,http://www.wikidata.org/entity/Q20138,Roxbury,Point(-71.095277777 42.325)
http://www.wikidata.org/entity/Q28943751,Rose Cohen,1894,http://www.wikidata.org/entity/Q84,London,Point(-0.1275 51.507222222)
http://www.wikidata.org/entity/Q1264246,Bertha Lutz,1894,http://www.wikidata.org/entity/Q174,São Paulo,Point(-46.633947222 -23.550394444)
http://www.wikidata.org/entity/Q1133794,Cornelius F. Klassen,1894,http://www.wikidata.org/entity/Q1979186,Neu Samara Colony,Point(53.48231667 52.84984167)
http://www.wikidata.org/entity/Q3792221,Igino Giordani,1894,http://www.wikidata.org/entity/Q159605,Tivoli,Point(12.8 41.966666666)
http://www.wikidata.org/entity/Q18355631,Florence Nagle,1894,http://www.wikidata.org/entity/Q637582,Fallowfield,Point(-2.2186 53.4425)
http://www.wikidata.org/entity/Q1897634,Annie Romein-Verschoor,1895,http://www.wikidata.org/entity/Q47887,Nijmegen,Point(5.8625 51.8475)
http://www.wikidata.org/entity/Q1370042,Esther Fahmy Wissa,1895,http://www.wikidata.org/entity/Q29962,Asyut,Point(31.171388888 27.186944444)
http://www.wikidata.org/entity/Q18684593,Marie-Josèphe Réchard,1895,http://www.wikidata.org/entity/Q185066,Cholet,Point(-0.879722222 47.058888888)
http://www.wikidata.org/entity/Q16942028,Abigail Mejia,1895,http://www.wikidata.org/entity/Q34820,Santo Domingo,Point(-69.893333333 18.476388888)
http://www.wikidata.org/entity/Q3801407,Ion Vinea,1895,http://www.wikidata.org/entity/Q202351,Giurgiu,Point(25.966666666 43.9)
http://www.wikidata.org/entity/Q105755377,Bella Kunvári,1895,http://www.wikidata.org/entity/Q1781,Budapest,Point(19.040833333 47.498333333)
http://www.wikidata.org/entity/Q1795535,Käthe Leichter,1895,http://www.wikidata.org/entity/Q1741,Vienna,Point(16.3725 48.208333333)
http://www.wikidata.org/entity/Q13021,Vinoba Bhave,1895,http://www.wikidata.org/entity/Q2019683,Raigad district,Point(72.88 18.65)
http://www.wikidata.org/entity/Q110526332,Margrit Schlatter,1895,http://www.wikidata.org/entity/Q72,Zürich,Point(8.541111111 47.374444444)
http://www.wikidata.org/entity/Q121891033,Felicja Stendigowa,1895,http://www.wikidata.org/entity/Q31487,Kraków,Point(19.937222222 50.061388888)
http://www.wikidata.org/entity/Q8248716,Liu-Wang Liming,1896,http://www.wikidata.org/entity/Q1335408,Taihu County,Point(116.30043 30.45369)
http://www.wikidata.org/entity/Q2078494,Yvonne George,1896,http://www.wikidata.org/entity/Q9005,Brussels metropolitan area,Point(4.3525 50.846666666)
http://www.wikidata.org/entity/Q124021536,Julia Morán Sánchez,1896,http://www.wikidata.org/entity/Q4926481,Blimea,Point(-5.58996781 43.27665669)
http://www.wikidata.org/entity/Q107177901,Ramona Soldevila Cirés,1896,http://www.wikidata.org/entity/Q2044,Florence,Point(11.254166666 43.771388888)
http://www.wikidata.org/entity/Q11902075,Väinö Lassila,1896,http://www.wikidata.org/entity/Q180233,Pori,Point(21.7975 61.486666666)
http://www.wikidata.org/entity/Q93132254,Imrich Matyáš,1896,http://www.wikidata.org/entity/Q1780,Bratislava,Point(17.112777777 48.144722222)
http://www.wikidata.org/entity/Q5741532,Hermila Galindo,1896,http://www.wikidata.org/entity/Q5770667,Villa Juárez,Point(-103.595 25.4953)
http://www.wikidata.org/entity/Q19801936,Agnes Nolte,1896,http://www.wikidata.org/entity/Q727,Amsterdam,Point(4.893611111 52.372777777)
http://www.wikidata.org/entity/Q2045571,Hann Diekmann,1896,http://www.wikidata.org/entity/Q727,Amsterdam,Point(4.893611111 52.372777777)
http://www.wikidata.org/entity/Q96083181,Liv Hektoen Løvland,1896,http://www.wikidata.org/entity/Q48723,Alvdal,Point(10.634422222 62.109377777)
http://www.wikidata.org/entity/Q64025621,María Luisa Sánchez Bustamante,1896,http://www.wikidata.org/entity/Q2907,Sucre,Point(-65.26 -19.0475)
http://www.wikidata.org/entity/Q3286445,Manon Cormier,1896,http://www.wikidata.org/entity/Q1479,Bordeaux,Point(-0.579444444 44.837777777)
http://www.wikidata.org/entity/Q289962,Áron Márton,1896,http://www.wikidata.org/entity/Q509836,Sândominic,Point(25.783333333 46.583333333)
http://www.wikidata.org/entity/Q26838561,Mercedes Chacón Porras,1896,http://www.wikidata.org/entity/Q800,Costa Rica,Point(-84.0 10.0)
http://www.wikidata.org/entity/Q4358180,Mies Boissevain-van Lennep,1896,http://www.wikidata.org/entity/Q727,Amsterdam,Point(4.893611111 52.372777777)
http://www.wikidata.org/entity/Q94833769,Käthe Reinhardt,1896,http://www.wikidata.org/entity/Q64,Berlin,Point(13.383333333 52.516666666)
http://www.wikidata.org/entity/Q3372640,Paulette Nardal,1896,http://www.wikidata.org/entity/Q282944,Le François,Point(-60.9025 14.615277777)
http://www.wikidata.org/entity/Q5416361,Evelyn Lett,1896,http://www.wikidata.org/entity/Q1841172,Wawanesa,Point(-99.6833 49.5167)
http://www.wikidata.org/entity/Q20685643,Magdalena Spínola,1896,http://www.wikidata.org/entity/Q1023364,Jutiapa,Point(-89.8925 14.282777777)
http://www.wikidata.org/entity/Q20685643,Magdalena Spínola,1896,http://www.wikidata.org/entity/Q1023364,Jutiapa,Point(-89.895833333 14.291666666)
http://www.wikidata.org/entity/Q51078475,Maria Golescu,1897,http://www.wikidata.org/entity/Q19660,Bucharest,Point(26.097777777 44.413361111)
http://www.wikidata.org/entity/Q21035477,Betty Mary Goetting,1897,http://www.wikidata.org/entity/Q982839,Jefferson,Point(-94.3494 32.7611)
http://www.wikidata.org/entity/Q62081232,Mélanie Oppenhejm,1897,http://www.wikidata.org/entity/Q1055,Hamburg,Point(10.0 53.55)
http://www.wikidata.org/entity/Q2042966,Oyinkan Abayomi,1897,http://www.wikidata.org/entity/Q8673,Lagos,Point(3.4 6.45)
http://www.wikidata.org/entity/Q121966,Karl Meier,1897,http://www.wikidata.org/entity/Q25607,St. Gallen,Point(9.377222222 47.423333333)
http://www.wikidata.org/entity/Q87263542,Nelly Cormeau,1897,http://www.wikidata.org/entity/Q12887,Schaerbeek,Point(4.373611111 50.8675)
http://www.wikidata.org/entity/Q2576811,Willemijn Posthumus-van der Goot,1897,http://www.wikidata.org/entity/Q3926,Pretoria,Point(28.188055555 -25.746388888)
http://www.wikidata.org/entity/Q5400975,Ester Graff,1897,http://www.wikidata.org/entity/Q2615087,Hesselager,Point(10.7458 55.1756)
http://www.wikidata.org/entity/Q3766214,Giovanna Caleffi,1897,http://www.wikidata.org/entity/Q111202,Gualtieri,Point(10.633333333 44.9)
http://www.wikidata.org/entity/Q5650929,Hansa Jivraj Mehta,1897,http://www.wikidata.org/entity/Q4629,Surat,Point(72.84 21.205)
http://www.wikidata.org/entity/Q3355,Amelia Earhart,1897,http://www.wikidata.org/entity/Q753949,Atchison,Point(-95.1283 39.5625)
http://www.wikidata.org/entity/Q16011654,Anbara Salam Khalidy,1897,http://www.wikidata.org/entity/Q3820,Beirut,Point(35.513055555 33.886944444)
http://www.wikidata.org/entity/Q2520719,Corry Tendeloo,1897,http://www.wikidata.org/entity/Q5989,Tebing Tinggi,Point(99.1625 3.328333333)
http://www.wikidata.org/entity/Q16006671,Etelvina Villanueva y Saavedra,1897,http://www.wikidata.org/entity/Q2868,Lima,Point(-77.0375 -12.06)
http://www.wikidata.org/entity/Q15639161,Else Zeuthen,1897,http://www.wikidata.org/entity/Q30096,Frederiksberg,Point(12.536388888 55.6775)
http://www.wikidata.org/entity/Q21754897,Jean Mary Daly,1897,http://www.wikidata.org/entity/Q8272780,Strathfield,Point(151.083 -33.8808)
http://www.wikidata.org/entity/Q30106524,Ollga Plumbi,1898,http://www.wikidata.org/entity/Q642856,Përmet,Point(20.35 40.233333333)
http://www.wikidata.org/entity/Q56377765,Florinda Lazos León,1898,http://www.wikidata.org/entity/Q524894,San Cristóbal de las Casas,Point(-92.637563888 16.737022222)
http://www.wikidata.org/entity/Q23639074,Karl Giese,1898,http://www.wikidata.org/entity/Q43287,German Empire,Point(13.0 52.0)
http://www.wikidata.org/entity/Q28916353,Teresa Giménez Selma,1898,http://www.wikidata.org/entity/Q15092,Castelló de la Plana,Point(-0.037438888 39.985980555)
http://www.wikidata.org/entity/Q30312609,Henriette Alquier,1898,http://www.wikidata.org/entity/Q191141,Sète,Point(3.696666666 43.404444444)
http://www.wikidata.org/entity/Q3271466,Léon Émery,1898,http://www.wikidata.org/entity/Q3354,5th arrondissement of Lyon,Point(4.799044444 45.75845)
http://www.wikidata.org/entity/Q18613190,Suzanne Tassier,1898,http://www.wikidata.org/entity/Q12892,Antwerp,Point(4.399722222 51.221111111)
http://www.wikidata.org/entity/Q19754742,Cor Razoux Schultz-Metzer,1898,http://www.wikidata.org/entity/Q165736,Doesburg,Point(6.133333333 52.016666666)
http://www.wikidata.org/entity/Q6209411,Eric Thorsell,1898,http://www.wikidata.org/entity/Q1981372,Munktorp,Point(16.128795651 59.530540806)
http://www.wikidata.org/entity/Q7496377,Shigeri Yamataka,1899,http://www.wikidata.org/entity/Q203027,Tsu,Point(136.505777777 34.718444444)
http://www.wikidata.org/entity/Q18204589,Sybil Brand,1899,http://www.wikidata.org/entity/Q1297,Chicago,Point(-87.65005 41.85003)
http://www.wikidata.org/entity/Q105789814,Gerritje Meldau,1899,http://www.wikidata.org/entity/Q2119,Mannheim,Point(8.466111111 49.487777777)
http://www.wikidata.org/entity/Q97095128,Anna-Liese Schwieger,1899,http://www.wikidata.org/entity/Q2861,Rostock,Point(12.133333333 54.083333333)
http://www.wikidata.org/entity/Q6068819,Irena Krzywicka,1899,http://www.wikidata.org/entity/Q135686,Yeniseysk,Point(92.133333333 58.466666666)
http://www.wikidata.org/entity/Q42611287,Irma May,1899,http://www.wikidata.org/entity/Q36036,Lviv,Point(24.032222222 49.8425)
http://www.wikidata.org/entity/Q21608096,Anna Lord Strauss,1899,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
http://www.wikidata.org/entity/Q14151793,Selli Engler,1899,http://www.wikidata.org/entity/Q387463,Świebodzin,Point(15.533333333 52.25)
http://www.wikidata.org/entity/Q104611,Richard Linsert,1899,http://www.wikidata.org/entity/Q64,Berlin,Point(13.383333333 52.516666666)
http://www.wikidata.org/entity/Q428254,Clotario Blest,1899,http://www.wikidata.org/entity/Q2887,Santiago,Point(-70.65 -33.4375)
http://www.wikidata.org/entity/Q90257627,August Bambula,1899,http://www.wikidata.org/entity/Q63970,Herisau,Point(9.2786 47.3851)
http://www.wikidata.org/entity/Q104173678,Božena Rothmayerová,1899,http://www.wikidata.org/entity/Q1085,Prague,Point(14.421388888 50.0875)
http://www.wikidata.org/entity/Q104173678,Božena Rothmayerová,1899,http://www.wikidata.org/entity/Q2580968,Dejvice,Point(14.37444 50.10472)
http://www.wikidata.org/entity/Q5298378,Dorothy Detzer,1900,http://www.wikidata.org/entity/Q49268,Fort Wayne,Point(-85.13915 41.08045)
http://www.wikidata.org/entity/Q56249512,Afifa Sa'b,1900,http://www.wikidata.org/entity/Q2477243,Choueifat,Point(35.516666666 33.816666666)
http://www.wikidata.org/entity/Q106450989,Ana María Rubens,1900,http://www.wikidata.org/entity/Q1486,Buenos Aires,Point(-58.381944444 -34.599722222)
http://www.wikidata.org/entity/Q61002925,Humuani Alaga,1900,http://www.wikidata.org/entity/Q183298,Ibadan,Point(3.916666666 7.396388888)
http://www.wikidata.org/entity/Q67124784,Carmela Galardo-Frascarelli,1900,http://www.wikidata.org/entity/Q340,Montreal,Point(-73.561666666 45.508888888)
http://www.wikidata.org/entity/Q28916339,Teresa Giner,1900,http://www.wikidata.org/entity/Q15092,Castelló de la Plana,Point(-0.037438888 39.985980555)
http://www.wikidata.org/entity/Q20979245,Elena Mederos,1900,http://www.wikidata.org/entity/Q1563,Havana,Point(-82.358888888 23.136666666)
http://www.wikidata.org/entity/Q24239628,Phyllis Le Cappelaine Burke,1900,http://www.wikidata.org/entity/Q1011062,Maldon,Point(0.675833333 51.731666666)
http://www.wikidata.org/entity/Q124150444,Ernő Bóta,1900,http://www.wikidata.org/entity/Q1781,Budapest,Point(19.040833333 47.498333333)
http://www.wikidata.org/entity/Q100154208,Marga Philip,1900,http://www.wikidata.org/entity/Q518491,Lindenthal,Point(6.91 50.926111111)
http://www.wikidata.org/entity/Q2250705,Antonieta Rivas Mercado,1900,http://www.wikidata.org/entity/Q1489,Mexico City,Point(-99.145555555 19.419444444)
http://www.wikidata.org/entity/Q5400930,Estelle Griswold,1900,http://www.wikidata.org/entity/Q33486,Hartford,Point(-72.685 41.763333333)
http://www.wikidata.org/entity/Q2836613,Alice Melin,1900,http://www.wikidata.org/entity/Q2844475,Ampsin,Point(5.2878 50.5397)
http://www.wikidata.org/entity/Q3103732,Georgette Ciselet,1900,http://www.wikidata.org/entity/Q12892,Antwerp,Point(4.399722222 51.221111111)
http://www.wikidata.org/entity/Q28917373,Delia Weber,1900,http://www.wikidata.org/entity/Q34820,Santo Domingo,Point(-69.893333333 18.476388888)
http://www.wikidata.org/entity/Q107297851,Anita Carrijo,1900,http://www.wikidata.org/entity/Q174,São Paulo,Point(-46.633947222 -23.550394444)
http://www.wikidata.org/entity/Q2907465,Yvonne Nèvejean,1900,http://www.wikidata.org/entity/Q1296,Ghent,Point(3.725277777 51.053611111)
http://www.wikidata.org/entity/Q436521,Mary Lasker,1900,http://www.wikidata.org/entity/Q1207479,Watertown,Point(-88.716666666 43.2)
http://www.wikidata.org/entity/Q4720750,Alexandra Sicotte-Levesque,1901,http://www.wikidata.org/entity/Q340,Montreal,Point(-73.561666666 45.508888888)
http://www.wikidata.org/entity/Q28933270,Renée de Sépibus,1901,http://www.wikidata.org/entity/Q666003,Schwarzau am Steinfeld,Point(16.166666666 47.716666666)
http://www.wikidata.org/entity/Q50846034,Estela Fernández Hermosillo,1901,http://www.wikidata.org/entity/Q655,Chihuahua,Point(-106.073333333 28.639166666)
http://www.wikidata.org/entity/Q7427418,Saumen Guha,1901,http://www.wikidata.org/entity/Q902,Bangladesh,Point(89.866667 24.016667)
http://www.wikidata.org/entity/Q7351539,Roberta Sklar,1901,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
http://www.wikidata.org/entity/Q16490990,Claudia Castrosín Verdú,1901,http://www.wikidata.org/entity/Q44059,La Plata,Point(-57.95 -34.933333333)
http://www.wikidata.org/entity/Q50379647,Bibiana Peñaranda,1901,http://www.wikidata.org/entity/Q996581,Buenaventura,Point(-77.026666666 3.877222222)
http://www.wikidata.org/entity/Q57056844,Lol Kin Castaneda,1901,http://www.wikidata.org/entity/Q1489,Mexico City,Point(-99.145555555 19.419444444)
http://www.wikidata.org/entity/Q29093814,Emma L. Bowen,1901,http://www.wikidata.org/entity/Q773325,Spartanburg,Point(-81.934722222 34.948055555)
http://www.wikidata.org/entity/Q28355876,Fidel Toniolli,1901,http://www.wikidata.org/entity/Q2767835,Las Perdices,Point(-63.704444444 -32.698888888)
http://www.wikidata.org/entity/Q28355876,Fidel Toniolli,1901,http://www.wikidata.org/entity/Q2767835,Las Perdices,Point(-63.706388888 -32.698055555)
http://www.wikidata.org/entity/Q20684244,Natasha Jiménez,1901,http://www.wikidata.org/entity/Q800,Costa Rica,Point(-84.0 10.0)
http://www.wikidata.org/entity/Q53764830,Topacio Reynoso,1901,http://www.wikidata.org/entity/Q1749104,Mataquescuintla,Point(-90.183805555 14.533638888)
http://www.wikidata.org/entity/Q118322725,Nélida Chela Fontora,1901,http://www.wikidata.org/entity/Q1784710,Tranqueras,Point(-55.766666666 -31.183333333)
http://www.wikidata.org/entity/Q28716530,Zulaija Al-Shahabi,1901,http://www.wikidata.org/entity/Q1218,Jerusalem,Point(35.225555555 31.778888888)
http://www.wikidata.org/entity/Q62022949,Anna Aloys Henga,1901,http://www.wikidata.org/entity/Q3866,Dodoma,Point(35.746 -6.1835)
http://www.wikidata.org/entity/Q64735367,Amjad Atallah,1901,http://www.wikidata.org/entity/Q184116,Gary,Point(-87.345555555 41.580833333)
http://www.wikidata.org/entity/Q87421998,Fernande Coulon,1901,http://www.wikidata.org/entity/Q519448,Fayt-lez-Manage,Point(4.21666667 50.48333333)
http://www.wikidata.org/entity/Q3588838,Émilie Busquant,1901,http://www.wikidata.org/entity/Q627247,Neuves-Maisons,Point(6.103611111 48.616111111)
http://www.wikidata.org/entity/Q27925203,Adriana Willemina de Iongh,1901,http://www.wikidata.org/entity/Q26421,Dordrecht,Point(4.678333333 51.795833333)
http://www.wikidata.org/entity/Q111647300,Rosa Louis,1901,http://www.wikidata.org/entity/Q25607,St. Gallen,Point(9.377222222 47.423333333)
http://www.wikidata.org/entity/Q482708,Ham Seok-heon,1901,http://www.wikidata.org/entity/Q423,North Korea,Point(127.0 40.0)
http://www.wikidata.org/entity/Q525460,Pearl Gibbs,1901,http://www.wikidata.org/entity/Q2918153,La Perouse,Point(151.2438889 -33.991388888)
http://www.wikidata.org/entity/Q66311329,Gertrude Isabella Morton Horton,1901,http://www.wikidata.org/entity/Q743535,Chelsea,Point(-0.1684 51.4875)
http://www.wikidata.org/entity/Q122789694,Giovanna Boccalini Barcellona,1901,http://www.wikidata.org/entity/Q6244,Lodi,Point(9.5 45.316666666)
http://www.wikidata.org/entity/Q63485884,Laura Thoma,1901,http://www.wikidata.org/entity/Q25607,St. Gallen,Point(9.377222222 47.423333333)
http://www.wikidata.org/entity/Q104523976,Doris Clark,1901,http://www.wikidata.org/entity/Q159273,Arequipa,Point(-71.536883333 -16.398763888)
http://www.wikidata.org/entity/Q2070292,P. R. Stephensen,1901,http://www.wikidata.org/entity/Q408,Australia,Point(133.0 -25.0)
http://www.wikidata.org/entity/Q2070292,P. R. Stephensen,1901,http://www.wikidata.org/entity/Q377975,Maryborough,Point(152.701944444 -25.5375)
http://www.wikidata.org/entity/Q5394929,Ernst Borinski,1901,http://www.wikidata.org/entity/Q588,Katowice,Point(19.0 50.25)
http://www.wikidata.org/entity/Q551763,Odd Nansen,1901,http://www.wikidata.org/entity/Q57076,Bærum Municipality,Point(10.506669444 59.938330555)
http://www.wikidata.org/entity/Q29870823,Pelegrina Pastorino,1902,http://www.wikidata.org/entity/Q1449,Genoa,Point(8.933983333 44.407186111)
http://www.wikidata.org/entity/Q105480230,Maria Isabel Aboim Inglez,1902,http://www.wikidata.org/entity/Q652613,Bairro Alto,Point(-9.145193 38.713746)
http://www.wikidata.org/entity/Q6016012,Mika Feldman de Etchebéhère,1902,http://www.wikidata.org/entity/Q2916085,Moisés Ville,Point(-61.483333333 -30.716666666)
http://www.wikidata.org/entity/Q16613238,Ofelia Rodríguez Acosta,1902,http://www.wikidata.org/entity/Q244139,Pinar del Río,Point(-83.671944444 22.412222222)
http://www.wikidata.org/entity/Q11929195,José Roberto Suárez,1902,http://www.wikidata.org/entity/Q1335,Montevideo,Point(-56.166666666 -34.866666666)
http://www.wikidata.org/entity/Q2478543,Corliss Lamont,1902,http://www.wikidata.org/entity/Q986210,Englewood,Point(-73.975801 40.893343)
