item,itemLabel,year,lieunaissance,lieunaissanceLabel,coordinates
http://www.wikidata.org/entity/Q57829607,João W. Nery,1950,http://www.wikidata.org/entity/Q8678,Rio de Janeiro,Point(-43.205555555 -22.911111111)
http://www.wikidata.org/entity/Q1624517,Holger Hanisch,1950,http://www.wikidata.org/entity/Q1055,Hamburg,Point(10.0 53.55)
http://www.wikidata.org/entity/Q565480,Anne Klein,1950,http://www.wikidata.org/entity/Q863327,Bilsdorf,Point(6.82194 49.3839)
http://www.wikidata.org/entity/Q125417472,Ron Simmons,1950,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
http://www.wikidata.org/entity/Q336961,Ed Nijpels,1950,http://www.wikidata.org/entity/Q9911,Den Helder,Point(4.758888888 52.958333333)
http://www.wikidata.org/entity/Q27819816,Awa Thiam,1950,http://www.wikidata.org/entity/Q1041,Senegal,Point(-14.283333 14.366667)
http://www.wikidata.org/entity/Q6838143,Mick Dodson,1950,http://www.wikidata.org/entity/Q17980,Katherine,Point(132.266667 -14.466667)
http://www.wikidata.org/entity/Q5045357,Carolyn Forché,1950,http://www.wikidata.org/entity/Q12439,Detroit,Point(-83.0475 42.331666666)
http://www.wikidata.org/entity/Q2776682,Saadia Marciano,1950,http://www.wikidata.org/entity/Q193802,Oujda,Point(-1.911388888 34.686666666)
http://www.wikidata.org/entity/Q258462,Eve Kosofsky Sedgwick,1950,http://www.wikidata.org/entity/Q34739,Dayton,Point(-84.2 39.766666666)
http://www.wikidata.org/entity/Q101807589,Zohra Yusuf,1950,http://www.wikidata.org/entity/Q668,India,Point(83.0 22.8)
http://www.wikidata.org/entity/Q2660737,Fethiye Çetin,1950,http://www.wikidata.org/entity/Q16392495,Maden,
http://www.wikidata.org/entity/Q3082495,Frank Arnal,1950,http://www.wikidata.org/entity/Q44160,Toulon,Point(5.930555555 43.125)
http://www.wikidata.org/entity/Q318130,Wei Jingsheng,1950,http://www.wikidata.org/entity/Q956,Beijing,Point(116.407526 39.90403)
http://www.wikidata.org/entity/Q107427154,Desmond Majekodunmi,1950,http://www.wikidata.org/entity/Q815913,Lagos,Point(3.75 6.583333333)
http://www.wikidata.org/entity/Q448543,Jean Lambert,1950,http://www.wikidata.org/entity/Q1987584,Orsett,Point(0.37 51.51)
http://www.wikidata.org/entity/Q29388712,Q29388712,1950,http://www.wikidata.org/entity/Q154835,Mogilev,Point(30.34296 53.90894)
http://www.wikidata.org/entity/Q99654421,Fabienne Lauret,1950,http://www.wikidata.org/entity/Q83452,Boinville-en-Mantois,Point(1.756944444 48.930555555)
http://www.wikidata.org/entity/Q106967225,Thom Higgins,1950,http://www.wikidata.org/entity/Q1570610,Beaver Dam,Point(-88.836066 43.459967)
http://www.wikidata.org/entity/Q10374688,Sueli Carneiro,1950,http://www.wikidata.org/entity/Q174,São Paulo,Point(-46.633947222 -23.550394444)
http://www.wikidata.org/entity/Q165602,Sergei Yushenkov,1950,http://www.wikidata.org/entity/Q19972942,Q19972942,
http://www.wikidata.org/entity/Q125019482,Manuela Tavares,1950,http://www.wikidata.org/entity/Q597,Lisbon,Point(-9.139016 38.708042)
http://www.wikidata.org/entity/Q6208279,Joe Acanfora,1950,http://www.wikidata.org/entity/Q26339,Jersey City,Point(-74.06 40.71)
http://www.wikidata.org/entity/Q4666088,Abdullah al-Hamid,1950,http://www.wikidata.org/entity/Q259253,Buraidah,Point(43.966666666 26.333333333)
http://www.wikidata.org/entity/Q116149998,Thomas Lawrence Higgins,1950,http://www.wikidata.org/entity/Q1570610,Beaver Dam,Point(-88.836066 43.459967)
http://www.wikidata.org/entity/Q1201367,Detlef Stoffel,1950,http://www.wikidata.org/entity/Q2112,Bielefeld,Point(8.533333333 52.016666666)
http://www.wikidata.org/entity/Q41563680,Richard Ben Azzouz,1950,http://www.wikidata.org/entity/Q33705005,Oulad Teima,Point(-9.20197 30.39388)
http://www.wikidata.org/entity/Q119536457,Renae Ogletree,1950,http://www.wikidata.org/entity/Q170433,Passaic,Point(-74.128888888 40.8575)
http://www.wikidata.org/entity/Q89980,Elmar Kraushaar,1950,http://www.wikidata.org/entity/Q628542,Bad Zwesten,Point(9.183055555 51.049722222)
http://www.wikidata.org/entity/Q260996,Izabela Jaruga-Nowacka,1950,http://www.wikidata.org/entity/Q1792,Gdańsk,Point(18.6540233 54.3482907)
http://www.wikidata.org/entity/Q50824418,Line Bareiro,1950,http://www.wikidata.org/entity/Q2933,Asunción,Point(-57.633333333 -25.3)
http://www.wikidata.org/entity/Q211239,Jody Williams,1950,http://www.wikidata.org/entity/Q899813,Brattleboro,Point(-72.614444444 42.861944444)
http://www.wikidata.org/entity/Q23641302,Jaime Gómez Velásquez,1950,http://www.wikidata.org/entity/Q2841,Bogotá,Point(-74.08175 4.60971)
http://www.wikidata.org/entity/Q7937809,Viviana Díaz,1950,http://www.wikidata.org/entity/Q2887,Santiago,Point(-70.65 -33.4375)
http://www.wikidata.org/entity/Q541780,Sihem Bensedrine,1950,http://www.wikidata.org/entity/Q27230,La Marsa,Point(10.325277777 36.876388888)
http://www.wikidata.org/entity/Q16267673,Olivia Chaumont,1950,http://www.wikidata.org/entity/Q234735,Meudon,Point(2.240277777 48.8075)
http://www.wikidata.org/entity/Q28934190,Ken Jones,1950,http://www.wikidata.org/entity/Q1408,New Jersey,Point(-74.5 40.0)
http://www.wikidata.org/entity/Q28934190,Ken Jones,1950,http://www.wikidata.org/entity/Q138391,Paterson,Point(-74.163055555 40.915555555)
http://www.wikidata.org/entity/Q107368575,Ilona Lagrene,1950,http://www.wikidata.org/entity/Q2966,Heidelberg,Point(8.71 49.412222222)
http://www.wikidata.org/entity/Q23038662,Jeanne Doomen,1950,http://www.wikidata.org/entity/Q9832,Eindhoven,Point(5.484166666 51.434444444)
http://www.wikidata.org/entity/Q6833593,Michael Posner,1950,http://www.wikidata.org/entity/Q1297,Chicago,Point(-87.65005 41.85003)
http://www.wikidata.org/entity/Q7462232,Shahriar Kabir,1950,http://www.wikidata.org/entity/Q902,Bangladesh,Point(89.866667 24.016667)
http://www.wikidata.org/entity/Q4075707,Fäwziä Bäyrämevä,1950,http://www.wikidata.org/entity/Q13206804,Sabay,Point(50.300922 55.993177)
http://www.wikidata.org/entity/Q124257853,Q124257853,1950,http://www.wikidata.org/entity/Q9365,Dushanbe,Point(68.786388888 38.573055555)
http://www.wikidata.org/entity/Q2920375,Ezra Nawi,1951,http://www.wikidata.org/entity/Q1218,Jerusalem,Point(35.225555555 31.778888888)
http://www.wikidata.org/entity/Q3429391,Sharon Hom,1951,http://www.wikidata.org/entity/Q1054923,British Hong Kong,Point(114.16 22.28)
http://www.wikidata.org/entity/Q6677707,Sivan Malkior,1951,http://www.wikidata.org/entity/Q34,Sweden,Point(15.0 61.0)
http://www.wikidata.org/entity/Q3271698,Léonie Couture,1951,http://www.wikidata.org/entity/Q143227,Saint-Georges,Point(-70.666666666 46.116666666)
http://www.wikidata.org/entity/Q4801784,Arturo Pérez de Alejo Rodríguez,1951,http://www.wikidata.org/entity/Q2573328,Manicaragua,Point(-79.976388888 22.15)
http://www.wikidata.org/entity/Q34772783,Gitti Hentschel,1951,http://www.wikidata.org/entity/Q2066,Essen,Point(7.013055555 51.450833333)
http://www.wikidata.org/entity/Q1516440,Nahid Toubia,1951,http://www.wikidata.org/entity/Q1963,Khartoum,Point(32.52654 15.60308)
http://www.wikidata.org/entity/Q7608954,Stephen Corry,1951,http://www.wikidata.org/entity/Q833,Malaysia,Point(102.314361666 3.7805111)
http://www.wikidata.org/entity/Q10860856,Houshang Asadi,1951,http://www.wikidata.org/entity/Q3616,Tehran,Point(51.416666666 35.7)
http://www.wikidata.org/entity/Q11749818,Krzysztof Zabłocki,1951,http://www.wikidata.org/entity/Q270,Warsaw,Point(21.011111111 52.23)
http://www.wikidata.org/entity/Q2164849,Yücel Yeşilgöz,1951,http://www.wikidata.org/entity/Q202195,Tunceli,Point(39.548055555 39.106111111)
http://www.wikidata.org/entity/Q5649128,Hannes Tretter,1951,http://www.wikidata.org/entity/Q1741,Vienna,Point(16.3725 48.208333333)
http://www.wikidata.org/entity/Q105602197,Dolors Majoral i Puig,1951,http://www.wikidata.org/entity/Q13934,Rubí,Point(2.0325 41.493333333)
http://www.wikidata.org/entity/Q50374708,Mai Abu al-Samman,1951,http://www.wikidata.org/entity/Q867586,Salt,Point(35.727222222 32.039166666)
http://www.wikidata.org/entity/Q28911868,Sheema Kermani,1951,http://www.wikidata.org/entity/Q93230,Rawalpindi,Point(73.0679 33.6007)
http://www.wikidata.org/entity/Q78062311,Cecilia Loría Saviñón,1951,http://www.wikidata.org/entity/Q1489,Mexico City,Point(-99.145555555 19.419444444)
http://www.wikidata.org/entity/Q7285550,Raja Shehadeh,1951,http://www.wikidata.org/entity/Q158119,Ramallah,Point(35.201666666 31.896944444)
http://www.wikidata.org/entity/Q107299208,Tito Vasconcelos,1951,http://www.wikidata.org/entity/Q131429,Oaxaca de Juárez,Point(-96.725277777 17.060555555)
http://www.wikidata.org/entity/Q464057,Elliot Sperling,1951,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
http://www.wikidata.org/entity/Q8082596,Ștefan Urâtu,1951,http://www.wikidata.org/entity/Q2439097,Ustia,Point(29.128333333 47.255)
http://www.wikidata.org/entity/Q12178921,Ahmed Seif El-Islam,1951,http://www.wikidata.org/entity/Q328153,Damanhur,Point(30.466666666 31.05)
http://www.wikidata.org/entity/Q65054811,Choi Young-ae,1951,http://www.wikidata.org/entity/Q16520,Busan,Point(129.075 35.18)
http://www.wikidata.org/entity/Q106205593,Jocelyn Dow,1951,http://www.wikidata.org/entity/Q923811,New Amsterdam,Point(-57.516666666 6.25)
http://www.wikidata.org/entity/Q3393862,Gemma Lienas,1951,http://www.wikidata.org/entity/Q1492,Barcelona,Point(2.176944444 41.3825)
http://www.wikidata.org/entity/Q9353996,Tatsyana Protska,1951,http://www.wikidata.org/entity/Q2280,Minsk,Point(27.561837 53.902246)
http://www.wikidata.org/entity/Q27493807,Mukul Sinha,1951,http://www.wikidata.org/entity/Q1348,Kolkata,Point(88.3638815 22.5726723)
http://www.wikidata.org/entity/Q101419704,Yima Sen,1951,http://www.wikidata.org/entity/Q429908,Benue State,Point(8.75 7.333333333)
http://www.wikidata.org/entity/Q4321384,Naum Nim,1951,http://www.wikidata.org/entity/Q2412938,Bahushewsk,Point(30.212222222 54.843333333)
http://www.wikidata.org/entity/Q5361530,Elizabeth Omilami,1951,http://www.wikidata.org/entity/Q23556,Atlanta,Point(-84.390277777 33.756944444)
http://www.wikidata.org/entity/Q16150414,Nusreta Sivac,1951,http://www.wikidata.org/entity/Q323986,Prijedor,Point(16.7 44.966666666)
http://www.wikidata.org/entity/Q106873689,Lila Thomàs Andreu,1951,http://www.wikidata.org/entity/Q8826,Palma,Point(2.649722222 39.566666666)
http://www.wikidata.org/entity/Q122575391,Presen Zubillaga Auza,1951,http://www.wikidata.org/entity/Q10282,Pamplona,Point(-1.65 42.816666666)
http://www.wikidata.org/entity/Q93366082,Juan Carlos Ferrando,1951,http://www.wikidata.org/entity/Q2868,Lima,Point(-77.0375 -12.06)
http://www.wikidata.org/entity/Q56375463,Alexander Daniel,1951,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
http://www.wikidata.org/entity/Q3617921,Annarita Buttafuoco,1951,http://www.wikidata.org/entity/Q1897,Cagliari,Point(9.116666666 39.216666666)
http://www.wikidata.org/entity/Q5715323,Aída García Naranjo,1951,http://www.wikidata.org/entity/Q2868,Lima,Point(-77.0375 -12.06)
http://www.wikidata.org/entity/Q22957929,Grace d'Almeida,1951,http://www.wikidata.org/entity/Q3718,Dakar,Point(-17.457222222 14.731944444)
http://www.wikidata.org/entity/Q41503061,Carlos A. Nobre,1951,http://www.wikidata.org/entity/Q174,São Paulo,Point(-46.633947222 -23.550394444)
http://www.wikidata.org/entity/Q16740049,Sima Wali,1951,http://www.wikidata.org/entity/Q45604,Kandahar,Point(65.715833333 31.62)
http://www.wikidata.org/entity/Q640708,Diana Çuli,1951,http://www.wikidata.org/entity/Q19689,Tirana,Point(19.817777777 41.328888888)
http://www.wikidata.org/entity/Q20640895,María Teresa Tula,1951,http://www.wikidata.org/entity/Q682226,Izalco,Point(-89.675094444 13.746363888)
http://www.wikidata.org/entity/Q92054617,Marisa Barrena Larruzea,1951,http://www.wikidata.org/entity/Q474080,Amorebieta-Etxano,Point(-2.734166666 43.219166666)
http://www.wikidata.org/entity/Q292180,Joy Harjo,1951,http://www.wikidata.org/entity/Q44989,Tulsa,Point(-95.937222222 36.131388888)
http://www.wikidata.org/entity/Q149475,Sharon Sayles Belton,1951,http://www.wikidata.org/entity/Q28848,Saint Paul,Point(-93.093611111 44.944166666)
http://www.wikidata.org/entity/Q7368883,Rosie Boycott,1951,http://www.wikidata.org/entity/Q147738,Saint Helier,Point(-2.11 49.185833333)
http://www.wikidata.org/entity/Q3910837,Azimzhan Askarov,1951,http://www.wikidata.org/entity/Q1703230,Bazar-Korgon,Point(72.74 41.07)
http://www.wikidata.org/entity/Q325110,Juan Roberto Melendez-Colon,1951,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
http://www.wikidata.org/entity/Q118265,Thomas Grossmann,1951,http://www.wikidata.org/entity/Q1055,Hamburg,Point(10.0 53.55)
http://www.wikidata.org/entity/Q100740646,Vijaya Dabbe,1951,http://www.wikidata.org/entity/Q760603,Belur,Point(75.864722222 13.164166666)
http://www.wikidata.org/entity/Q4081194,Gilbert Baker,1951,http://www.wikidata.org/entity/Q1907695,Chanute,Point(-95.456388888 37.676944444)
http://www.wikidata.org/entity/Q7326038,Richard Grayson,1951,http://www.wikidata.org/entity/Q18419,Brooklyn,Point(-73.990277777 40.692777777)
http://www.wikidata.org/entity/Q8969827,Josephine Ho,1951,http://www.wikidata.org/entity/Q865,Taiwan,Point(121.0 24.0)
http://www.wikidata.org/entity/Q272205,Starhawk,1951,http://www.wikidata.org/entity/Q28848,Saint Paul,Point(-93.093611111 44.944166666)
http://www.wikidata.org/entity/Q63226566,László Hámos,1951,http://www.wikidata.org/entity/Q90,Paris,Point(2.352222222 48.856666666)
http://www.wikidata.org/entity/Q2278761,Sylvia Rivera,1951,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
http://www.wikidata.org/entity/Q7922066,Copy Berg,1951,http://www.wikidata.org/entity/Q2104746,Port Jefferson,Point(-73.0622 40.9461)
http://www.wikidata.org/entity/Q62173,Sabine Leutheusser-Schnarrenberger,1951,http://www.wikidata.org/entity/Q3846,Minden,Point(8.916666666 52.288333333)
http://www.wikidata.org/entity/Q121818314,Antonio Vermigli,1951,http://www.wikidata.org/entity/Q13376,Pistoia,Point(10.916666666 43.933333333)
http://www.wikidata.org/entity/Q3089793,Frédéric Edelmann,1951,http://www.wikidata.org/entity/Q270230,8th arrondissement of Paris,Point(2.311111111 48.874166666)
http://www.wikidata.org/entity/Q9368654,Victoria Popescu,1951,http://www.wikidata.org/entity/Q19660,Bucharest,Point(26.097777777 44.413361111)
http://www.wikidata.org/entity/Q113900337,Nelia Sancho,1951,http://www.wikidata.org/entity/Q492545,Pandan,Point(122.096111111 11.720555555)
http://www.wikidata.org/entity/Q111023034,Walda Barrios Klee,1951,http://www.wikidata.org/entity/Q1555,Guatemala City,Point(-90.52525 14.609861111)
http://www.wikidata.org/entity/Q4406657,Yury Samodurov,1951,http://www.wikidata.org/entity/Q649,Moscow,Point(37.617777777 55.755833333)
http://www.wikidata.org/entity/Q4893022,Bernard Cooper,1951,http://www.wikidata.org/entity/Q34006,Hollywood,Point(-118.326666666 34.098333333)
http://www.wikidata.org/entity/Q1965208,Vladimirs Buzajevs,1951,http://www.wikidata.org/entity/Q136411,Zhukovka,Point(33.728055555 53.533888888)
http://www.wikidata.org/entity/Q5057138,Cedric Prakash,1951,http://www.wikidata.org/entity/Q1156,Mumbai,Point(72.8775 19.075833333)
http://www.wikidata.org/entity/Q27867861,Yaou Aïssatou,1951,http://www.wikidata.org/entity/Q25383818,Tcheboa,
http://www.wikidata.org/entity/Q116843351,Manuel Navarro Lamolda,1951,http://www.wikidata.org/entity/Q550974,Atarfe,Point(-3.686388888 37.222777777)
http://www.wikidata.org/entity/Q6499114,Laura Lederer,1951,http://www.wikidata.org/entity/Q12439,Detroit,Point(-83.0475 42.331666666)
http://www.wikidata.org/entity/Q20876681,Gabriela Serra i Frediani,1951,http://www.wikidata.org/entity/Q11492,Mataró,Point(2.45 41.533333333)
http://www.wikidata.org/entity/Q110526073,Katty Fontey,1951,http://www.wikidata.org/entity/Q13030,Curicó,Point(-71.2394 -34.9854)
http://www.wikidata.org/entity/Q149499,Karim Alrawi,1952,http://www.wikidata.org/entity/Q87,Alexandria,Point(29.8925 31.1975)
http://www.wikidata.org/entity/Q2596377,Helen Zia,1952,http://www.wikidata.org/entity/Q1408,New Jersey,Point(-74.5 40.0)
http://www.wikidata.org/entity/Q1444462,Frank William La Rue,1952,http://www.wikidata.org/entity/Q774,Guatemala,Point(-90.25 15.5)
http://www.wikidata.org/entity/Q980390,Sheela Patel,1952,http://www.wikidata.org/entity/Q1156,Mumbai,Point(72.8775 19.075833333)
http://www.wikidata.org/entity/Q5271565,Diane Sabin,1952,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
http://www.wikidata.org/entity/Q20745101,Magdalena Mora,1952,http://www.wikidata.org/entity/Q79861,Michoacán,Point(-101.91 19.21)
http://www.wikidata.org/entity/Q7640362,Sunila Abeysekera,1952,http://www.wikidata.org/entity/Q854,Sri Lanka,Point(81.0 7.0)
http://www.wikidata.org/entity/Q7967389,Wang Ching-feng,1952,http://www.wikidata.org/entity/Q140631,Tainan,Point(120.183333333 22.983333333)
http://www.wikidata.org/entity/Q50697172,Marie Robertson,1952,http://www.wikidata.org/entity/Q133116,Hamilton,Point(-79.869166666 43.256666666)
http://www.wikidata.org/entity/Q24690662,Annie Junter,1952,http://www.wikidata.org/entity/Q3349,Côtes-d'Armor,Point(-2.833333333 48.333333333)
http://www.wikidata.org/entity/Q16152042,Gina Wilson,1952,http://www.wikidata.org/entity/Q36687,Victoria,Point(144.281111111 -36.854166666)
http://www.wikidata.org/entity/Q108817009,Henrique Antunes Cunha Júnior,1952,http://www.wikidata.org/entity/Q174,São Paulo,Point(-46.633947222 -23.550394444)
http://www.wikidata.org/entity/Q59313523,Teresa Meana Suárez,1952,http://www.wikidata.org/entity/Q12273,Gijón,Point(-5.67732 43.52931)
http://www.wikidata.org/entity/Q7367223,Ros Coward,1952,http://www.wikidata.org/entity/Q145,United Kingdom,Point(-2.0 54.6)
http://www.wikidata.org/entity/Q66796043,Mabel Cañada Zorrilla,1952,http://www.wikidata.org/entity/Q8692,Bilbao,Point(-2.953333333 43.262222222)
http://www.wikidata.org/entity/Q17509028,Rupert Raj,1952,http://www.wikidata.org/entity/Q1930,Ottawa,Point(-75.695 45.424722222)
http://www.wikidata.org/entity/Q96005937,Mary Lawlor,1952,http://www.wikidata.org/entity/Q27,Republic of Ireland,Point(-8.0 53.0)
http://www.wikidata.org/entity/Q62913566,Mieke Aerts,1952,http://www.wikidata.org/entity/Q34370,Rotterdam,Point(4.48 51.92)
http://www.wikidata.org/entity/Q62913603,Claudette van Trikt,1952,http://www.wikidata.org/entity/Q21203,Aruba,Point(-69.97422388 12.51106253)
http://www.wikidata.org/entity/Q7145727,Patricia McFadden,1952,http://www.wikidata.org/entity/Q1050,Eswatini,Point(31.433333 -26.483333)
http://www.wikidata.org/entity/Q16013452,Jaswant Singh Khalra,1952,http://www.wikidata.org/entity/Q48403,Amritsar,Point(74.87704 31.626917)
http://www.wikidata.org/entity/Q6810250,Meir Margalit,1952,http://www.wikidata.org/entity/Q414,Argentina,Point(-64.0 -34.0)
http://www.wikidata.org/entity/Q1931121,Michele Wallace,1952,http://www.wikidata.org/entity/Q189074,Harlem,Point(-73.948372222 40.809033333)
http://www.wikidata.org/entity/Q5702768,Helen Mack Chang,1952,http://www.wikidata.org/entity/Q1023393,Retalhuleu,Point(-91.683333333 14.533333333)
http://www.wikidata.org/entity/Q3086620,Françoise Vergès,1952,http://www.wikidata.org/entity/Q169293,11th arrondissement of Paris,Point(2.379305555 48.858677777)
http://www.wikidata.org/entity/Q1343213,Peter Tatchell,1952,http://www.wikidata.org/entity/Q3141,Melbourne,Point(144.963055555 -37.814166666)
http://www.wikidata.org/entity/Q1522527,Asma Jahangir,1952,http://www.wikidata.org/entity/Q11739,Lahore,Point(74.343611111 31.549722222)
http://www.wikidata.org/entity/Q6435616,Q6435616,1952,http://www.wikidata.org/entity/Q277646,Kachkivka,Point(28.463055555 48.285)
http://www.wikidata.org/entity/Q5248365,Deborah L. Rhode,1952,http://www.wikidata.org/entity/Q462799,Evanston,Point(-87.6900587 42.0411414)
http://www.wikidata.org/entity/Q4752001,Anat Biletzki,1952,http://www.wikidata.org/entity/Q1218,Jerusalem,Point(35.225555555 31.778888888)
http://www.wikidata.org/entity/Q7095172,Onyeka Onwenu,1952,http://www.wikidata.org/entity/Q117714,Anambra State,Point(7.0 6.333333333)
http://www.wikidata.org/entity/Q17182648,Dana Beyer,1952,http://www.wikidata.org/entity/Q60,New York City,Point(-74.0 40.7)
http://www.wikidata.org/entity/Q110022299,Raphaël Comby,1952,http://www.wikidata.org/entity/Q693992,La Rochefoucauld,Point(0.386111111 45.740555555)
http://www.wikidata.org/entity/Q2860874,Arezki Abboute,1952,http://www.wikidata.org/entity/Q2875118,Azazga,Point(4.371111111 36.745277777)
http://www.wikidata.org/entity/Q4525754,Alexander Shmonov,1952,http://www.wikidata.org/entity/Q656,Saint Petersburg,Point(30.316666666 59.95)
http://www.wikidata.org/entity/Q440597,Oswaldo Payá,1952,http://www.wikidata.org/entity/Q1055715,Cerro,Point(-82.395 23.088055555)
http://www.wikidata.org/entity/Q29913442,Mina Zerrouk,1952,http://www.wikidata.org/entity/Q3561,Algiers,Point(3.058611111 36.776388888)
http://www.wikidata.org/entity/Q57762,Morgan Tsvangirai,1952,http://www.wikidata.org/entity/Q489622,Gutu,Point(31.166666666 -19.65)
http://www.wikidata.org/entity/Q5515530,Gabriel Andreescu,1952,http://www.wikidata.org/entity/Q201404,Buzău,Point(26.816666666 45.151666666)
http://www.wikidata.org/entity/Q4712078,Alberto J. Mora,1952,http://www.wikidata.org/entity/Q100,Boston,Point(-71.057777777 42.360277777)
http://www.wikidata.org/entity/Q27119469,Alfredo Correa de Andréis,1952,http://www.wikidata.org/entity/Q1092797,Ciénaga,Point(-74.246666666 11.006666666)
http://www.wikidata.org/entity/Q48471567,David Fair,1952,http://www.wikidata.org/entity/Q7571337,Southwest Philadelphia,Point(-75.2362 39.8983)
http://www.wikidata.org/entity/Q3956084,Sergio D'Elia,1952,http://www.wikidata.org/entity/Q117186,Pontecorvo,Point(13.6676 41.4626)
http://www.wikidata.org/entity/Q17411468,Maria Catarina Sumarsih,1952,http://www.wikidata.org/entity/Q11025,Semarang,Point(110.4225 -6.99)
http://www.wikidata.org/entity/Q98746,Herbert Rusche,1952,http://www.wikidata.org/entity/Q522620,Bad Neuenahr-Ahrweiler,Point(7.113333333 50.544722222)
http://www.wikidata.org/entity/Q462384,Marcella Althaus-Reid,1952,http://www.wikidata.org/entity/Q52535,Rosario,Point(-60.639444444 -32.9575)
http://www.wikidata.org/entity/Q439699,Alexander Nikitin,1952,http://www.wikidata.org/entity/Q1013471,Okhtyrka,Point(34.901558718 50.307431827)
http://www.wikidata.org/entity/Q111425434,Ana Isabel Zanutigh,1952,http://www.wikidata.org/entity/Q2134760,San Justo,Point(-60.583333333 -30.783333333)
http://www.wikidata.org/entity/Q1054153,Mario Mieli,1952,http://www.wikidata.org/entity/Q490,Milan,Point(9.19 45.466944444)
http://www.wikidata.org/entity/Q1561618,Biljana Kovačević-Vučo,1952,http://www.wikidata.org/entity/Q3711,Belgrade,Point(20.456944444 44.817777777)
http://www.wikidata.org/entity/Q5145141,Colin Gonsalves,1952,http://www.wikidata.org/entity/Q1156,Mumbai,Point(72.8775 19.075833333)
http://www.wikidata.org/entity/Q63615059,Magaly Quintana,1952,http://www.wikidata.org/entity/Q3274,Managua,Point(-86.273766666 12.154372222)
http://www.wikidata.org/entity/Q12192551,Mokhtar Yahyaoui,1952,http://www.wikidata.org/entity/Q3038022,Ksar Hadada,Point(10.312673 33.09928)
http://www.wikidata.org/entity/Q6323164,K. Balagopal,1952,http://www.wikidata.org/entity/Q429063,Bellary,Point(76.933333333 15.15)
http://www.wikidata.org/entity/Q28022026,Rita Maria Radl Philipp,1952,http://www.wikidata.org/entity/Q183,Germany,Point(10.0 51.0)
http://www.wikidata.org/entity/Q7087181,Olive Morris,1952,http://www.wikidata.org/entity/Q1473663,Saint Catherine Parish,Point(-77.0 18.0)
http://www.wikidata.org/entity/Q52209335,Gertrude Fester,1952,http://www.wikidata.org/entity/Q5465,Cape Town,Point(18.423888888 -33.925277777)
http://www.wikidata.org/entity/Q1081713,Christian Schenk,1952,http://www.wikidata.org/entity/Q205929,Ilmenau,Point(10.914166666 50.687222222)
http://www.wikidata.org/entity/Q106543369,Cláudia Celeste,1952,http://www.wikidata.org/entity/Q8678,Rio de Janeiro,Point(-43.205555555 -22.911111111)
http://www.wikidata.org/entity/Q18685010,Ann-Kio Briggs,1952,http://www.wikidata.org/entity/Q21,England,Point(-1.0 53.0)
http://www.wikidata.org/entity/Q2275799,Seyed Mostafa Azmayesh,1952,http://www.wikidata.org/entity/Q3616,Tehran,Point(51.416666666 35.7)
http://www.wikidata.org/entity/Q79052402,Salah E -Ouadie,1952,http://www.wikidata.org/entity/Q466046,Salé,Point(-6.816667 34.05)
http://www.wikidata.org/entity/Q3192369,Kamel Jendoubi,1952,http://www.wikidata.org/entity/Q3572,Tunis,Point(10.18 36.800833333)
http://www.wikidata.org/entity/Q112123913,Orlando Montoya,1952,http://www.wikidata.org/entity/Q606862,El Dovio,Point(-76.236944444 4.508888888)
http://www.wikidata.org/entity/Q3474856,Saida Menebhi,1952,http://www.wikidata.org/entity/Q101625,Marrakesh,Point(-7.98108 31.62947)
http://www.wikidata.org/entity/Q56273857,Jakub Polák,1952,http://www.wikidata.org/entity/Q384544,Karlovy Vary,Point(12.8725 50.230555555)
http://www.wikidata.org/entity/Q149748,Medea Benjamin,1952,http://www.wikidata.org/entity/Q1323073,Freeport,Point(-73.5869 40.6539)
http://www.wikidata.org/entity/Q21294499,Amina Lamrini,1952,http://www.wikidata.org/entity/Q824594,Nador,Point(-2.93333 35.1667)
http://www.wikidata.org/entity/Q265133,Amina Wadud,1952,http://www.wikidata.org/entity/Q584451,Bethesda,Point(-77.0946459 38.9848265)
http://www.wikidata.org/entity/Q55743870,Guadalupe Santa Cruz,1952,http://www.wikidata.org/entity/Q1087121,Orange,Point(-74.2357 40.768)
http://www.wikidata.org/entity/Q59417587,Gaëtan Mootoo,1952,http://www.wikidata.org/entity/Q1002525,Curepipe,Point(57.516666666 -20.316666666)
http://www.wikidata.org/entity/Q59417587,Gaëtan Mootoo,1952,http://www.wikidata.org/entity/Q1002525,Curepipe,Point(57.52028 -20.31472)
http://www.wikidata.org/entity/Q7920765,Vera Duarte,1952,http://www.wikidata.org/entity/Q495547,Mindelo,Point(-24.987983333 16.891352777)
http://www.wikidata.org/entity/Q17022960,Zinha Vaz,1952,http://www.wikidata.org/entity/Q3739,Bissau,Point(-15.595555555 11.859166666)
http://www.wikidata.org/entity/Q268510,Marilyn Waring,1952,http://www.wikidata.org/entity/Q771298,Ngāruawāhia,Point(175.147 -37.668)
http://www.wikidata.org/entity/Q5362883,Elizabeth Grosz,1952,http://www.wikidata.org/entity/Q3130,Sydney,Point(151.21 -33.867777777)
