"fk_personne","personne","gender","zone_geo","annee_naissance","domaines","eff"
http://www.wikidata.org/entity/Q7933398,Viomak,F,Afrique,1965,"artiste,acti_droits_humains,politique",3
http://www.wikidata.org/entity/Q7917215,Vattikota Alwar Swamy,M,Asie ,1915,"ecrivain_ne,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q7908627,Vahid Asghari,M,Asie ,1986,"acti_droits_humains,ecrivain_ne,autre",3
http://www.wikidata.org/entity/Q79062807,Cecilia Szperling,F,Amérique du sud,1973,"ecrivain_ne,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7902558,Shimoda Utako,F,Asie ,1854,"ecrivain_ne,enseignement,acti_droits_femmes",3
http://www.wikidata.org/entity/Q78911542,Micky Lee,F,Asie ,1975,"enseignement,SHS,acti_droits_femmes",3
http://www.wikidata.org/entity/Q78784329,Marie-Thérèse Cuvelliez,F,Europe,1923,"droit,droit,acti_droits_femmes",3
http://www.wikidata.org/entity/Q78457359,Fatou Souko,F,Afrique,1929,"enseignement,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7823596,Tony Tripoli,M,Amérique du nord,1969,"cinema_TV,cinema_TV,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q7821394,Tonie Walsh,M,Europe,1960,"artiste,ecrivain_ne,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q78144591,Linda Slaughter,F,Amérique du nord,1843,"SHS,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q78062311,Cecilia Loría Saviñón,F,Amérique du sud,1951,"enseignement,SHS,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7702100,Teresa Billington-Greig,F,Europe,1877,"enseignement,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q76888969,Roberto Jáuregui,M,Amérique du sud,1960,"cinema_TV,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q7685176,Tarab Abdul Hadi,F,Asie ,1910,"politique,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7683310,Tanimowo Ogunlesi,F,Afrique,1908,"politique,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7653250,Swami Sundaranand,M,Asie ,1926,"artiste,acti_climat,acti_climat",3
http://www.wikidata.org/entity/Q76525019,Frank Barat,M,Europe,1977,"ecrivain_ne,ecrivain_ne,acti_droits_humains",3
http://www.wikidata.org/entity/Q76499700,Lillian Metge,F,Europe,1871,"ecrivain_ne,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7645641,Sadhumal Surendar Valasi,M,Asie ,1968,"politique,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q7615174,Steven R. Donziger,M,Amérique du nord,1961,"droit,ecrivain_ne,acti_climat",3
http://www.wikidata.org/entity/Q7614449,Steven Amstrup,M,Amérique du nord,1950,"sciences_experimentales,SHS,acti_climat",3
http://www.wikidata.org/entity/Q7610846,Stephen Whittle,LGBTQ,Europe,1955,"ecrivain_ne,SHS,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q7563964,Soteria Aliberty,F,Europe,1847,"ecrivain_ne,enseignement,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7562875,Princess Sophia Kaur of Lahore,F,Europe,1876,"feministe,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7561047,Song Sin-do,F,Asie ,1922,"cinema_TV,acti_droits_humains,cinema_TV",3
http://www.wikidata.org/entity/Q7561026,Naela Chohan,F,Asie ,1958,"politique,artiste,acti_droits_humains",3
http://www.wikidata.org/entity/Q7536,Valerie Aurora,F,Amérique du nord,1978,"sciences_experimentales,sciences_experimentales,acti_droits_femmes",3
http://www.wikidata.org/entity/Q75331136,Jamie Pleydell-Bouverie,M,Europe,1989,"acti_droits_humains,politique,autre",3
http://www.wikidata.org/entity/Q75019257,Christine Hjortland,F,Europe,1951,"droit,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7500187,Shokufeh Kavani,F,Asie ,1970,"ecrivain_ne,artiste,acti_droits_humains",3
http://www.wikidata.org/entity/Q7496377,Shigeri Yamataka,F,Asie ,1899,"politique,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7495343,Sherri W. Goodman,F,Amérique du nord,1959,"politique,acti_climat,acti_climat",3
http://www.wikidata.org/entity/Q7490,Clara Immerwahr,F,Europe,1870,"sciences_experimentales,acti_droits_humains,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7487533,Shami Chakrabarti,F,Europe,1969,"politique,droit,acti_droits_humains",3
http://www.wikidata.org/entity/Q7445321,Sediq Afghan,M,Asie ,1958,"sciences_experimentales,acti_droits_humains,SHS",3
http://www.wikidata.org/entity/Q74348,Hubertus Knabe,M,Europe,1959,"SHS,acti_droits_humains,SHS",3
http://www.wikidata.org/entity/Q7426857,Satya Brata Das,M,Amérique du nord,1955,"ecrivain_ne,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q7422669,Sarah Page,F,Océanie,1863,"enseignement,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7387234,S.M. Zafar,M,Asie ,1930,"droit,politique,acti_droits_humains",3
http://www.wikidata.org/entity/Q73790,Rolf Gindorf,M,Europe,1939,"ecrivain_ne,acti_droits_LGBT,enseignement",3
http://www.wikidata.org/entity/Q7368365,Rosemary Gillespie,F,Océanie,1941,"droit,acti_droits_humains,cinema_TV",3
http://www.wikidata.org/entity/Q735674,Osman Baydemir,M,Asie ,1971,"droit,politique,acti_droits_humains",3
http://www.wikidata.org/entity/Q7351957,Roberto de Miranda,M,Amérique du sud,1947,"sciences_experimentales,ecrivain_ne,acti_droits_humains",3
http://www.wikidata.org/entity/Q7351539,Roberta Sklar,F,Amérique du nord,1901,"artiste,politique,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q732727,Massimo Consoli,M,Europe,1945,"ecrivain_ne,ecrivain_ne,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q72981004,Zahidé Machado Neto,F,Amérique du sud,1931,"enseignement,SHS,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7294938,Rashida Bee,F,Asie ,1956,"politique,acti_droits_humains,politique",3
http://www.wikidata.org/entity/Q72917737,Jeanne Carolina van Lanschot Hubrecht,F,Europe,1865,"sante,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q7291598,Randall Robinson,M,Amérique du nord,1941,"ecrivain_ne,droit,acti_droits_humains",3
http://www.wikidata.org/entity/Q7286021,Rajendra Singh,M,Asie ,1959,"acti_climat,sante,acti_climat",3
http://www.wikidata.org/entity/Q72554643,Naaz Joshi,LGBTQ,Asie ,1984,"autre,autre,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q718057,Jeffrey Weeks,M,Europe,1945,"SHS,SHS,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q7143899,Pat Parker,F,Amérique du nord,1944,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q71414063,nixelpixel,F,Europe,1993,"autre,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q71385679,Oleksii Buriachenko,M,Europe,1984,"autre,SHS,acti_droits_humains",3
http://www.wikidata.org/entity/Q71365153,Rob Gill,M,Amérique du nord,1989,"autre,artiste,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q7129285,Pamela Yates,F,Amérique du nord,1962,"acti_droits_humains,cinema_TV,cinema_TV",3
http://www.wikidata.org/entity/Q71191667,Owl Fisher,LGBTQ,Europe,1991,"ecrivain_ne,cinema_TV,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q71190445,Lucinda Evans,F,Afrique,1972,"acti_droits_humains,politique,feministe",3
http://www.wikidata.org/entity/Q70875983,Juana Vásquez Vásquez,F,Amérique du sud,1944,"ecrivain_ne,acti_droits_humains,SHS",3
http://www.wikidata.org/entity/Q708121,Shih Ming-teh,M,Asie ,1941,"politique,acti_droits_humains,acti_droits_humains",3
http://www.wikidata.org/entity/Q707564,José Raúl Vera López,M,Amérique du sud,1945,"religieux_ses,religieux_ses,acti_droits_humains",3
http://www.wikidata.org/entity/Q706728,Chiang Peng-chien,M,Asie ,1940,"droit,politique,acti_droits_humains",3
http://www.wikidata.org/entity/Q70593695,Hevrin Khalaf,F,Asie ,1984,"politique,acti_droits_humains,sciences_experimentales",3
http://www.wikidata.org/entity/Q7048708,Nomy Lamm,F,Amérique du nord,1975,"artiste,artiste,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q7036815,Nila Heredia,F,Amérique du sud,1943,"sante,politique,acti_droits_humains",3
http://www.wikidata.org/entity/Q701246,Tarafa Baghajati,M,Asie ,1961,"ecrivain_ne,sciences_experimentales,acti_droits_humains",3
http://www.wikidata.org/entity/Q6990155,Nellie Wong,F,Amérique du nord,1934,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6967124,Nasir Aslam Zahid,M,Asie ,1935,"droit,droit,acti_droits_humains",3
http://www.wikidata.org/entity/Q6963837,Nannie Helen Burroughs,F,Amérique du nord,1879,"enseignement,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6957817,Nadine Smith,F,Amérique du nord,1965,"ecrivain_ne,acti_droits_LGBT,autre",3
http://www.wikidata.org/entity/Q6951592,N. A. Diaman,M,Amérique du nord,1936,"artiste,ecrivain_ne,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6909440,Anat Hoffman,F,Asie ,1954,"autre,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q68707525,Blackberri,M,Amérique du nord,1945,"autre,cinema_TV,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q68573072,Erica Rut Hynes,F,Amérique du sud,1969,"politique,sciences_experimentales,acti_droits_femmes",3
http://www.wikidata.org/entity/Q68549608,Yasmin Benoit,F,Europe,1996,"ecrivain_ne,autre,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6838143,Mick Dodson,M,Océanie,1950,"droit,acti_droits_humains,enseignement",3
http://www.wikidata.org/entity/Q6821229,Mesfin Woldemariam,M,Afrique,1930,"politique,acti_droits_humains,acti_droits_humains",3
http://www.wikidata.org/entity/Q68173039,Milan Antonijević,M,Europe,1975,"droit,acti_droits_humains,SHS",3
http://www.wikidata.org/entity/Q6809589,Mehmet Bekaroğlu,M,Asie ,1954,"politique,sante,acti_droits_humains",3
http://www.wikidata.org/entity/Q6792267,Maud Wood Park,F,Amérique du nord,1885,"enseignement,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6772337,Esther Elam,F,Asie ,1939,"SHS,SHS,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6767372,Mark Diesendorf,M,Océanie,1943,"enseignement,acti_climat,acti_climat",3
http://www.wikidata.org/entity/Q6766604,Mark Ashton,M,Europe,1960,"politique,politique,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6762879,Marie Howland,F,Amérique du nord,1836,"ecrivain_ne,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6760031,Margaret Windeyer,F,Océanie,1866,"ecrivain_ne,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6729935,Magdalene Stuart Reeves,F,Océanie,1865,"politique,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q67080456,Nina Willner,F,Amérique du nord,1961,"ecrivain_ne,acti_droits_humains,autre",3
http://www.wikidata.org/entity/Q6698417,Lucy Lovell-Smith,F,Océanie,1861,"ecrivain_ne,acti_droits_femmes,sante",3
http://www.wikidata.org/entity/Q66886881,Anna Skorokhod,F,Europe,1990,"politique,autre,acti_droits_humains",3
http://www.wikidata.org/entity/Q6688616,Louise Armstrong,F,Amérique du nord,1937,"ecrivain_ne,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q66796043,Mabel Cañada Zorrilla,F,Europe,1952,"acti_climat,acti_droits_humains,acti_droits_femmes",3
http://www.wikidata.org/entity/Q66779138,Pastora Filigrana,F,Europe,1981,"droit,acti_droits_humains,politique",3
http://www.wikidata.org/entity/Q6616804,Nadera Shalhoub-Kevorkian,F,Amérique du nord,1960,"enseignement,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q65587453,Deepika Narayan Bhardwaj,F,Asie ,1986,"cinema_TV,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q65582558,Kerry Reed-Gilbert,F,Océanie,1956,"ecrivain_ne,ecrivain_ne,acti_droits_humains",3
http://www.wikidata.org/entity/Q6551537,Linda Eenpalu,F,Europe,1890,"enseignement,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6525832,Leonard Weinglass,M,Amérique du nord,1933,"droit,autre,acti_droits_humains",3
http://www.wikidata.org/entity/Q6524105,Augusta Abrahamsen,F,Europe,1861,"ecrivain_ne,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q65165620,Jurema Werneck,F,Amérique du sud,1961,"ecrivain_ne,sante,acti_droits_humains",3
http://www.wikidata.org/entity/Q65164698,Socorro Sánchez del Rosario,F,Amérique du sud,1830,"enseignement,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6516339,Leena Alam,F,Asie ,1978,"cinema_TV,acti_droits_humains,cinema_TV",3
http://www.wikidata.org/entity/Q65048303,Xabier Arakistain,M,Europe,1966,"ecrivain_ne,acti_droits_femmes,artiste",3
http://www.wikidata.org/entity/Q65037620,Ndèye Fatou Kane,F,Afrique,1986,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6498719,Laura Borden,F,Amérique du nord,1861,"autre,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6485256,Shadi Sadr,F,Asie ,1974,"droit,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q64767739,Louise Popelin,F,Europe,1850,"sante,enseignement,acti_droits_femmes",3
http://www.wikidata.org/entity/Q64686000,Gerda Hellberg,F,Europe,1870,"politique,feministe,acti_droits_femmes",3
http://www.wikidata.org/entity/Q64685622,Mabel Sharman Crawford,F,Europe,1820,"ecrivain_ne,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q64562117,Gabriel J. Martín,LGBTQ,Europe,1971,"ecrivain_ne,SHS,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6443608,Kumari Jayawardena,F,Asie ,1931,"enseignement,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6442803,Kulap Saipradit,M,Asie ,1906,"ecrivain_ne,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q6438934,Kronid Lyubarsky,M,Europe,1934,"sciences_experimentales,sciences_experimentales,acti_droits_humains",3
http://www.wikidata.org/entity/Q6434510,Kouhyar Goudarzi,M,Asie ,1986,"acti_droits_humains,ecrivain_ne,autre",3
http://www.wikidata.org/entity/Q6419103,Kiyoshi Kuromiya,M,Amérique du nord,1943,"acti_droits_humains,acti_droits_LGBT,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q64075,Shin Dong-hyuk,M,Asie ,1982,"ecrivain_ne,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q64019736,Saida Garrach,F,Afrique,1950,"droit,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6401682,Khin Ohmar,F,Asie ,1968,"politique,acti_droits_humains,politique",3
http://www.wikidata.org/entity/Q6388428,Ken Rutherford,M,Amérique du nord,1962,"SHS,acti_droits_humains,acti_droits_humains",3
http://www.wikidata.org/entity/Q63883179,Yuriy Dvizhon,M,Europe,1993,"cinema_TV,autre,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q63882770,Joan Carling,F,Asie ,1963,"autre,acti_droits_humains,acti_climat",3
http://www.wikidata.org/entity/Q63729668,Uge Sangil,LGBTQ,Europe,1968,"enseignement,sante,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q63683426,Felicia Santizo,F,Amérique du sud,1893,"politique,enseignement,acti_droits_femmes",3
http://www.wikidata.org/entity/Q63660658,Melo Moreno,LGBTQ,Europe,1989,"artiste,autre,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q63615059,Magaly Quintana,F,Amérique du sud,1952,"SHS,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6354074,Kalmen Kaplansky,M,Amérique du nord,1912,"politique,acti_droits_humains,politique",3
http://www.wikidata.org/entity/Q63532999,Pia Klemp,F,Europe,1983,"autre,sciences_experimentales,acti_droits_humains",3
http://www.wikidata.org/entity/Q63332953,Christelle Delarue,F,Europe,1982,"autre,artiste,acti_droits_femmes",3
http://www.wikidata.org/entity/Q63258426,Chasten Buttigieg,M,Amérique du nord,1989,"ecrivain_ne,enseignement,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q63253994,Basma Khalfaoui,F,Afrique,1970,"droit,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6323073,K. Ajitha,F,Asie ,1950,"politique,acti_droits_humains,sante",3
http://www.wikidata.org/entity/Q63197296,Nati Veraguas Aguilera,F,Europe,1972,"droit,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q63197124,Charlotte Simons,F,Europe,1992,"ecrivain_ne,SHS,acti_droits_femmes",3
http://www.wikidata.org/entity/Q63195473,Mercè Gómez Llobregat,F,Europe,1955,"politique,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q63060632,Wilhelm von Rosen,M,Europe,1941,"SHS,SHS,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6304405,Judy Dater,F,Amérique du nord,1941,"artiste,artiste,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62913625,Cisca Pattipilohy,F,Asie ,1926,"ecrivain_ne,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62913623,Irene de Bel,F,Europe,1978,"ecrivain_ne,sciences_experimentales,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62913566,Mieke Aerts,F,Europe,1952,"SHS,enseignement,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62807691,Tomasa Ester Casís,F,Amérique du sud,1878,"enseignement,enseignement,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62697280,Rebecca Amsellem,F,Amérique du nord,1988,"SHS,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6259283,John Stoltenberg,M,Amérique du nord,1944,"ecrivain_ne,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62581438,Tejshree Thapa,F,Asie ,1966,"ecrivain_ne,droit,acti_droits_humains",3
http://www.wikidata.org/entity/Q62576348,Miguelina Acosta Cárdenas,F,Amérique du sud,1887,"droit,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62554885,Helga Diekhoff,F,Europe,1940,"politique,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62479316,Ivonne Ramírez Ramírez,F,Amérique du sud,1980,"sciences_experimentales,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6218074,John Abraham,M,Amérique du nord,1950,"sciences_experimentales,sciences_experimentales,acti_climat",3
http://www.wikidata.org/entity/Q62173,Sabine Leutheusser-Schnarrenberger,F,Europe,1951,"politique,droit,acti_droits_humains",3
http://www.wikidata.org/entity/Q62081550,Voldborg Ølsgaard,F,Europe,1877,"ecrivain_ne,acti_droits_humains,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62081246,Mette Kunøe,F,Europe,1937,"autre,SHS,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62081012,Magdalene Lauridsen,F,Europe,1873,"enseignement,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62080718,Karen Berlème-Nix,F,Europe,1883,"droit,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62080675,Julie Ramsing,F,Europe,1871,"autre,acti_droits_humains,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62079809,Dagmar Hjort,F,Europe,1860,"enseignement,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62079739,Caja Rude,F,Europe,1884,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62079563,Anne Bruun,F,Europe,1853,"enseignement,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62075561,Patricia Kaersenhout,F,Europe,1966,"artiste,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6207203,Jocelynne Scutt,F,Océanie,1947,"ecrivain_ne,droit,acti_droits_humains",3
http://www.wikidata.org/entity/Q62070707,Nassima al-Sadah,F,Asie ,1974,"ecrivain_ne,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q6205181,Joan Kane,F,Amérique du nord,1977,"ecrivain_ne,ecrivain_ne,acti_climat",3
http://www.wikidata.org/entity/Q62034722,Gitti Vasicek,F,Europe,1959,"enseignement,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62029766,Marjorie Farquharson,F,Europe,1953,"SHS,acti_droits_humains,sante",3
http://www.wikidata.org/entity/Q62027776,Anastasia Biefang,LGBTQ,Europe,1974,"autre,autre,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q62019787,Eva Siewert,F,Europe,1907,"ecrivain_ne,artiste,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q62019715,Charlotte Hauglustaine,F,Europe,1922,"autre,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q62019690,Olivera Lakić,F,Europe,1969,"acti_droits_humains,ecrivain_ne,ecrivain_ne",3
http://www.wikidata.org/entity/Q61997527,Frederika Alexis Cull,F,Asie ,1999,"cinema_TV,acti_droits_humains,autre",3
http://www.wikidata.org/entity/Q6197953,Jim Salinger,M,Océanie,1947,"sciences_experimentales,sciences_experimentales,acti_climat",3
http://www.wikidata.org/entity/Q61947680,Zakia Dhifaoui,F,Afrique,1950,"enseignement,acti_droits_humains,ecrivain_ne",3
http://www.wikidata.org/entity/Q61827469,Elisabeth Studer-von Goumoëns,F,Europe,1878,"sante,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q61808977,Vibeke Salicath,F,Europe,1861,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6178317,Jennifer Finney Boylan,LGBTQ,Amérique du nord,1958,"ecrivain_ne,enseignement,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6177457,Jeni Bojilova-Pateva,F,Europe,1878,"ecrivain_ne,enseignement,acti_droits_femmes",3
http://www.wikidata.org/entity/Q61742007,Arman Loni,M,Asie ,1983,"enseignement,ecrivain_ne,acti_droits_humains",3
http://www.wikidata.org/entity/Q6171674,Jean White,F,Europe,1941,"sante,sante,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6165488,Javier Díez Canseco,M,Amérique du sud,1948,"politique,SHS,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6154670,Janisse Ray,F,Amérique du nord,1962,"sciences_experimentales,ecrivain_ne,acti_climat",3
http://www.wikidata.org/entity/Q6153314,Janet E. Courtney,F,Europe,1865,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6152188,Jane Elliott,F,Amérique du nord,1933,"cinema_TV,enseignement,acti_droits_humains",3
http://www.wikidata.org/entity/Q6150803,Sara Lund,M,Europe,1949,"cinema_TV,acti_droits_LGBT,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6150717,Janaki Venkataraman,F,Asie ,1921,"politique,acti_droits_humains,politique",3
http://www.wikidata.org/entity/Q6147867,Jamison Green,LGBTQ,Amérique du nord,1948,"ecrivain_ne,SHS,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q61410064,Norbert Bischoff,M,Europe,1959,"artiste,artiste,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q6137869,James Lawson,M,Amérique du nord,1928,"religieux_ses,acti_droits_humains,enseignement",3
http://www.wikidata.org/entity/Q6136416,Susel Paredes,F,Amérique du sud,1963,"droit,politique,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q61120412,Nargis Nehan,F,Asie ,1981,"politique,autre,acti_droits_humains",3
http://www.wikidata.org/entity/Q6109761,Roberto Garretón,M,Amérique du sud,1941,"droit,droit,acti_droits_humains",3
http://www.wikidata.org/entity/Q61062488,Charlotte Klein,F,Europe,1834,"artiste,autre,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6098637,Seyhan Arman,LGBTQ,Asie ,1980,"cinema_TV,artiste,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q60841045,Alessandra Bocchetti,F,Europe,1945,"ecrivain_ne,cinema_TV,acti_droits_femmes",3
http://www.wikidata.org/entity/Q60832427,Elżbieta Mikos-Skuza,F,Europe,1959,"droit,acti_droits_humains,enseignement",3
http://www.wikidata.org/entity/Q6077680,Isabel Le Brun,F,Amérique du sud,1845,"enseignement,enseignement,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6068245,María Jesús Alvarado Rivera,F,Amérique du sud,1878,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q60649272,Billene Seyoum Woldeyes,F,Afrique,1982,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q60644803,Johanne Münter,F,Europe,1844,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q60642901,Charlotte Eilersgaard,F,Europe,1858,"ecrivain_ne,ecrivain_ne,acti_droits_femmes",3
http://www.wikidata.org/entity/Q60635287,Julia Grant,LGBTQ,Europe,1954,"politique,acti_droits_LGBT,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q60568721,Eva Haljecka Petković,F,Europe,1870,"sante,sante,acti_droits_femmes",3
http://www.wikidata.org/entity/Q60487880,Pura Velarde,F,Europe,1947,"autre,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q60439506,Bartosz Staszewski,M,Europe,1990,"cinema_TV,politique,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q60421580,Clara Tybjerg,F,Europe,1864,"acti_droits_humains,acti_droits_humains,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6034343,Inji Aflatoun,F,Afrique,1924,"artiste,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q6032333,Inger Lise Husøy,F,Europe,1957,"politique,acti_droits_humains,politique",3
http://www.wikidata.org/entity/Q6023712,Ayta Sözeri,LGBTQ,Asie ,1976,"cinema_TV,artiste,acti_droits_humains",3
http://www.wikidata.org/entity/Q6004034,María José Cantudo,F,Europe,1949,"cinema_TV,artiste,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q60028942,Christine Bakker-van Bosse,F,Europe,1884,"ecrivain_ne,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q5994603,Ihar Rynkevich,M,Europe,1968,"droit,politique,acti_droits_humains",3
http://www.wikidata.org/entity/Q5984151,Ibn Abdur Rehman,M,Asie ,1930,"politique,acti_droits_humains,acti_droits_humains",3
http://www.wikidata.org/entity/Q5982631,Luis Acevedo Andrade,M,Amérique du sud,1943,"politique,acti_droits_humains,autre",3
http://www.wikidata.org/entity/Q59822326,Julia Sevilla Merino,F,Europe,1940,"droit,enseignement,acti_droits_femmes",3
http://www.wikidata.org/entity/Q59630435,Michael Grierson Jarrett,M,Europe,1934,"enseignement,SHS,acti_droits_LGBT",3
http://www.wikidata.org/entity/Q5954067,Mohammad Davari,M,Asie ,1974,"acti_droits_humains,ecrivain_ne,ecrivain_ne",3
http://www.wikidata.org/entity/Q5953865,Juana Quesada,F,Amérique du sud,1913,"politique,politique,acti_droits_femmes",3
http://www.wikidata.org/entity/Q59530001,Emma Vorlat,F,Europe,1929,"enseignement,SHS,acti_droits_femmes",3
http://www.wikidata.org/entity/Q59498779,Manon Garcia,F,Europe,1985,"enseignement,SHS,acti_droits_femmes",3
