"fk_personne","personne","gender","zone_geo","annee_naissance","domaines","eff"
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar,M,Asie ,1891,"ecrivain_ne,politique,enseignement,droit,SHS,SHS,droit,acti_droits_humains,artiste,enseignement,SHS,SHS,acti_droits_humains,ecrivain_ne,SHS,SHS,politique,SHS,SHS,ecrivain_ne,ecrivain_ne,autre,politique,acti_droits_humains,politique,ecrivain_ne,ecrivain_ne,SHS,sante,acti_droits_femmes,politique,SHS,religieux_ses,droit,ecrivain_ne,politique,enseignement,droit,SHS,SHS,droit,acti_droits_humains,artiste,enseignement,SHS,SHS,acti_droits_humains,ecrivain_ne,SHS,SHS,politique,SHS,SHS,ecrivain_ne,ecrivain_ne,autre,politique,acti_droits_humains,politique,ecrivain_ne,ecrivain_ne,SHS,sante,acti_droits_femmes,politique,SHS,religieux_ses,droit",68
http://www.wikidata.org/entity/Q19526,Maya Angelou,F,Amérique du nord,1928,"cinema_TV,ecrivain_ne,politique,enseignement,artiste,ecrivain_ne,artiste,cinema_TV,artiste,acti_droits_humains,ecrivain_ne,cinema_TV,cinema_TV,cinema_TV,artiste,ecrivain_ne,cinema_TV,ecrivain_ne,ecrivain_ne",19
http://www.wikidata.org/entity/Q318509,Henry Rollins,M,Amérique du nord,1961,"cinema_TV,cinema_TV,ecrivain_ne,ecrivain_ne,artiste,artiste,artiste,artiste,acti_droits_humains,ecrivain_ne,cinema_TV,cinema_TV,autre,cinema_TV,cinema_TV,acti_droits_humains,artiste,artiste",18
http://www.wikidata.org/entity/Q1429821,Florian Mildenberger,M,Europe,1973,"SHS,SHS,SHS,SHS,enseignement,enseignement,enseignement,enseignement,SHS,SHS,SHS,SHS,acti_droits_LGBT,acti_droits_LGBT,acti_droits_LGBT,acti_droits_LGBT",16
http://www.wikidata.org/entity/Q131152,Shirin Ebadi,F,Asie ,1947,"droit,ecrivain_ne,droit,politique,droit,acti_droits_humains,acti_droits_humains,acti_droits_femmes,droit,ecrivain_ne,droit,politique,droit,acti_droits_humains,acti_droits_humains,acti_droits_femmes",16
http://www.wikidata.org/entity/Q1255008,Guiomar Torrezão,F,Europe,1844,"ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne",16
http://www.wikidata.org/entity/Q104622903,Anna Steineger,F,Europe,1852,"ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,enseignement,enseignement,enseignement,enseignement,politique,politique,politique,politique,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes",16
http://www.wikidata.org/entity/Q104530956,Vesna Kesić,F,Europe,1948,"cinema_TV,cinema_TV,cinema_TV,cinema_TV,SHS,SHS,SHS,SHS,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne",16
http://www.wikidata.org/entity/Q557,Patti Smith,F,Amérique du nord,1946,"artiste,ecrivain_ne,artiste,ecrivain_ne,artiste,cinema_TV,artiste,artiste,acti_droits_humains,artiste,artiste,artiste,artiste,artiste,artiste",15
http://www.wikidata.org/entity/Q282787,Derek Jarman,M,Europe,1942,"cinema_TV,artiste,cinema_TV,cinema_TV,ecrivain_ne,artiste,artiste,artiste,cinema_TV,cinema_TV,autre,cinema_TV,ecrivain_ne,acti_droits_LGBT,cinema_TV",15
http://www.wikidata.org/entity/Q23685,Jimmy Carter,M,Amérique du nord,1924,"ecrivain_ne,autre,sciences_experimentales,politique,autre,politique,politique,acti_droits_humains,autre,acti_climat,ecrivain_ne,autre,acti_droits_humains,ecrivain_ne,sante",15
http://www.wikidata.org/entity/Q158060,W. E. B. Du Bois,M,Amérique du nord,1868,"artiste,ecrivain_ne,enseignement,ecrivain_ne,SHS,SHS,acti_droits_humains,SHS,ecrivain_ne,SHS,SHS,ecrivain_ne,ecrivain_ne,sante,ecrivain_ne",15
http://www.wikidata.org/entity/Q152824,Susan Sontag,F,Amérique du nord,1933,"ecrivain_ne,enseignement,SHS,acti_droits_humains,ecrivain_ne,cinema_TV,artiste,ecrivain_ne,ecrivain_ne,SHS,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_femmes,cinema_TV",15
http://www.wikidata.org/entity/Q9049,Noam Chomsky,M,Amérique du nord,1928,"ecrivain_ne,sciences_experimentales,SHS,SHS,enseignement,acti_droits_humains,enseignement,SHS,SHS,ecrivain_ne,SHS,politique,cinema_TV,politique",14
http://www.wikidata.org/entity/Q6530689,Leslie Cannold,F,Océanie,1965,"ecrivain_ne,acti_droits_humains,enseignement,SHS,ecrivain_ne,ecrivain_ne,acti_droits_femmes,acti_droits_femmes,ecrivain_ne,acti_droits_humains,enseignement,SHS,ecrivain_ne,ecrivain_ne",14
http://www.wikidata.org/entity/Q50824418,Line Bareiro,F,Amérique du sud,1950,"droit,SHS,acti_droits_humains,SHS,enseignement,politique,acti_droits_femmes,droit,SHS,acti_droits_humains,SHS,enseignement,politique,acti_droits_femmes",14
http://www.wikidata.org/entity/Q3296444,María Galindo,F,Amérique du sud,1964,"cinema_TV,politique,SHS,autre,politique,acti_droits_LGBT,acti_droits_femmes,cinema_TV,politique,SHS,autre,politique,acti_droits_LGBT,acti_droits_femmes",14
http://www.wikidata.org/entity/Q273385,Marge Piercy,F,Amérique du nord,1936,"ecrivain_ne,ecrivain_ne,ecrivain_ne,politique,ecrivain_ne,acti_droits_femmes,acti_climat,ecrivain_ne,ecrivain_ne,ecrivain_ne,politique,ecrivain_ne,acti_droits_femmes,acti_climat",14
http://www.wikidata.org/entity/Q192245,Susan B. Anthony,F,Amérique du nord,1820,"ecrivain_ne,acti_droits_humains,acti_droits_humains,politique,feministe,acti_droits_femmes,feministe,ecrivain_ne,acti_droits_humains,acti_droits_humains,politique,feministe,acti_droits_femmes,feministe",14
http://www.wikidata.org/entity/Q16224508,Seven Graham,LGBTQ,Europe,1969,"ecrivain_ne,artiste,cinema_TV,acti_droits_humains,autre,acti_droits_LGBT,autre,ecrivain_ne,artiste,cinema_TV,acti_droits_humains,autre,acti_droits_LGBT,autre",14
http://www.wikidata.org/entity/Q316629,Alan Cumming,M,Europe,1965,"cinema_TV,cinema_TV,artiste,artiste,ecrivain_ne,cinema_TV,cinema_TV,cinema_TV,cinema_TV,cinema_TV,cinema_TV,cinema_TV,acti_droits_LGBT",13
http://www.wikidata.org/entity/Q29293006,Aleksandra Nikolajewna Jakobi,F,Europe,1841,"ecrivain_ne,sante,ecrivain_ne,autre,ecrivain_ne,ecrivain_ne,autre,autre,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_femmes",13
http://www.wikidata.org/entity/Q262354,Taraneh Javanbakht,F,Asie ,1974,"artiste,ecrivain_ne,artiste,ecrivain_ne,ecrivain_ne,ecrivain_ne,artiste,artiste,acti_droits_humains,ecrivain_ne,SHS,autre,ecrivain_ne",13
http://www.wikidata.org/entity/Q215868,Alice Walker,F,Amérique du nord,1944,"cinema_TV,cinema_TV,ecrivain_ne,ecrivain_ne,enseignement,acti_droits_humains,enseignement,cinema_TV,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_climat",13
http://www.wikidata.org/entity/Q180989,Jane Addams,F,Amérique du nord,1860,"acti_droits_humains,ecrivain_ne,SHS,SHS,sante,politique,SHS,acti_droits_humains,politique,ecrivain_ne,acti_droits_femmes,ecrivain_ne,feministe",13
http://www.wikidata.org/entity/Q989,John Paul II,M,Europe,1920,"religieux_ses,ecrivain_ne,religieux_ses,ecrivain_ne,politique,enseignement,religieux_ses,religieux_ses,acti_droits_humains,SHS,religieux_ses,religieux_ses",12
http://www.wikidata.org/entity/Q94419311,Mykhtodʹ Volynet︠s︡ʹ,M,Europe,1926,"ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,autre,autre,autre,autre,acti_droits_humains,acti_droits_humains,acti_droits_humains,acti_droits_humains",12
http://www.wikidata.org/entity/Q85875291,Margarida Martins,F,Europe,1953,"artiste,politique,acti_droits_humains,acti_droits_humains,politique,acti_droits_LGBT,artiste,politique,acti_droits_humains,acti_droits_humains,politique,acti_droits_LGBT",12
http://www.wikidata.org/entity/Q7188477,Phyll Opoku-Gyimah,F,Europe,1974,"politique,autre,ecrivain_ne,politique,acti_droits_LGBT,acti_droits_femmes,politique,autre,ecrivain_ne,politique,acti_droits_LGBT,acti_droits_femmes",12
http://www.wikidata.org/entity/Q69910135,Ana Correa Benites,F,Amérique du sud,1953,"cinema_TV,ecrivain_ne,acti_droits_humains,enseignement,artiste,acti_droits_femmes,cinema_TV,ecrivain_ne,acti_droits_humains,enseignement,artiste,acti_droits_femmes",12
http://www.wikidata.org/entity/Q63565853,Angela Maas,F,Europe,1956,"enseignement,enseignement,enseignement,enseignement,sante,sante,sante,sante,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes",12
http://www.wikidata.org/entity/Q63322940,Marie-Thérèse Auffray,F,Europe,1912,"artiste,artiste,artiste,artiste,politique,politique,politique,politique,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes",12
http://www.wikidata.org/entity/Q63253771,Elizabeth Wilson,F,Europe,1936,"ecrivain_ne,SHS,ecrivain_ne,acti_droits_LGBT,acti_droits_femmes,sciences_experimentales,ecrivain_ne,acti_droits_LGBT,acti_droits_femmes,sciences_experimentales,ecrivain_ne,SHS",12
http://www.wikidata.org/entity/Q54358348,Shon Faye,LGBTQ,Europe,1988,"ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_LGBT,acti_droits_LGBT,acti_droits_LGBT,acti_droits_LGBT",12
http://www.wikidata.org/entity/Q53818355,Vilma Reis,F,Amérique du sud,1969,"acti_droits_humains,SHS,acti_droits_LGBT,acti_droits_femmes,acti_droits_humains,SHS,acti_droits_LGBT,acti_droits_femmes,acti_droits_humains,SHS,acti_droits_LGBT,acti_droits_femmes",12
http://www.wikidata.org/entity/Q5368974,Eman al-Nafjan,F,Asie ,1950,"ecrivain_ne,acti_droits_humains,ecrivain_ne,autre,politique,acti_droits_femmes,ecrivain_ne,acti_droits_humains,ecrivain_ne,autre,politique,acti_droits_femmes",12
http://www.wikidata.org/entity/Q529148,Florence Dixie,F,Europe,1855,"ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_femmes,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_femmes",12
http://www.wikidata.org/entity/Q483325,Ellen DeGeneres,F,Amérique du nord,1958,"cinema_TV,cinema_TV,ecrivain_ne,artiste,cinema_TV,cinema_TV,cinema_TV,cinema_TV,cinema_TV,cinema_TV,cinema_TV,acti_droits_LGBT",12
http://www.wikidata.org/entity/Q482907,Bryan Adams,M,Europe,1959,"artiste,cinema_TV,artiste,artiste,artiste,artiste,artiste,acti_droits_humains,acti_droits_humains,artiste,artiste,artiste",12
http://www.wikidata.org/entity/Q464318,Annie Besant,F,Europe,1847,"ecrivain_ne,politique,acti_droits_humains,ecrivain_ne,ecrivain_ne,ecrivain_ne,autre,feministe,acti_droits_femmes,politique,feministe,religieux_ses",12
http://www.wikidata.org/entity/Q460191,Nellie McClung,F,Amérique du nord,1873,"ecrivain_ne,politique,acti_droits_humains,ecrivain_ne,feministe,acti_droits_femmes,ecrivain_ne,politique,acti_droits_humains,ecrivain_ne,feministe,acti_droits_femmes",12
http://www.wikidata.org/entity/Q4499270,Ephraim Kholmyansky,M,Europe,1950,"ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_humains,acti_droits_humains,acti_droits_humains,acti_droits_humains,politique,politique,politique,politique",12
http://www.wikidata.org/entity/Q444593,Gayle Rubin,F,Amérique du nord,1949,"ecrivain_ne,enseignement,SHS,ecrivain_ne,acti_droits_LGBT,acti_droits_femmes,ecrivain_ne,enseignement,SHS,ecrivain_ne,acti_droits_LGBT,acti_droits_femmes",12
http://www.wikidata.org/entity/Q36841879,Pilar Tàvora,F,Europe,1950,"cinema_TV,autre,acti_droits_humains,cinema_TV,autre,acti_droits_femmes,cinema_TV,autre,acti_droits_humains,cinema_TV,autre,acti_droits_femmes",12
http://www.wikidata.org/entity/Q29207618,Hannah van Biema-Hijmans,F,Europe,1864,"politique,politique,politique,politique,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes",12
http://www.wikidata.org/entity/Q28064031,Corinne Marie Louise Pardede-baronesse van Boetzelaer,F,Europe,1912,"autre,autre,autre,autre,politique,politique,politique,politique,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes",12
http://www.wikidata.org/entity/Q2614668,Caroline van Dommelen,F,Europe,1874,"cinema_TV,cinema_TV,ecrivain_ne,ecrivain_ne,autre,ecrivain_ne,ecrivain_ne,cinema_TV,autre,ecrivain_ne,cinema_TV,acti_droits_femmes",12
http://www.wikidata.org/entity/Q23641910,Ramón Martínez Rodríguez,M,Europe,1982,"ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,SHS,SHS,SHS,SHS,acti_droits_LGBT,acti_droits_LGBT,acti_droits_LGBT,acti_droits_LGBT",12
http://www.wikidata.org/entity/Q234572,Elizabeth Blackwell,F,Europe,1821,"ecrivain_ne,sante,acti_droits_humains,ecrivain_ne,ecrivain_ne,acti_droits_femmes,ecrivain_ne,sante,acti_droits_humains,ecrivain_ne,ecrivain_ne,acti_droits_femmes",12
http://www.wikidata.org/entity/Q22279284,Sandra Morán,F,Amérique du sud,1960,"politique,artiste,acti_droits_humains,acti_droits_humains,politique,acti_droits_femmes,politique,artiste,acti_droits_humains,acti_droits_humains,politique,acti_droits_femmes",12
http://www.wikidata.org/entity/Q1895752,Maria Campbell,F,Amérique du nord,1940,"ecrivain_ne,acti_droits_humains,enseignement,cinema_TV,ecrivain_ne,acti_droits_femmes,ecrivain_ne,acti_droits_humains,enseignement,cinema_TV,ecrivain_ne,acti_droits_femmes",12
http://www.wikidata.org/entity/Q181659,Ursula K. Le Guin,F,Amérique du nord,1929,"cinema_TV,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_femmes",12
http://www.wikidata.org/entity/Q1688285,Jessie Street,F,Océanie,1889,"ecrivain_ne,feministe,autre,acti_droits_humains,acti_droits_femmes,acti_droits_humains,ecrivain_ne,feministe,autre,acti_droits_humains,acti_droits_femmes,acti_droits_humains",12
http://www.wikidata.org/entity/Q16066436,Aline Valette,F,Europe,1850,"ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes",12
http://www.wikidata.org/entity/Q152441,Janusz Korczak,M,Europe,1878,"cinema_TV,ecrivain_ne,enseignement,sante,ecrivain_ne,enseignement,enseignement,acti_droits_humains,sante,ecrivain_ne,SHS,ecrivain_ne",12
http://www.wikidata.org/entity/Q1515138,Lev Razgon,M,Europe,1908,"ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_humains,acti_droits_humains,acti_droits_humains,acti_droits_humains,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne",12
http://www.wikidata.org/entity/Q149489,Jacob M. Appel,M,Amérique du nord,1973,"ecrivain_ne,sante,ecrivain_ne,droit,SHS,sante,ecrivain_ne,acti_droits_humains,enseignement,ecrivain_ne,ecrivain_ne,ecrivain_ne",12
http://www.wikidata.org/entity/Q106205593,Jocelyn Dow,F,Amérique du sud,1951,"autre,autre,autre,autre,acti_droits_humains,acti_droits_humains,acti_droits_humains,acti_droits_humains,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes",12
http://www.wikidata.org/entity/Q106072048,Geraldina González de la Vega,F,Amérique du sud,1973,"droit,droit,droit,droit,acti_droits_humains,acti_droits_humains,acti_droits_humains,acti_droits_humains,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes,acti_droits_femmes",12
http://www.wikidata.org/entity/Q8027,Martin Luther King Jr.,M,Amérique du nord,1929,"ecrivain_ne,politique,religieux_ses,religieux_ses,acti_droits_humains,SHS,religieux_ses,acti_droits_humains,acti_droits_humains,acti_droits_humains,sante",11
http://www.wikidata.org/entity/Q79969,Emma Goldman,F,Amérique du nord,1869,"ecrivain_ne,sante,ecrivain_ne,autre,SHS,autre,politique,acti_droits_humains,ecrivain_ne,SHS,acti_droits_femmes",11
http://www.wikidata.org/entity/Q528793,Madeleine Pelletier,F,Europe,1874,"ecrivain_ne,sante,politique,sante,feministe,ecrivain_ne,ecrivain_ne,SHS,ecrivain_ne,ecrivain_ne,acti_droits_femmes",11
http://www.wikidata.org/entity/Q450796,Robin Morgan,F,Amérique du nord,1941,"cinema_TV,ecrivain_ne,ecrivain_ne,SHS,ecrivain_ne,ecrivain_ne,cinema_TV,ecrivain_ne,politique,politique,acti_droits_femmes",11
http://www.wikidata.org/entity/Q4217528,Leopold Katscher,M,Europe,1853,"ecrivain_ne,SHS,ecrivain_ne,autre,acti_droits_humains,ecrivain_ne,ecrivain_ne,SHS,acti_droits_humains,autre,acti_droits_femmes",11
http://www.wikidata.org/entity/Q4179607,Polina Zherebtsova,F,Europe,1985,"ecrivain_ne,ecrivain_ne,SHS,artiste,acti_droits_humains,ecrivain_ne,SHS,ecrivain_ne,ecrivain_ne,acti_droits_humains,ecrivain_ne",11
http://www.wikidata.org/entity/Q36268,Brigitte Bardot,F,Europe,1934,"cinema_TV,ecrivain_ne,artiste,autre,acti_droits_humains,autre,artiste,cinema_TV,ecrivain_ne,politique,artiste",11
http://www.wikidata.org/entity/Q36233,Václav Havel,M,Europe,1936,"ecrivain_ne,ecrivain_ne,politique,politique,ecrivain_ne,acti_droits_humains,cinema_TV,autre,SHS,ecrivain_ne,ecrivain_ne",11
http://www.wikidata.org/entity/Q328201,N. D. Cocea,M,Europe,1880,"droit,ecrivain_ne,droit,politique,droit,acti_droits_humains,ecrivain_ne,politique,ecrivain_ne,ecrivain_ne,politique",11
http://www.wikidata.org/entity/Q231178,Gloria Steinem,F,Amérique du nord,1934,"cinema_TV,ecrivain_ne,cinema_TV,acti_droits_humains,ecrivain_ne,ecrivain_ne,autre,politique,ecrivain_ne,politique,acti_droits_femmes",11
http://www.wikidata.org/entity/Q2291920,Khassan Baiev,M,Europe,1963,"ecrivain_ne,sante,sante,acti_droits_humains,sante,autre,autre,artiste,acti_droits_humains,ecrivain_ne,autre",11
http://www.wikidata.org/entity/Q103591,Germaine Greer,F,Océanie,1939,"cinema_TV,cinema_TV,ecrivain_ne,enseignement,enseignement,ecrivain_ne,autre,ecrivain_ne,autre,acti_droits_femmes,feministe",11
http://www.wikidata.org/entity/Q80900,Pearl S. Buck,F,Amérique du nord,1892,"cinema_TV,ecrivain_ne,religieux_ses,ecrivain_ne,acti_droits_humains,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne",10
http://www.wikidata.org/entity/Q75154532,Oscar Soria,M,Amérique du sud,1974,"acti_droits_humains,ecrivain_ne,autre,acti_climat,acti_climat,acti_droits_humains,ecrivain_ne,autre,acti_climat,acti_climat",10
http://www.wikidata.org/entity/Q73733144,Rodrigo Cuevas,M,Europe,1984,"artiste,artiste,artiste,artiste,cinema_TV,artiste,SHS,artiste,artiste,acti_droits_LGBT",10
http://www.wikidata.org/entity/Q71410,Anita Augspurg,F,Europe,1857,"cinema_TV,droit,politique,droit,feministe,ecrivain_ne,ecrivain_ne,cinema_TV,acti_droits_humains,acti_droits_femmes",10
http://www.wikidata.org/entity/Q7024866,Nichita Smochină,M,Europe,1894,"politique,droit,SHS,ecrivain_ne,acti_droits_humains,enseignement,SHS,enseignement,SHS,SHS",10
http://www.wikidata.org/entity/Q6759251,Margaret Carter,F,Amérique du nord,1935,"enseignement,politique,autre,autre,acti_droits_humains,autre,enseignement,sante,autre,acti_droits_femmes",10
http://www.wikidata.org/entity/Q6735122,Mai Ghoussoub,F,Asie ,1952,"ecrivain_ne,acti_droits_humains,ecrivain_ne,artiste,acti_droits_femmes,ecrivain_ne,acti_droits_humains,ecrivain_ne,artiste,acti_droits_femmes",10
http://www.wikidata.org/entity/Q66624,Benedict Friedlaender,M,Europe,1866,"sciences_experimentales,ecrivain_ne,sciences_experimentales,SHS,SHS,sciences_experimentales,SHS,SHS,sciences_experimentales,acti_droits_LGBT",10
http://www.wikidata.org/entity/Q63197629,Marta Reina Izquiano,LGBTQ,Europe,1970,"sante,autre,autre,acti_droits_LGBT,acti_droits_femmes,sante,autre,autre,acti_droits_LGBT,acti_droits_femmes",10
http://www.wikidata.org/entity/Q62942,Rosa von Praunheim,M,Europe,1942,"cinema_TV,cinema_TV,ecrivain_ne,cinema_TV,cinema_TV,cinema_TV,autre,cinema_TV,ecrivain_ne,acti_droits_LGBT",10
http://www.wikidata.org/entity/Q5951290,Homeyra Qaderi,F,Asie ,1979,"ecrivain_ne,enseignement,acti_droits_humains,enseignement,acti_droits_femmes,ecrivain_ne,enseignement,acti_droits_humains,enseignement,acti_droits_femmes",10
http://www.wikidata.org/entity/Q5741532,Hermila Galindo,F,Amérique du sud,1886,"ecrivain_ne,politique,ecrivain_ne,politique,acti_droits_femmes,ecrivain_ne,politique,ecrivain_ne,politique,acti_droits_femmes",10
http://www.wikidata.org/entity/Q56195618,Itziar Castro,F,Europe,1977,"artiste,cinema_TV,cinema_TV,acti_droits_LGBT,acti_droits_femmes,artiste,cinema_TV,cinema_TV,acti_droits_LGBT,acti_droits_femmes",10
http://www.wikidata.org/entity/Q528907,Peter Garrett,M,Océanie,1953,"politique,artiste,acti_droits_humains,acti_climat,acti_droits_humains,politique,artiste,acti_droits_humains,acti_climat,acti_droits_humains",10
http://www.wikidata.org/entity/Q52776198,Isabel Zuleta,F,Amérique du sud,1982,"acti_droits_humains,SHS,acti_climat,politique,acti_droits_femmes,acti_droits_humains,SHS,acti_climat,politique,acti_droits_femmes",10
http://www.wikidata.org/entity/Q505743,Andrew Koenig,M,Amérique du nord,1968,"cinema_TV,artiste,acti_droits_humains,ecrivain_ne,cinema_TV,cinema_TV,cinema_TV,cinema_TV,cinema_TV,cinema_TV",10
http://www.wikidata.org/entity/Q50542097,Marielle Franco,F,Amérique du sud,1979,"politique,acti_droits_humains,SHS,acti_droits_femmes,autre,politique,acti_droits_humains,SHS,acti_droits_femmes,autre",10
http://www.wikidata.org/entity/Q50376370,Mai Sayegh,F,Asie ,1941,"ecrivain_ne,ecrivain_ne,acti_droits_humains,SHS,acti_droits_femmes,ecrivain_ne,ecrivain_ne,acti_droits_humains,SHS,acti_droits_femmes",10
http://www.wikidata.org/entity/Q485298,Gillian Anderson,F,Europe,1968,"cinema_TV,cinema_TV,artiste,cinema_TV,acti_droits_humains,cinema_TV,cinema_TV,cinema_TV,cinema_TV,cinema_TV",10
http://www.wikidata.org/entity/Q469551,Riane Eisler,F,Europe,1931,"sciences_experimentales,ecrivain_ne,droit,SHS,acti_droits_humains,enseignement,SHS,SHS,ecrivain_ne,acti_droits_humains",10
http://www.wikidata.org/entity/Q463554,Hilaria Supa,F,Amérique du sud,1957,"autre,politique,acti_droits_humains,acti_droits_femmes,politique,autre,politique,acti_droits_humains,acti_droits_femmes,politique",10
http://www.wikidata.org/entity/Q463319,Audre Lorde,F,Amérique du nord,1934,"ecrivain_ne,enseignement,ecrivain_ne,ecrivain_ne,enseignement,SHS,ecrivain_ne,ecrivain_ne,acti_droits_femmes,feministe",10
http://www.wikidata.org/entity/Q460159,Habiba Sarābi,F,Asie ,1956,"enseignement,sante,politique,sante,acti_droits_femmes,enseignement,sante,politique,sante,acti_droits_femmes",10
http://www.wikidata.org/entity/Q458559,Victoire Léodile Béra,F,Europe,1824,"ecrivain_ne,politique,ecrivain_ne,politique,ecrivain_ne,politique,ecrivain_ne,politique,acti_droits_femmes,feministe",10
http://www.wikidata.org/entity/Q40909,Virginia Woolf,F,Europe,1882,"ecrivain_ne,ecrivain_ne,autre,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,acti_droits_femmes",10
http://www.wikidata.org/entity/Q32732,Malala Yousafzai,F,Asie ,1997,"ecrivain_ne,acti_droits_humains,autre,ecrivain_ne,acti_droits_femmes,ecrivain_ne,acti_droits_humains,autre,ecrivain_ne,acti_droits_femmes",10
http://www.wikidata.org/entity/Q3193040,Kareem Amer,M,Afrique,1984,"acti_droits_humains,ecrivain_ne,autre,acti_droits_femmes,ecrivain_ne,ecrivain_ne,acti_droits_humains,ecrivain_ne,autre,acti_droits_femmes",10
http://www.wikidata.org/entity/Q3180469,Sharon Olds,F,Amérique du nord,1942,"ecrivain_ne,ecrivain_ne,enseignement,acti_droits_femmes,acti_climat,ecrivain_ne,ecrivain_ne,enseignement,acti_droits_femmes,acti_climat",10
http://www.wikidata.org/entity/Q30081257,Radhia Ihsan,F,Asie ,1933,"ecrivain_ne,acti_droits_humains,ecrivain_ne,enseignement,acti_droits_femmes,ecrivain_ne,acti_droits_humains,ecrivain_ne,enseignement,acti_droits_femmes",10
http://www.wikidata.org/entity/Q287752,Charlotte Perkins Gilman,F,Amérique du nord,1860,"ecrivain_ne,ecrivain_ne,SHS,artiste,ecrivain_ne,SHS,SHS,ecrivain_ne,feministe,acti_droits_femmes",10
http://www.wikidata.org/entity/Q274171,Eliška Krásnohorská,F,Europe,1847,"ecrivain_ne,enseignement,ecrivain_ne,ecrivain_ne,autre,ecrivain_ne,ecrivain_ne,autre,ecrivain_ne,acti_droits_femmes",10
http://www.wikidata.org/entity/Q261207,Lilí Álvarez,F,Europe,1905,"ecrivain_ne,ecrivain_ne,autre,autre,autre,autre,autre,ecrivain_ne,autre,acti_droits_femmes",10
http://www.wikidata.org/entity/Q2562259,Benny Wenda,M,Asie ,1975,"acti_droits_humains,politique,politique,politique,politique,autre,autre,autre,autre,acti_droits_humains",10
http://www.wikidata.org/entity/Q242956,Rita Mae Brown,F,Amérique du nord,1944,"cinema_TV,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,ecrivain_ne,autre,ecrivain_ne,acti_droits_LGBT,feministe",10
http://www.wikidata.org/entity/Q237654,Lisa Loeb,F,Amérique du nord,1968,"cinema_TV,artiste,artiste,artiste,cinema_TV,artiste,cinema_TV,cinema_TV,acti_droits_femmes,artiste",10
http://www.wikidata.org/entity/Q2370725,Barbara Bodichon,F,Europe,1827,"ecrivain_ne,SHS,artiste,artiste,enseignement,ecrivain_ne,autre,feministe,acti_droits_femmes,feministe",10
http://www.wikidata.org/entity/Q234964,Hélène Cixous,F,Europe,1937,"ecrivain_ne,ecrivain_ne,ecrivain_ne,enseignement,ecrivain_ne,SHS,ecrivain_ne,SHS,SHS,acti_droits_femmes",10
http://www.wikidata.org/entity/Q21811399,Aileen Moreton-Robinson,F,Océanie,1956,"ecrivain_ne,acti_droits_humains,enseignement,SHS,acti_droits_femmes,ecrivain_ne,acti_droits_humains,enseignement,SHS,acti_droits_femmes",10
